"GENEID","DISORDER","mean_log2FC","min_p","combined_p","Direction"
"ENSG00000261404","MDD",0.686539019,0.036773062,0.036773062,"UP"
"ENSG00000261416","MDD",0.648044108,0.040584315,0.040584315,"UP"
"ENSG00000261426","MDD",-0.673908467,0.004908663,0.004908663,"DOWN"
"ENSG00000261428","MDD",0.409902705,0.011943612,0.011943612,"UP"
"ENSG00000261441","SZ",0.183903937,0.004002843,0.004002843,"UP"
"ENSG00000261451","MDD",0.17046223,0.01676221,0.01676221,"UP"
"ENSG00000261455","MDD",0.526120269,0.00495054,0.00495054,"UP"
"ENSG00000261461","MDD",-0.9521091655,0.011054126,0.011054126,"DOWN"
"ENSG00000261474","MDD",0.560961494333333,0.001918578,0.001918578,"UP"
"ENSG00000261476","MDD",-0.560393202,0.018384873,0.018384873,"DOWN"
"ENSG00000261478","MDD",0.138072022,0.029414105,0.029414105,"UP"
"ENSG00000261485","MDD",0.134984495,0.020288665,0.020288665,"UP"
"ENSG00000261504","BD",0.32839,0.0443,0.0443,"UP"
"ENSG00000261520","MDD",0.658678499,0.039344186,0.039344186,"UP"
"ENSG00000261526","ASD",0.18935279,0.0018184,0.0018184,"UP"
"ENSG00000261529","MDD",-0.430209323,0.026788563,0.026788563,"DOWN"
"ENSG00000261537","MDD",0.544739043,0.01359875,0.01359875,"UP"
"ENSG00000261544","MDD",0.16815858,0.02514447,0.02514447,"UP"
"ENSG00000261556","BD",0.29099,0.0411,0.0411,"UP"
"ENSG00000261556","MDD",0.261445546666667,0.00930475,0.00930475,"UP"
"ENSG00000261560","MDD",-0.375245039,0.021821848,0.021821848,"DOWN"
"ENSG00000261568","MDD",-0.765858764,0.049857048,0.049857048,"DOWN"
"ENSG00000261572","MDD",-0.390940999,0.032205546,0.032205546,"DOWN"
"ENSG00000261574","MDD",-0.774232525,0.008294648,0.008294648,"DOWN"
"ENSG00000261582","MDD",0.602974523,0.049046872,0.049046872,"UP"
"ENSG00000261584","MDD",0.186948956666667,0.011370102,0.011370102,"UP"
"ENSG00000261589","MDD",-0.523058365,0.039721713,0.039721713,"DOWN"
"ENSG00000261596","MDD",-0.436692646,0.02004282,0.02004282,"DOWN"
"ENSG00000261598","BD",-0.1707869,0.01377766,0.01377766,"DOWN"
"ENSG00000261604","MDD",0.022927044,0.021640738,0.021640738,"UP"
"ENSG00000261609","MDD",-0.222325985,0.014926152,0.014926152,"DOWN"
"ENSG00000261610","BD",0.40829,0.0144,0.0144,"UP"
"ENSG00000261613","SZ",-0.1569266,0.022302905,0.022302905,"DOWN"
"ENSG00000261616","MDD",-0.33834622075,0.015102922,0.015102922,"DOWN"
"ENSG00000261617","MDD",0.375821712333333,0.012204923,0.012204923,"UP"
"ENSG00000261618","BD",0.10690599,0.03354556,0.03354556,"UP"
"ENSG00000261621","BD",-0.1556356,0.02792084,0.02792084,"DOWN"
"ENSG00000261622","SZ",-0.177156274,0.038137743,0.038137743,"DOWN"
"ENSG00000261624","MDD",-0.7098636565,0.001415858,0.001415858,"DOWN"
"ENSG00000261628","MDD",-0.57910347,0.012517275,0.012517275,"DOWN"
"ENSG00000261635","MDD",0.308517731,0.03207516,0.03207516,"UP"
"ENSG00000261643","MDD",-0.373150205,0.040045579,0.040045579,"DOWN"
"ENSG00000261645","MDD",1.200386341,0.016275959,0.016275959,"UP"
"ENSG00000261652","BD",-0.2104065,0.0010878,0.0010878,"DOWN"
"ENSG00000261652","MDD",-0.221346,0.00460368,0.00460368,"DOWN"
"ENSG00000261652","SZ",-0.164563715,0.030771783,0.030771783,"DOWN"
"ENSG00000261659","MDD",0.474306299,0.007549836,0.007549836,"UP"
"ENSG00000261662","MDD",-0.586744483,0.040808261,0.040808261,"DOWN"
"ENSG00000261665","MDD",-0.745369735,0.049729049,0.049729049,"DOWN"
"ENSG00000261668","MDD",0.939159144,0.022154664,0.022154664,"UP"
"ENSG00000261670","MDD",-0.49907493,0.02287022,0.02287022,"DOWN"
"ENSG00000261671","MDD",-0.639334236,0.01551244,0.01551244,"DOWN"
"ENSG00000261671","SZ",0.158574889,0.041853414,0.041853414,"UP"
"ENSG00000261675","ASD",-0.1776931,0.00027892,0.00027892,"DOWN"
"ENSG00000261675","MDD",-0.271410675,0.025860459,0.025860459,"DOWN"
"ENSG00000261678","OCD",-0.549805083,9.96e-06,9.96e-06,"DOWN"
"ENSG00000261678","SZ",-0.122003682,0.046252413,0.046252413,"DOWN"
"ENSG00000261684","BD",0.32275,0.044,0.044,"UP"
"ENSG00000261685","MDD",-0.309593313,0.038592471,0.038592471,"DOWN"
"ENSG00000261687","MDD",-0.794969891,0.012842644,0.012842644,"DOWN"
"ENSG00000261696","MDD",1.08895199775,0.000855922,0.000855922,"UP"
"ENSG00000261705","MDD",-0.390978704,0.032064197,0.032064197,"DOWN"
"ENSG00000261716","BD",0.49033,0.000929,0.000929,"UP"
"ENSG00000261716","MDD",0.13623255,0.03494052,0.03494052,"UP"
"ENSG00000261738","ASD",-0.8688067,0.00166691,0.00166691,"DOWN"
"ENSG00000261738","MDD",0.826120785,0.02576778,0.02576778,"UP"
"ENSG00000261744","MDD",0.7754397425,0.01561083,0.01561083,"UP"
"ENSG00000261759","ASD",0.33068297,0.00140055,0.00140055,"UP"
"ENSG00000261770","MDD",-0.585712013,0.025189657,0.025189657,"DOWN"
"ENSG00000261771","BD",0.1935967,0.00767271,0.00767271,"UP"
"ENSG00000261773","MDD",-1.173949867,0.001613225,0.001613225,"DOWN"
"ENSG00000261775","MDD",-0.954342824,0.003117765,0.003117765,"DOWN"
"ENSG00000261777","MDD",0.619138565,0.002388549,0.002388549,"UP"
"ENSG00000261786","MDD",-0.414425893,0.006962803,0.006962803,"DOWN"
"ENSG00000261794","BD",0.13833538,0.0392447,0.0392447,"UP"
"ENSG00000261799","BD",0.09126519,0.03653097,0.03653097,"UP"
"ENSG00000261799","MDD",-0.135868321333333,0.023436287,0.023436287,"DOWN"
"ENSG00000261799","SZ",0.110262828,0.013504497,0.013504497,"UP"
"ENSG00000261819","MDD",0.680257562333333,0.020674182,0.020674182,"UP"
"ENSG00000261824","MDD",0.151203698,0.032909709,0.032909709,"UP"
"ENSG00000261837","MDD",-0.515347632,0.031591918,0.031591918,"DOWN"
"ENSG00000261839","MDD",0.3462601938,0.005129249,0.005129249,"UP"
"ENSG00000261840","MDD",0.526136738,0.04271365,0.04271365,"UP"
"ENSG00000261879","MDD",0.10281995,0.02415437,0.02415437,"UP"
"ENSG00000261888","MDD",-0.824009875,0.009047044,0.009047044,"DOWN"
"ENSG00000261889","MDD",0.09271399,0.02646182,0.02646182,"UP"
"ENSG00000261916","MDD",-0.60113837225,0.007934968,0.007934968,"DOWN"
"ENSG00000261970","MDD",-0.63995032,0.001742065,0.001742065,"DOWN"
"ENSG00000261971","BD",0.11872574,0.03603425,0.03603425,"UP"
"ENSG00000261971","MDD",0.15797141,0.0108178,0.0108178,"UP"
"ENSG00000261996","MDD",-1.666315781,0.000369447,0.000369447,"DOWN"
"ENSG00000261997","MDD",0.934921588,0.015928341,0.015928341,"UP"
"ENSG00000262001","BD",0.33237,0.0297,0.0297,"UP"
"ENSG00000262001","MDD",0.422106088,0.019022201,0.019022201,"UP"
"ENSG00000262074","BD",-0.33988,0.0244,0.0244,"DOWN"
"ENSG00000262089","MDD",0.804474311,0.023598681,0.023598681,"UP"
"ENSG00000262089","SZ",0.153467344,0.033917646,0.033917646,"UP"
"ENSG00000262096","ASD",-0.2710997,0.00167394,0.00167394,"DOWN"
"ENSG00000262097","BD",-0.4595785,0.00131,0.00131,"DOWN"
"ENSG00000262119","MDD",-0.335323552,0.013088749,0.013088749,"DOWN"
"ENSG00000262136","BD",0.34282,0.0362,0.0362,"UP"
"ENSG00000262155","MDD",-0.123663998666667,0.02253897,0.02253897,"DOWN"
"ENSG00000262180","MDD",-0.567862823,0.01992858,0.01992858,"DOWN"
"ENSG00000262185","MDD",0.677359986,0.018733499,0.018733499,"UP"
"ENSG00000262188","MDD",1.5403375845,0.006219306,0.006219306,"UP"
"ENSG00000262198","MDD",0.590209179,0.04589696,0.04589696,"UP"
"ENSG00000262209","BD",0.31902,0.0129,0.0129,"UP"
"ENSG00000262211","MDD",0.647401389666667,0.011144852,0.011144852,"UP"
"ENSG00000262223","MDD",0.860776041,0.002651389,0.002651389,"UP"
"ENSG00000262246","SZ",-0.135724948,0.013763226,0.013763226,"DOWN"
"ENSG00000262251","MDD",0.724552925,0.04002436,0.04002436,"UP"
"ENSG00000262265","MDD",0.213415085333333,0.011941494,0.011941494,"UP"
"ENSG00000262267","MDD",0.481238348,0.02293172,0.02293172,"UP"
"ENSG00000262333","MDD",0.991004541,0.000222986,0.000222986,"UP"
"ENSG00000262384","MDD",-0.941788442,0.007128798,0.007128798,"DOWN"
"ENSG00000262402","MDD",0.643065016,0.018260129,0.018260129,"UP"
"ENSG00000262454","MDD",0.477330426666667,0.01530478,0.01530478,"UP"
"ENSG00000262468","MDD",0.015407789,0.013648129,0.013648129,"UP"
"ENSG00000262470","BD",0.33031,0.00492,0.00492,"UP"
"ENSG00000262470","MDD",-0.429876549,0.010941512,0.010941512,"DOWN"
"ENSG00000262481","MDD",0.11499449,0.0335325,0.0335325,"UP"
"ENSG00000262488","BD",0.31441,0.05,0.05,"UP"
"ENSG00000262488","MDD",0.509763165,0.047045699,0.047045699,"UP"
"ENSG00000262500","MDD",0.945664255,0.02210774,0.02210774,"UP"
"ENSG00000262503","MDD",-0.421224219,0.019578729,0.019578729,"DOWN"
"ENSG00000262533","MDD",-1.34889087366667,0.00110034,0.00110034,"DOWN"
"ENSG00000262576","MDD",-0.2335113,0.00461246,0.00461246,"DOWN"
"ENSG00000262580","ASD",0.36993353,0.00044093,0.00044093,"UP"
"ENSG00000262583","MDD",0.974368557,0.001725221,0.001725221,"UP"
"ENSG00000262619","MDD",0.462372274,0.01626553,0.01626553,"UP"
"ENSG00000262621","BD",0.16905354,0.00837395,0.00837395,"UP"
"ENSG00000262621","MDD",0.375615059666667,0.0182795,0.0182795,"UP"
"ENSG00000262621","SZ",0.23009411,0.000929157,0.000929157,"UP"
"ENSG00000262652","BD",0.13873992,0.04637231,0.04637231,"UP"
"ENSG00000262652","MDD",0.15706604,0.0481654,0.0481654,"UP"
"ENSG00000262663","SZ",0.174654702,0.024537326,0.024537326,"UP"
"ENSG00000262670","MDD",0.734667846,0.024580817,0.024580817,"UP"
"ENSG00000262728","MDD",0.509854905,0.032569921,0.032569921,"UP"
"ENSG00000262732","BD",0.44555,0.00623,0.00623,"UP"
"ENSG00000262732","MDD",-0.524968093666667,0.027401041,0.027401041,"DOWN"
"ENSG00000262758","MDD",-0.34365191,0.025441026,0.025441026,"DOWN"
"ENSG00000262801","MDD",-0.4504221815,0.006686168,0.006686168,"DOWN"
"ENSG00000262814","MDD",0.599303319,0.044696207,0.044696207,"UP"
"ENSG00000262814","SZ",-0.106802547,0.023781269,0.023781269,"DOWN"
"ENSG00000262869","MDD",-0.511045246,0.024225057,0.024225057,"DOWN"
"ENSG00000262879","MDD",-0.231433128,0.007499144,0.007499144,"DOWN"
"ENSG00000262890","MDD",0.552995362,0.045423079,0.045423079,"UP"
"ENSG00000262902","MDD",0.672353103,0.018650419,0.018650419,"UP"
"ENSG00000262903","MDD",0.648275084,0.014449483,0.014449483,"UP"
"ENSG00000262951","BD",0.35616,0.0312,0.0312,"UP"
"ENSG00000262951","MDD",0.701249841,0.00043329,0.00043329,"UP"
"ENSG00000263002","ADHD",0.07385988,0.03743148,0.03743148,"UP"
"ENSG00000263004","BD",0.15276865,0.03173724,0.03173724,"UP"
"ENSG00000263004","MDD",0.465404197,0.042122683,0.042122683,"UP"
"ENSG00000263013","BD",0.34938,0.0205,0.0205,"UP"
"ENSG00000263050","MDD",-1.33849185483333,0.000220278,0.000220278,"DOWN"
"ENSG00000263050","SZ",-0.287988734,0.000523968,0.000523968,"DOWN"
"ENSG00000263069","MDD",-0.593541258,0.00908496,0.00908496,"DOWN"
"ENSG00000263120","MDD",0.19031113,0.01040038,0.01040038,"UP"
"ENSG00000263120","SZ",0.154466544,0.03257016,0.03257016,"UP"
"ENSG00000263125","BD",0.4904255,0.0013135,0.0013135,"UP"
"ENSG00000263142","MDD",0.506212244,0.023200199,0.023200199,"UP"
"ENSG00000263164","ASD",-0.3316034,0.00019859,0.00019859,"DOWN"
"ENSG00000263165","MDD",-0.679796648,0.006903823,0.006903823,"DOWN"
"ENSG00000263214","BD",0.46094,0.00526,0.00526,"UP"
"ENSG00000263214","MDD",-0.583206137,0.039514118,0.039514118,"DOWN"
"ENSG00000263278","BD",0.05515845,3.05e-06,3.05e-06,"UP"
"ENSG00000263307","MDD",0.951493811,0.005045395,0.005045395,"UP"
"ENSG00000263316","MDD",0.172249870666667,0.024299609,0.024299609,"UP"
"ENSG00000263320","MDD",-0.607556029,0.001847003,0.001847003,"DOWN"
"ENSG00000263327","MDD",0.300233177,0.025562195,0.025562195,"UP"
"ENSG00000263335","MDD",1.14201817033333,0.005825122,0.005825122,"UP"
"ENSG00000263345","MDD",0.725873796,0.042795611,0.042795611,"UP"
"ENSG00000263350","MDD",0.295700742,0.04295229,0.04295229,"UP"
"ENSG00000263371","MDD",-0.677555794,0.039155089,0.039155089,"DOWN"
"ENSG00000263391","MDD",-0.293579146,0.011222485,0.011222485,"DOWN"
"ENSG00000263400","MDD",-0.514782717,0.030689926,0.030689926,"DOWN"
"ENSG00000263412","SZ",0.16595686,0.021135311,0.021135311,"UP"
"ENSG00000263424","MDD",1.06312596,0.001495305,0.001495305,"UP"
"ENSG00000263426","OCD",-0.77096619,0.001631103,0.001631103,"DOWN"
"ENSG00000263429","OCD",2.297074843,0.009407203,0.009407203,"UP"
"ENSG00000263432","MDD",-0.892686976,0.040961887,0.040961887,"DOWN"
"ENSG00000263485","MDD",-0.5230245585,0.026263444,0.026263444,"DOWN"
"ENSG00000263494","MDD",0.498072125,0.028097914,0.028097914,"UP"
"ENSG00000263508","MDD",0.622831808,0.049860273,0.049860273,"UP"
"ENSG00000263511","MDD",-0.928834367,0.015548987,0.015548987,"DOWN"
"ENSG00000263528","BD",-0.33827,0.03,0.03,"DOWN"
"ENSG00000263535","BD",0.12301406,0.04359187,0.04359187,"UP"
"ENSG00000263551","MDD",0.532358724,0.029452053,0.029452053,"UP"
"ENSG00000263563","MDD",0.487900442,0.001403873,0.001403873,"UP"
"ENSG00000263571","BD",0.17891253,0.00459178,0.00459178,"UP"
"ENSG00000263584","MDD",-0.92254128,0.017614807,0.017614807,"DOWN"
"ENSG00000263587","MDD",0.7537201135,0.032767429,0.032767429,"UP"
"ENSG00000263593","MDD",-0.993032539,0.001455585,0.001455585,"DOWN"
"ENSG00000263597","MDD",-0.573849435,0.0002462,0.0002462,"DOWN"
"ENSG00000263603","MDD",-0.500757022,0.012328011,0.012328011,"DOWN"
"ENSG00000263606","BD",0.42653,0.0072,0.0072,"UP"
"ENSG00000263606","MDD",-0.349860986,0.030137159,0.030137159,"DOWN"
"ENSG00000263618","BD",0.35784,0.0293,0.0293,"UP"
"ENSG00000263618","MDD",0.816251965,0.02527372,0.02527372,"UP"
"ENSG00000263647","BD",0.20638003,0.00432091,0.00432091,"UP"
"ENSG00000263648","BD",0.43408,0.00372,0.00372,"UP"
"ENSG00000263654","MDD",-0.176809602,0.001475994,0.001475994,"DOWN"
"ENSG00000263677","MDD",0.48225095,0.01180602,0.01180602,"UP"
"ENSG00000263724","MDD",-0.448610991333333,0.027955314,0.027955314,"DOWN"
"ENSG00000263731","MDD",-0.248318539,0.011872799,0.011872799,"DOWN"
"ENSG00000263740","MDD",0.342716783,0.025601224,0.025601224,"UP"
"ENSG00000263753","MDD",0.22771980125,0.008639795,0.008639795,"UP"
"ENSG00000263786","MDD",-0.692908635,0.018366225,0.018366225,"DOWN"
"ENSG00000263790","BD",0.15276424,0.03496485,0.03496485,"UP"
"ENSG00000263809","MDD",0.591235688,0.030744487,0.030744487,"UP"
"ENSG00000263815","MDD",0.91845591,0.014146408,0.014146408,"UP"
"ENSG00000263843","MDD",0.4653546505,0.020847773,0.020847773,"UP"
"ENSG00000263873","MDD",-0.630586665,0.046106711,0.046106711,"DOWN"
"ENSG00000263874","MDD",0.396187972,0.008129167,0.008129167,"UP"
"ENSG00000263878","MDD",-0.0938213384285714,0.000542861,0.000542861,"DOWN"
"ENSG00000263884","MDD",0.68533045,0.010295164,0.010295164,"UP"
"ENSG00000263916","MDD",-0.730629205,0.038381402,0.038381402,"DOWN"
"ENSG00000263934","MDD",-0.519277523333333,0.025382926,0.025382926,"DOWN"
"ENSG00000263958","MDD",-0.113242572333333,0.024636829,0.024636829,"DOWN"
"ENSG00000263963","BD",-0.5630782,0.00127,0.00127,"DOWN"
"ENSG00000263963","MDD",-0.03870907975,0.016033652,0.016033652,"DOWN"
"ENSG00000263968","MDD",0.5765158115,0.00017006,0.00017006,"UP"
"ENSG00000263975","MDD",-0.322060039666667,0.00089671,0.00089671,"DOWN"
"ENSG00000263986","MDD",1.096305744,0.004764457,0.004764457,"UP"
"ENSG00000263989","MDD",-0.1882047212,0.016419271,0.016419271,"DOWN"
"ENSG00000264007","MDD",0.611600111,0.004206826,0.004206826,"UP"
"ENSG00000264044","MDD",0.758248617333333,0.010122646,0.010122646,"UP"
"ENSG00000264050","MDD",1.203090754,0.028965926,0.028965926,"UP"
"ENSG00000264057","MDD",-1.017279702,0.030778888,0.030778888,"DOWN"
"ENSG00000264063","MDD",0.804691859,0.001227235,0.001227235,"UP"
"ENSG00000264069","MDD",-0.605851743,0.01282632,0.01282632,"DOWN"
"ENSG00000264083","MDD",-0.49755905,0.015797203,0.015797203,"DOWN"
"ENSG00000264098","MDD",-0.467278528,0.005718066,0.005718066,"DOWN"
"ENSG00000264099","MDD",-1.128209816,0.021541103,0.021541103,"DOWN"
"ENSG00000264109","MDD",1.07508397,0.000126071,0.000126071,"UP"
"ENSG00000264112","MDD",-0.3714305345,0.026443559,0.026443559,"DOWN"
"ENSG00000264148","BD",0.16033551,0.02670957,0.02670957,"UP"
"ENSG00000264151","MDD",1.259251847,0.014021262,0.014021262,"UP"
"ENSG00000264167","BD",0.36624,0.0245,0.0245,"UP"
"ENSG00000264169","MDD",0.692228047,0.00328652,0.00328652,"UP"
"ENSG00000264176","MDD",-0.960801319,0.02077778,0.02077778,"DOWN"
"ENSG00000264207","MDD",0.365392653,0.039961652,0.039961652,"UP"
"ENSG00000264222","MDD",-0.225788671666667,0.028773434,0.028773434,"DOWN"
"ENSG00000264229","MDD",-0.334861561666667,0.000281959,0.000281959,"DOWN"
"ENSG00000264235","MDD",0.0628144623333333,0.005292852,0.005292852,"UP"
"ENSG00000264247","MDD",0.239626185333333,0.000498452,0.000498452,"UP"
"ENSG00000264247","SZ",0.147520727,0.007258192,0.007258192,"UP"
"ENSG00000264281","MDD",0.82445418,0.001509891,0.001509891,"UP"
"ENSG00000264322","MDD",0.761711749,0.019566841,0.019566841,"UP"
"ENSG00000264329","MDD",0.0317974095,0.001272111,0.001272111,"UP"
"ENSG00000264343","SZ",-0.3354761,0.04915146,0.04915146,"DOWN"
"ENSG00000264357","BD",0.13954381,0.04199115,0.04199115,"UP"
"ENSG00000264364","MDD",0.147405024666667,0.008756281,0.008756281,"UP"
"ENSG00000264384","MDD",-0.584574148,0.020054507,0.020054507,"DOWN"
"ENSG00000264448","MDD",-1.088831904,0.009979513,0.009979513,"DOWN"
"ENSG00000264449","MDD",-0.373386127,0.044979433,0.044979433,"DOWN"
"ENSG00000264462","MDD",0.71172144,0.004161383,0.004161383,"UP"
"ENSG00000264482","MDD",0.541046374,0.034774439,0.034774439,"UP"
"ENSG00000264508","MDD",0.834966794,0.040542988,0.040542988,"UP"
"ENSG00000264529","MDD",-0.0130428565,0.037990324,0.037990324,"DOWN"
"ENSG00000264538","MDD",0.07605912,0.03486039,0.03486039,"UP"
"ENSG00000264539","BD",0.16439062,0.02151413,0.02151413,"UP"
"ENSG00000264546","BD",0.46545,0.00533,0.00533,"UP"
"ENSG00000264546","MDD",0.712976022,0.003158001,0.003158001,"UP"
"ENSG00000264577","MDD",0.652464172,0.004984873,0.004984873,"UP"
"ENSG00000264584","MDD",-0.564323151,0.049402645,0.049402645,"DOWN"
"ENSG00000264589","MDD",0.41045593425,0.031409939,0.031409939,"UP"
"ENSG00000264608","BD",0.3909,0.0107,0.0107,"UP"
"ENSG00000264608","MDD",0.1654374,0.02279131,0.02279131,"UP"
"ENSG00000264617","MDD",-0.646400573,0.037703039,0.037703039,"DOWN"
"ENSG00000264618","MDD",1.093976403,0.019292733,0.019292733,"UP"
"ENSG00000264623","MDD",-0.898498399,0.030942341,0.030942341,"DOWN"
"ENSG00000264635","MDD",0.761577105,0.00367412,0.00367412,"UP"
"ENSG00000264643","ASD",-0.3801014,0.00179585,0.00179585,"DOWN"
"ENSG00000264645","MDD",-0.76246445,0.017343836,0.017343836,"DOWN"
"ENSG00000264653","MDD",-0.815186355,0.029819081,0.029819081,"DOWN"
"ENSG00000264672","MDD",0.456976606,0.017322715,0.017322715,"UP"
"ENSG00000264705","MDD",1.429274247,0.002826522,0.002826522,"UP"
"ENSG00000264706","MDD",0.828393152,0.045607539,0.045607539,"UP"
"ENSG00000264707","MDD",0.965057012,0.014301682,0.014301682,"UP"
"ENSG00000264720","BD",0.13758926,0.0487962,0.0487962,"UP"
"ENSG00000264720","MDD",-0.631927267,0.015936277,0.015936277,"DOWN"
"ENSG00000264727","MDD",-0.679324923,0.002915159,0.002915159,"DOWN"
"ENSG00000264734","MDD",-0.799543295,0.034709158,0.034709158,"DOWN"
"ENSG00000264754","MDD",-0.830158131,0.012980984,0.012980984,"DOWN"
"ENSG00000264767","MDD",0.773879277,0.002867009,0.002867009,"UP"
"ENSG00000264834","BD",0.14774388,0.03886192,0.03886192,"UP"
"ENSG00000264834","MDD",0.17286731,0.04524066,0.04524066,"UP"
"ENSG00000264834","SZ",0.212026246,0.012985817,0.012985817,"UP"
"ENSG00000264845","MDD",-0.736788394,0.04029315,0.04029315,"DOWN"
"ENSG00000264853","BD",0.11058733,0.04624188,0.04624188,"UP"
"ENSG00000264868","BD",0.38392,0.0132,0.0132,"UP"
"ENSG00000264880","MDD",-0.634526652,0.045961477,0.045961477,"DOWN"
"ENSG00000264898","MDD",0.65873171,0.029899052,0.029899052,"UP"
"ENSG00000264916","MDD",0.64579002,0.019193043,0.019193043,"UP"
"ENSG00000264919","MDD",-0.461015816,0.040822403,0.040822403,"DOWN"
"ENSG00000264920","MDD",0.3146690325,0.018272915,0.018272915,"UP"
"ENSG00000264940","MDD",-0.031041042,0.000890781,0.000890781,"DOWN"
"ENSG00000264940","OCD",-1.998280738,2.18e-06,2.18e-06,"DOWN"
"ENSG00000264961","BD",0.1401025,0.04908106,0.04908106,"UP"
"ENSG00000264961","MDD",0.24523912,0.00444363,0.00444363,"UP"
"ENSG00000264961","SZ",0.231860469,0.006553473,0.006553473,"UP"
"ENSG00000264968","MDD",1.048848141,0.003624009,0.003624009,"UP"
"ENSG00000265010","MDD",-0.630794461,0.034189881,0.034189881,"DOWN"
"ENSG00000265032","MDD",-0.959747647,0.02119268,0.02119268,"DOWN"
"ENSG00000265043","MDD",-0.824960199,0.031872698,0.031872698,"DOWN"
"ENSG00000265078","MDD",0.864870512,0.012272672,0.012272672,"UP"
"ENSG00000265100","MDD",-0.904329514,0.010169314,0.010169314,"DOWN"
"ENSG00000265112","OCD",-2.36691,0.003489,0.003489,"DOWN"
"ENSG00000265113","MDD",-0.94790288,0.005688809,0.005688809,"DOWN"
"ENSG00000265115","ASD",-0.5443849,0.00034923,0.00034923,"DOWN"
"ENSG00000265135","MDD",0.864647843,0.031359024,0.031359024,"UP"
"ENSG00000265145","MDD",-1.479540145,0.000359319,0.000359319,"DOWN"
"ENSG00000265148","MDD",0.243832206,0.015909452,0.015909452,"UP"
"ENSG00000265150","MDD",0.343507904,0.009954582,0.009954582,"UP"
"ENSG00000265164","MDD",-0.833915309,0.002587002,0.002587002,"DOWN"
"ENSG00000265168","MDD",0.669077806,0.021977069,0.021977069,"UP"
"ENSG00000265179","MDD",0.508208846,0.018999685,0.018999685,"UP"
"ENSG00000265185","BD",0.13358315,0.02267393,0.02267393,"UP"
"ENSG00000265185","MDD",0.17808249,0.015443,0.015443,"UP"
"ENSG00000265203","ADHD",-0.0730052,0.00961439,0.00961439,"DOWN"
"ENSG00000265218","BD",0.13098151,0.03979176,0.03979176,"UP"
"ENSG00000265241","ADHD",-0.0750131,0.0396987,0.0396987,"DOWN"
"ENSG00000265242","BD",-0.29387,0.0439,0.0439,"DOWN"
"ENSG00000265262","MDD",-0.889652883,0.032419099,0.032419099,"DOWN"
"ENSG00000265263","MDD",0.540857897333333,0.00460106,0.00460106,"UP"
"ENSG00000265281","MDD",-0.505521596,0.045880049,0.045880049,"DOWN"
"ENSG00000265291","OCD",-0.777602735,0.00355992,0.00355992,"DOWN"
"ENSG00000265313","MDD",0.822595281,0.030650643,0.030650643,"UP"
"ENSG00000265337","ASD",-0.4648415,0.00206833,0.00206833,"DOWN"
"ENSG00000265355","BD",0.20153555,0.00426378,0.00426378,"UP"
"ENSG00000265356","MDD",-0.441205636,0.027463894,0.027463894,"DOWN"
"ENSG00000265401","MDD",0.538404559,0.001612048,0.001612048,"UP"
"ENSG00000265413","BD",0.30558,0.0396,0.0396,"UP"
"ENSG00000265429","MDD",0.832170889,0.026412365,0.026412365,"UP"
"ENSG00000265452","MDD",-0.5381688885,0.008985252,0.008985252,"DOWN"
"ENSG00000265462","MDD",0.1766894,0.03695616,0.03695616,"UP"
"ENSG00000265466","MDD",0.69527054,0.037081176,0.037081176,"UP"
"ENSG00000265491","OCD",-0.255,0.001061423,0.001061423,"DOWN"
"ENSG00000265520","MDD",0.776651954,0.004972889,0.004972889,"UP"
"ENSG00000265531","OCD",1.919941646,0.00264554,0.00264554,"UP"
"ENSG00000265533","MDD",-0.764972017,0.009579478,0.009579478,"DOWN"
"ENSG00000265535","OCD",2.26987187,1.34e-05,1.34e-05,"UP"
"ENSG00000265544","MDD",0.16008942,0.02080439,0.02080439,"UP"
"ENSG00000265625","MDD",-0.536792528,0.031312143,0.031312143,"DOWN"
"ENSG00000265629","ASD",-0.2059422,0.00047199,0.00047199,"DOWN"
"ENSG00000265650","MDD",0.798818402,0.029070765,0.029070765,"UP"
"ENSG00000265657","MDD",-0.7719889365,0.017164804,0.017164804,"DOWN"
"ENSG00000265666","BD",-0.2511795,0.0003825,0.0003825,"DOWN"
"ENSG00000265676","MDD",1.030136754,0.012280435,0.012280435,"UP"
"ENSG00000265681","ASD",-0.8,0.0022,0.0022,"DOWN"
"ENSG00000265681","MDD",0.427956518,0.002815367,0.002815367,"UP"
"ENSG00000265681","OCD",0.482522738,5.97e-06,5.97e-06,"UP"
"ENSG00000265688","MDD",-0.629791276,0.018874099,0.018874099,"DOWN"
"ENSG00000265689","ASD",-0.6449884,3.37e-07,3.37e-07,"DOWN"
"ENSG00000265697","ASD",-0.3277393,0.00255917,0.00255917,"DOWN"
"ENSG00000265702","MDD",0.639238208,0.00744085,0.00744085,"UP"
"ENSG00000265706","MDD",1.0490259685,0.001229745,0.001229745,"UP"
"ENSG00000265713","MDD",0.13646832,0.01856271,0.01856271,"UP"
"ENSG00000265728","MDD",0.364767750333333,0.003654715,0.003654715,"UP"
"ENSG00000265733","BD",0.14776737,0.03870488,0.03870488,"UP"
"ENSG00000265735","MDD",0.656180375,0.001921688,0.001921688,"UP"
"ENSG00000265735","OCD",-3.712307174,0.000209,0.000209,"DOWN"
"ENSG00000265749","MDD",0.664978859,0.03584515,0.03584515,"UP"
"ENSG00000265750","BD",0.49763,0.00265,0.00265,"UP"
