"GENEID","avg_effect","consistency","n_disorders"
"ENSG00000101190",0.3560644945,0.0338499165003558,2
"ENSG00000101194",0.591978611,NA,1
"ENSG00000101198",-0.32178,NA,1
"ENSG00000101199",0.165480536,NA,1
"ENSG00000101203",-0.27862701125,1.05229701870685,2
"ENSG00000101204",0.3416526925,NA,1
"ENSG00000101210",-0.233700116666667,0.269058373353573,2
"ENSG00000101216",-0.235677612333333,NA,1
"ENSG00000101220",-0.2922307795,0.233077997390213,2
"ENSG00000101222",-0.32807,NA,1
"ENSG00000101224",-0.223621392,NA,1
"ENSG00000101230",-0.41702,NA,1
"ENSG00000101246",0.155930382,NA,1
"ENSG00000101247",-0.1172775,NA,1
"ENSG00000101255",0.698,NA,1
"ENSG00000101265",-0.341791508,NA,1
"ENSG00000101276",-0.0650499678,0.653168630379961,2
"ENSG00000101282",-0.195762416,NA,1
"ENSG00000101294",-0.211458803,NA,1
"ENSG00000101298",0.361941438,NA,1
"ENSG00000101306",0.422538212333333,0.511248204587592,2
"ENSG00000101327",0.75601971,NA,1
"ENSG00000101331",0.456311103,NA,1
"ENSG00000101333",-0.130700016,NA,1
"ENSG00000101335",-0.266875524,0.52956628911914,4
"ENSG00000101336",1.12212597275,0.722002012755853,2
"ENSG00000101343",0.2188943655,0.553106892630435,2
"ENSG00000101347",0.867465928,NA,1
"ENSG00000101350",0.197853535,0.0737462380328139,2
"ENSG00000101353",0.2411804175,NA,1
"ENSG00000101361",-0.32,NA,1
"ENSG00000101363",-0.211242731,NA,1
"ENSG00000101365",0.193894789,NA,1
"ENSG00000101384",-0.4327205,NA,1
"ENSG00000101391",-0.063603032,0.189726524436494,2
"ENSG00000101400",-0.1429316,NA,1
"ENSG00000101407",0.133609287,NA,1
"ENSG00000101417",0.144701821,NA,1
"ENSG00000101421",0.177385952,NA,1
"ENSG00000101438",-0.1818735505,0.65003824277954,2
"ENSG00000101440",0.06095305,NA,1
"ENSG00000101442",0.0882279933333333,0.161821297040859,3
"ENSG00000101443",-0.220294616,0.521706869195866,2
"ENSG00000101444",0.1095885276,NA,1
"ENSG00000101445",-0.188360048,0.406209932703534,2
"ENSG00000101460",0.30302100975,0.0325566242079732,2
"ENSG00000101463",-0.1242326955,0.00476732028272073,2
"ENSG00000101464",-0.1287647,NA,1
"ENSG00000101470",0.3784058145,NA,1
"ENSG00000101473",0.285822932,NA,1
"ENSG00000101474",0.0629774253333333,NA,1
"ENSG00000101489",0.4,NA,1
"ENSG00000101493",0.07243705,0.335180512940949,3
"ENSG00000101574",-0.0971607935,0.243735950616674,2
"ENSG00000101577",0.116208371,NA,1
"ENSG00000101596",-0.118546866,NA,1
"ENSG00000101605",0.1288666,0.389097385741822,2
"ENSG00000101608",-0.4009548,NA,1
"ENSG00000101638",-0.0578327223333333,0.35020412839638,3
"ENSG00000101665",-0.179948011,NA,1
"ENSG00000101670",0.802688601,NA,1
"ENSG00000101680",0.4667759245,NA,1
"ENSG00000101752",-0.273787639,NA,1
"ENSG00000101773",-0.1159924,NA,1
"ENSG00000101811",0.150565098,NA,1
"ENSG00000101825",-0.47957,NA,1
"ENSG00000101843",0.165621548,NA,1
"ENSG00000101844",0.136500690333333,NA,1
"ENSG00000101846",-0.418,NA,1
"ENSG00000101849",-0.0778660165,0.398974997844876,2
"ENSG00000101871",-0.0100546235,0.40529928594249,2
"ENSG00000101882",-0.148219464,NA,1
"ENSG00000101883",0.764327349,0.625432198879348,2
"ENSG00000101888",0.552281041,NA,1
"ENSG00000101898",0.447993324,NA,1
"ENSG00000101901",-0.153791179,NA,1
"ENSG00000101916",0.8510899155,0.63925269496284,2
"ENSG00000101928",-0.34978206,NA,1
"ENSG00000101935",-0.324410184,NA,1
"ENSG00000101938",-0.0263596174999999,0.8292377234964,2
"ENSG00000101940",-0.0607860185,0.415807983069578,2
"ENSG00000101945",0.407,NA,1
"ENSG00000101951",-1.790209641,NA,1
"ENSG00000101958",0.225069548,NA,1
"ENSG00000101972",-0.238508893,NA,1
"ENSG00000101977",-0.1666924,NA,1
"ENSG00000102001",0.494649846,NA,1
"ENSG00000102007",0.2077581,0.751252490821714,3
"ENSG00000102010",-1.157163175,NA,1
"ENSG00000102024",0.269503657,NA,1
"ENSG00000102032",-0.1449516,NA,1
"ENSG00000102038",-0.283086417,0.0663458253381159,2
"ENSG00000102043",0.22480371,NA,1
"ENSG00000102078",0.0116566925,NA,1
"ENSG00000102103",0.2082875395,NA,1
"ENSG00000102109",-0.28029554525,0.821303578471535,2
"ENSG00000102119",-0.20988902,NA,1
"ENSG00000102144",0.170349521,NA,1
"ENSG00000102158",0.35609086,NA,1
"ENSG00000102172",0.27286906,NA,1
"ENSG00000102178",0.25789713,NA,1
"ENSG00000102181",-0.1297003,NA,1
"ENSG00000102218",0.220171925,0.0433146390543803,2
"ENSG00000102225",0.217895128,NA,1
"ENSG00000102241",-0.16532,NA,1
"ENSG00000102265",0.654120585833333,0.288361682359847,3
"ENSG00000102271",-0.272609734,NA,1
"ENSG00000102287",0.461236967666667,0.0899857885530611,3
"ENSG00000102290",0.29690929675,0.696506123761905,2
"ENSG00000102312",0.227602755,NA,1
"ENSG00000102316",0.293444756,0.0644248439020156,2
"ENSG00000102349",-0.813,NA,1
"ENSG00000102359",0.578633654,0.274486774873161,3
"ENSG00000102383",-0.183347012,NA,1
"ENSG00000102385",-0.5385908965,0.335747174000538,2
"ENSG00000102387",0.0613822588333333,0.334339052398787,2
"ENSG00000102390",-0.411718558,NA,1
"ENSG00000102393",-0.332500453,0.123743046068902,2
"ENSG00000102401",-0.428,NA,1
"ENSG00000102445",0.02021388,0.264770449076782,2
"ENSG00000102452",0.225417763,0.151599927835679,2
"ENSG00000102466",-0.1492958,NA,1
"ENSG00000102468",0.405173339,0.187451991042272,3
"ENSG00000102471",0.242004562,NA,1
"ENSG00000102524",0.363230120666667,0.158780453675316,3
"ENSG00000102531",-0.119141497,NA,1
"ENSG00000102547",-0.0609124836666667,0.138184215223782,3
"ENSG00000102554",-0.134086861166667,0.546607600789927,2
"ENSG00000102572",-0.127216854,NA,1
"ENSG00000102580",0.0505313786666667,NA,1
"ENSG00000102606",-0.402,NA,1
"ENSG00000102710",0.0392622406666667,NA,1
"ENSG00000102743",-0.2044357572,0.212044727412013,5
"ENSG00000102755",0.388653846,0.044259445436917,2
"ENSG00000102763",-0.0233101266666667,NA,1
"ENSG00000102780",-0.945,NA,1
"ENSG00000102781",0.06037605,NA,1
"ENSG00000102786",-0.2916159425,0.205318576151087,2
"ENSG00000102796",0.30302,0.0904813837206306,2
"ENSG00000102802",-0.1200325,NA,1
"ENSG00000102804",0.137646404333333,0.0222533505030506,3
"ENSG00000102805",0.406800759,0.14594576624881,2
"ENSG00000102854",1.49461773,NA,1
"ENSG00000102858",-0.261840425,NA,1
"ENSG00000102871",0.496941779,NA,1
"ENSG00000102878",-0.0444855506666667,0.162746173182462,3
"ENSG00000102879",0.317463689,NA,1
"ENSG00000102882",0.2102354575,0.0972900123861926,2
"ENSG00000102886",0.626246646,NA,1
"ENSG00000102893",0.253087338,0.207765879084734,2
"ENSG00000102897",-0.0157187895,0.250939766412999,2
"ENSG00000102898",0.15651248,NA,1
"ENSG00000102900",-0.1323347,NA,1
"ENSG00000102901",0.196542494,NA,1
"ENSG00000102908",-0.096750057,0.0587518860026884,2
"ENSG00000102910",0.132595687,NA,1
"ENSG00000102924",-0.34871,NA,1
"ENSG00000102934",0.0340787462380952,0.664816901689375,3
"ENSG00000102935",-0.277942386,NA,1
"ENSG00000102967",0.2216433025,0.225779311905484,2
"ENSG00000102974",-0.203,NA,1
"ENSG00000102977",-0.3025160625,NA,1
"ENSG00000102978",0.1472314535,NA,1
"ENSG00000102981",-0.114349022333333,0.0474783703959554,2
"ENSG00000103005",-0.282722265,NA,1
"ENSG00000103024",0.346501749,NA,1
"ENSG00000103034",-0.1163654,NA,1
"ENSG00000103035",-0.1251723,NA,1
"ENSG00000103037",-0.157210772,NA,1
"ENSG00000103044",-0.460125399,NA,1
"ENSG00000103056",-0.3216562055,0.285982998438606,2
"ENSG00000103061",0.11495025,NA,1
"ENSG00000103064",-0.154058729,NA,1
"ENSG00000103066",0.227923129,0.114777472313037,2
"ENSG00000103089",-0.093013849,0.838648227930871,2
"ENSG00000103111",0.0465141955,0.316056655721762,2
"ENSG00000103126",-0.103022833666667,NA,1
"ENSG00000103145",0.247485150666667,NA,1
"ENSG00000103148",0.433,NA,1
"ENSG00000103152",0.345834132,NA,1
"ENSG00000103154",-0.10946681275,0.604406130899839,2
"ENSG00000103160",0.126518853,0.0909744252375214,2
"ENSG00000103168",-0.1097239,NA,1
"ENSG00000103174",-0.198187766,NA,1
"ENSG00000103175",-0.3996952,NA,1
"ENSG00000103184",0.044372883,0.444356766700426,2
"ENSG00000103194",-0.11462438,NA,1
"ENSG00000103196",-0.1511369,0.534431446642149,2
"ENSG00000103197",-0.0451985,NA,1
"ENSG00000103202",0.0095315285,0.329317118284808,2
"ENSG00000103222",-0.238240594,NA,1
"ENSG00000103226",-0.665202385,NA,1
"ENSG00000103227",-0.054331887,0.487855614142373,2
"ENSG00000103241",-0.719594709,0.0612277977695961,2
"ENSG00000103245",0.252423505,NA,1
"ENSG00000103249",-0.0941816,NA,1
"ENSG00000103253",-0.225828745,0.780482205352239,2
"ENSG00000103254",0.45505176425,NA,1
"ENSG00000103257",-0.07882955,0.593318521561905,2
"ENSG00000103260",-0.236632639,NA,1
"ENSG00000103266",0.19932303525,NA,1
"ENSG00000103269",0.037939043,0.421349435371061,2
"ENSG00000103274",-0.02668099575,0.104162208890723,2
"ENSG00000103313",-0.360441823,NA,1
"ENSG00000103316",-0.34013,NA,1
"ENSG00000103319",0.18728053,NA,1
"ENSG00000103326",0.314109405,NA,1
"ENSG00000103335",-0.0783475,NA,1
"ENSG00000103342",0.101124824,0.0418293881305557,2
"ENSG00000103343",0.217408936,NA,1
"ENSG00000103351",0.11078999,NA,1
"ENSG00000103353",-0.13650974,NA,1
"ENSG00000103356",0.08538706,NA,1
"ENSG00000103363",0.291536943,NA,1
"ENSG00000103365",-0.00225965,0.2393551504569,2
"ENSG00000103381",0.225973653333333,NA,1
"ENSG00000103404",0.25621,NA,1
"ENSG00000103415",-0.0999881,NA,1
"ENSG00000103423",0.144165483,NA,1
"ENSG00000103429",0.115288901,0.105537060293461,2
"ENSG00000103449",-0.1093616,NA,1
"ENSG00000103460",0.0942462916666667,0.248199880135264,2
"ENSG00000103479",0.07023901,NA,1
"ENSG00000103485",0.418508499,NA,1
"ENSG00000103489",-0.053526,NA,1
"ENSG00000103490",0.765085744333333,0.975867609592517,3
"ENSG00000103494",-0.1949216,0.112696416043812,2
"ENSG00000103495",-0.0645864011666667,0.0250578827763481,2
"ENSG00000103496",-0.29,NA,1
"ENSG00000103502",0.003064278,NA,1
"ENSG00000103507",0.1974802215,0.0573036202990537,2
"ENSG00000103510",-0.0468944373333333,NA,1
"ENSG00000103512",0.1489262675,NA,1
"ENSG00000103528",0.342032265714286,0.127694199360101,2
"ENSG00000103546",0.06981728,NA,1
"ENSG00000103550",0.21807846925,NA,1
"ENSG00000103642",0.124896525,0.0640627359335835,2
"ENSG00000103653",0.1429715755,0.266046911874219,2
"ENSG00000103707",-0.181881,0.0662262069123697,2
"ENSG00000103710",0.73558077275,0.297577724961016,2
"ENSG00000103723",-0.215337704,NA,1
"ENSG00000103742",0.29457721,NA,1
"ENSG00000103811",0.125261394,0.466490787213901,2
"ENSG00000103852",0.1329760675,0.00527392410767471,2
"ENSG00000103855",-0.313170778,NA,1
"ENSG00000103876",0.31861876,0.246343126488404,3
"ENSG00000103888",0.125335006,1.04785461787917,2
"ENSG00000103932",0.262696727,NA,1
"ENSG00000103966",0.111825205,0.248502220138718,2
"ENSG00000103995",0.2746397595,0.000693304763924551,2
"ENSG00000104043",0.732305914,NA,1
"ENSG00000104044",-0.455404184,NA,1
"ENSG00000104047",0.10429266,NA,1
"ENSG00000104059",0.1424931895,0.0317969648972555,2
"ENSG00000104067",0.188352077,NA,1
"ENSG00000104081",0.1248033055,0.429958674685362,2
"ENSG00000104093",-0.0706254825,0.258482201504699,2
"ENSG00000104133",0.140367482,NA,1
"ENSG00000104140",0.392490412,NA,1
"ENSG00000104142",-0.0675866,NA,1
"ENSG00000104154",-0.1634861495,0.58479689560622,2
"ENSG00000104205",-0.414394521,NA,1
"ENSG00000104213",0.0758418645,NA,1
"ENSG00000104219",0.0618540726666667,NA,1
"ENSG00000104228",0.0978782185,0.0453889134624673,2
"ENSG00000104290",-0.137527682,NA,1
"ENSG00000104321",0.775220235,NA,1
"ENSG00000104327",-0.365366544833333,0.432926862489372,3
"ENSG00000104331",-0.131514329,0.0226099217619894,2
"ENSG00000104341",0.211024046,NA,1
"ENSG00000104343",0.142323365,NA,1
"ENSG00000104356",-0.215807015,NA,1
"ENSG00000104361",-0.2732941725,0.00408420987726054,2
"ENSG00000104365",-0.1789571,NA,1
"ENSG00000104369",0.27161,NA,1
"ENSG00000104375",0.154506998642857,0.0327407518338442,2
"ENSG00000104408",0.189266116,NA,1
"ENSG00000104412",0.1006111852,NA,1
"ENSG00000104413",-0.708974074,NA,1
"ENSG00000104427",-0.03457002,0.156514663618821,2
"ENSG00000104432",0.61769943,NA,1
"ENSG00000104435",-1.06482101,NA,1
"ENSG00000104442",0.09966578,0.0455157422560612,2
"ENSG00000104447",-0.0107807625,0.301718676975487,2
"ENSG00000104450",0.073475987,0.229030312406628,2
"ENSG00000104490",-0.830255171,0.780155254732968,2
"ENSG00000104497",-0.121138802,NA,1
"ENSG00000104517",-0.146125061,NA,1
"ENSG00000104518",0.110695245,0.269931430553832,2
"ENSG00000104522",0.20141982675,0.133190176159764,2
"ENSG00000104524",0.216944794,0.167032345244672,2
"ENSG00000104529",-0.124624948,0.407276043254383,2
"ENSG00000104549",0.2375402835,NA,1
"ENSG00000104626",-0.269754087,NA,1
"ENSG00000104635",0.251121289666667,0.0516886153830704,3
"ENSG00000104643",0.0580531143333333,NA,1
"ENSG00000104660",-0.138121355,NA,1
"ENSG00000104671",0.197039279666667,NA,1
"ENSG00000104679",-0.15,NA,1
"ENSG00000104687",-0.17612285,0.156809343298813,2
"ENSG00000104691",-0.10072775,0.0106865754947504,2
"ENSG00000104714",-0.157395254,NA,1
"ENSG00000104722",-0.347528383,NA,1
"ENSG00000104723",0.3468199,NA,1
"ENSG00000104725",-0.1826083,NA,1
"ENSG00000104728",0.301607582,NA,1
"ENSG00000104760",1.012588413,NA,1
"ENSG00000104763",0.0742115596666667,NA,1
"ENSG00000104765",0.223090266,NA,1
"ENSG00000104774",-0.148069262,NA,1
"ENSG00000104804",0.909073404,NA,1
"ENSG00000104805",0.2437707555,0.0837628008610121,2
"ENSG00000104808",0.718645058,NA,1
"ENSG00000104812",0.204005345,0.241363319961031,3
"ENSG00000104823",0.266932479,0.197898015153248,3
"ENSG00000104824",0.030155456,0.118036989915361,2
"ENSG00000104825",0.289732176,NA,1
"ENSG00000104833",0.12962999,NA,1
"ENSG00000104835",-0.1718664,NA,1
"ENSG00000104852",-0.0617691,NA,1
"ENSG00000104856",-0.30172995,0.327598116951006,2
"ENSG00000104859",-0.0971481,NA,1
"ENSG00000104863",0.171853036,NA,1
"ENSG00000104866",-0.0538559995,0.580753588320718,2
"ENSG00000104872",0.097965924,0.251605031564623,2
"ENSG00000104884",0.265411376,NA,1
"ENSG00000104885",-0.207645614,0.173250656420562,2
"ENSG00000104886",0.348956577,NA,1
"ENSG00000104888",0.450072554,0.240518912454231,2
"ENSG00000104889",0.420814733,0.210979827897651,2
"ENSG00000104892",0.49276,NA,1
"ENSG00000104894",0.754603003,NA,1
"ENSG00000104897",-0.1860346385,0.174491097784352,2
"ENSG00000104899",-1.001220523,NA,1
"ENSG00000104903",0.611953566,NA,1
"ENSG00000104904",0.070017474,NA,1
"ENSG00000104907",0.241497543,NA,1
"ENSG00000104915",0.290743991,NA,1
"ENSG00000104936",-0.224252178666667,0.107558540307835,3
"ENSG00000104946",0.07522661,NA,1
"ENSG00000104951",0.46178679,0.208733382180734,2
"ENSG00000104957",-0.0906137555,0.420852200003851,2
"ENSG00000104960",0.200333051,NA,1
"ENSG00000104964",-0.24612441975,0.280016501776078,2
"ENSG00000104967",-0.189696552666667,NA,1
"ENSG00000104969",0.138127385166667,0.186131688034962,3
"ENSG00000104972",0.279296454666667,0.437089929049448,3
"ENSG00000104976",-0.095533419,0.0274282746482152,2
"ENSG00000104979",0.211045903,NA,1
"ENSG00000104983",-0.362907888,NA,1
"ENSG00000104998",0.225450236333333,0.133494500186995,2
"ENSG00000105053",-0.0402198,NA,1
"ENSG00000105058",0.264821219,NA,1
"ENSG00000105063",0.406428947,NA,1
"ENSG00000105085",-0.0126864588333334,0.422406440979293,2
"ENSG00000105088",-0.074143863,NA,1
"ENSG00000105122",0.29285569175,0.662742520957902,2
"ENSG00000105127",0.075696378,0.184777860255777,2
"ENSG00000105135",0.32,NA,1
"ENSG00000105136",0.18533197,0.154421910389222,2
"ENSG00000105137",-0.0686809,NA,1
"ENSG00000105146",0.5240407965,0.201102294990557,2
"ENSG00000105171",0.215272557,NA,1
"ENSG00000105173",0.29614844,NA,1
"ENSG00000105185",0.08740817,NA,1
"ENSG00000105186",0.4,NA,1
"ENSG00000105193",0.276525902,NA,1
"ENSG00000105219",-0.874120999,NA,1
"ENSG00000105220",0.201235644,NA,1
"ENSG00000105223",0.29622904,NA,1
"ENSG00000105227",-0.5091735,NA,1
"ENSG00000105229",0.048993824,0.146999896996572,2
"ENSG00000105246",1.1053694445,0.34168515410724,2
"ENSG00000105248",-0.1141467,NA,1
"ENSG00000105251",-0.531881171428571,NA,1
"ENSG00000105254",0.304434253,0.102623463571135,2
"ENSG00000105255",0.2923486225,0.00151515659092138,2
"ENSG00000105258",0.196801628,NA,1
"ENSG00000105270",-0.486050834,NA,1
"ENSG00000105287",-0.0731418665,NA,1
"ENSG00000105289",0.79869683,NA,1
"ENSG00000105298",0.086166182,0.200543801548679,2
"ENSG00000105321",0.10787893,0.464033267294372,2
"ENSG00000105323",0.00770973700000001,0.356792311589275,2
"ENSG00000105325",0.145038346,0.0352773395245083,2
"ENSG00000105327",0.421988349,NA,1
"ENSG00000105339",0.640010057666667,0.482075125624434,3
"ENSG00000105355",0.39,NA,1
"ENSG00000105357",-0.3275798,NA,1
"ENSG00000105364",0.2416392225,NA,1
"ENSG00000105372",0.0219130716666667,0.363519725602564,3
"ENSG00000105373",0.256863465,NA,1
"ENSG00000105374",-0.131744437333333,0.0123292439488146,3
"ENSG00000105376",-0.006171099,0.480470670881559,3
"ENSG00000105379",0.160102638,NA,1
"ENSG00000105383",1.111834699,NA,1
"ENSG00000105393",0.076477839,0.231255257834757,2
"ENSG00000105397",-0.0496809,NA,1
"ENSG00000105401",0.191859809,NA,1
"ENSG00000105402",0.229898939,NA,1
"ENSG00000105404",0.2072498475,0.103746491268122,2
"ENSG00000105419",0.519946908,NA,1
"ENSG00000105426",0.25,NA,1
"ENSG00000105438",0.275,NA,1
"ENSG00000105472",0.494051590666667,NA,1
"ENSG00000105483",0.446637257,NA,1
"ENSG00000105486",-0.025653262,NA,1
"ENSG00000105497",-0.607641961,0.597304466931105,2
"ENSG00000105499",0.358902194,NA,1
"ENSG00000105507",0.17868274,NA,1
"ENSG00000105514",0.25386,NA,1
"ENSG00000105516",-0.040818769,0.445525383692917,2
"ENSG00000105518",0.009887781,0.35371209222503,2
"ENSG00000105519",0.414226298,NA,1
"ENSG00000105520",0.08570438,NA,1
"ENSG00000105538",-0.623664356,0.129630130043708,2
"ENSG00000105549",1.139052773,NA,1
"ENSG00000105552",-0.143865885,0.399746293658338,2
"ENSG00000105556",-0.49,NA,1
"ENSG00000105559",0.193351463,0.73829736066166,3
"ENSG00000105568",0.166665009,NA,1
"ENSG00000105576",-0.00970965666666666,0.131970826966299,2
"ENSG00000105583",0.3705351775,NA,1
"ENSG00000105605",-0.2390643375,0.149621726611739,2
"ENSG00000105607",-0.319058762,NA,1
"ENSG00000105612",0.1253243255,0.0766593475585682,2
"ENSG00000105613",0.228377335,NA,1
"ENSG00000105617",0.162824809,NA,1
"ENSG00000105618",0.074849956,0.178067244368262,2
"ENSG00000105619",0.38238086,NA,1
"ENSG00000105639",0.3882530945,0.154457758753219,4
"ENSG00000105640",0.259917108,NA,1
"ENSG00000105641",-0.64546345,NA,1
"ENSG00000105642",-0.024316589,0.923628994059526,2
"ENSG00000105643",-0.4552462,NA,1
"ENSG00000105647",-0.0648506,NA,1
"ENSG00000105649",-0.304035679,NA,1
"ENSG00000105650",-0.204203271375,NA,1
"ENSG00000105655",0.28943729,NA,1
"ENSG00000105662",-0.123242007666667,0.0924453129370021,2
"ENSG00000105664",-0.0594996,NA,1
"ENSG00000105669",0.278840796333333,NA,1
"ENSG00000105671",0.285973863,NA,1
"ENSG00000105676",-0.21605234,NA,1
"ENSG00000105677",-0.1200167,NA,1
"ENSG00000105695",0.242677202166667,1.01401474465213,2
"ENSG00000105697",1.72790657344444,1.28921679181951,3
"ENSG00000105698",-0.0982834945,NA,1
"ENSG00000105699",0.0686717165,0.565500469149803,2
"ENSG00000105700",0.215673262333333,0.0994570262056548,2
"ENSG00000105701",-0.0471559245,0.431087975126605,2
"ENSG00000105705",0.182925489,NA,1
"ENSG00000105707",0.8779500135,NA,1
"ENSG00000105711",-0.4143086,NA,1
"ENSG00000105723",0.283403284,NA,1
"ENSG00000105732",0.210323882,NA,1
"ENSG00000105738",-0.19810887,0.148697866853381,2
"ENSG00000105750",0.2178743,NA,1
"ENSG00000105755",0.2183415225,0.171475660714971,2
"ENSG00000105792",0.1196620615,0.49965811091096,2
"ENSG00000105808",-0.136561643,NA,1
"ENSG00000105810",-0.277891186,NA,1
"ENSG00000105819",0.150947454,NA,1
"ENSG00000105821",-0.0515356,NA,1
"ENSG00000105825",-0.1334879,NA,1
"ENSG00000105829",0.215362188,NA,1
"ENSG00000105849",-0.0929889,NA,1
"ENSG00000105851",0.476220623666667,0.5648884075683,3
"ENSG00000105852",0.112860981,1.0173520034596,2
"ENSG00000105855",-0.334453192,NA,1
"ENSG00000105856",0.006609493,NA,1
"ENSG00000105865",0.2554218035,NA,1
"ENSG00000105866",-0.133421747,NA,1
"ENSG00000105879",-0.67,NA,1
"ENSG00000105880",-0.583629649,0.522466798267821,2
"ENSG00000105894",-0.334882255,0.0360592567889308,2
"ENSG00000105928",-0.293055277,0.165384813314565,2
"ENSG00000105939",0.20094105775,0.400225529063134,4
"ENSG00000105953",0.158924722,NA,1
"ENSG00000105963",0.1988173345,0.394791906862441,2
"ENSG00000105967",0.04941515,NA,1
"ENSG00000105968",0.1011961495,0.133134769673587,4
"ENSG00000105971",0.394622987666667,0.274631090835966,3
"ENSG00000105974",-0.1851258,NA,1
"ENSG00000105976",0.401816045,NA,1
"ENSG00000105983",-0.116044911,0.359146731097466,2
"ENSG00000105993",0.11318575,0.312844192540192,2
"ENSG00000106003",0.173924495333333,0.519878506129367,3
"ENSG00000106009",-0.0536707,NA,1
"ENSG00000106012",-0.1279772675,0.0835470243983058,2
"ENSG00000106013",0.246709207,NA,1
"ENSG00000106018",-0.964288305,NA,1
"ENSG00000106025",-0.6963869275,0.389176233097671,2
"ENSG00000106028",0.195238749,NA,1
"ENSG00000106031",-0.0646008,NA,1
"ENSG00000106034",-0.3091806,NA,1
"ENSG00000106049",0.216867433,NA,1
"ENSG00000106052",0.114945361,NA,1
"ENSG00000106066",0.0935206898333333,0.936668884797377,2
"ENSG00000106069",0.0690932424444444,0.456356313601258,3
"ENSG00000106077",0.289701285,NA,1
"ENSG00000106080",0.0293016306666667,0.21703831974705,3
"ENSG00000106086",0.0440062975,0.23268579354296,2
"ENSG00000106089",0.661851497,NA,1
"ENSG00000106100",0.1284167006,0.450906046595452,5
"ENSG00000106113",-1.082396821,NA,1
"ENSG00000106123",-0.144281955619048,0.202351225959649,4
"ENSG00000106125",0.121428615666667,0.540978732251397,3
"ENSG00000106128",-0.50187082,NA,1
"ENSG00000106144",-0.227585712,NA,1
"ENSG00000106153",0.1967335135,NA,1
"ENSG00000106211",0.299977076666667,0.786138696036798,3
"ENSG00000106236",-0.7809570535,0.426629972341353,2
"ENSG00000106244",-0.129799087666667,NA,1
"ENSG00000106245",-0.088267,NA,1
"ENSG00000106261",0.206177275,0.231680319519918,2
"ENSG00000106263",-0.0687928,NA,1
"ENSG00000106266",-0.067881521,NA,1
"ENSG00000106268",-0.475383972,NA,1
"ENSG00000106278",0.0323435381428571,0.378856777039142,2
"ENSG00000106290",-0.059449258,NA,1
"ENSG00000106327",0.270620478833333,0.147867344863667,3
"ENSG00000106330",0.37765677175,0.0362841545755609,2
"ENSG00000106333",-0.450646473,NA,1
"ENSG00000106336",1.69583992,NA,1
"ENSG00000106341",-0.198361151,NA,1
"ENSG00000106344",-0.122460109,NA,1
"ENSG00000106346",0.0699172265,0.353670449999579,2
"ENSG00000106348",0.270425902,NA,1
"ENSG00000106366",-0.00905164666666668,0.758560982289771,3
"ENSG00000106367",-0.0412329135,0.746262234417445,2
"ENSG00000106397",0.20619104,0.235811662811721,3
"ENSG00000106410",-0.0691387,NA,1
"ENSG00000106415",-0.0614262174,NA,1
"ENSG00000106443",-0.313,NA,1
"ENSG00000106459",-0.184867109,NA,1
"ENSG00000106460",0.0484910973333333,NA,1
"ENSG00000106479",0.06455485,NA,1
"ENSG00000106511",0.743446977,NA,1
"ENSG00000106526",0.281568715,0.00231749297786421,2
"ENSG00000106536",0.0965175776666667,NA,1
"ENSG00000106537",0.208383982,NA,1
"ENSG00000106538",-0.4117276,NA,1
"ENSG00000106546",0.16905255,NA,1
"ENSG00000106554",-0.05437,NA,1
"ENSG00000106560",0.42756246475,0.428483136871512,4
"ENSG00000106565",0.529303076,0.212323154803155,3
"ENSG00000106571",-0.505740823,NA,1
"ENSG00000106605",0.1191575,0.344845370582961,2
"ENSG00000106609",0.131506094,NA,1
"ENSG00000106615",-0.0745131,NA,1
"ENSG00000106617",-0.257470257666667,0.232439878352792,3
"ENSG00000106624",-0.4538923,NA,1
"ENSG00000106628",0.273812034,NA,1
"ENSG00000106631",0.868369878,NA,1
"ENSG00000106633",0.886,NA,1
"ENSG00000106635",0.0204764156666667,0.164397103980314,3
"ENSG00000106636",0.0649372,0.174037080783608,2
"ENSG00000106638",0.155421548,NA,1
"ENSG00000106648",0.981417789,NA,1
"ENSG00000106665",-0.324454232,NA,1
"ENSG00000106682",0.210988179,NA,1
"ENSG00000106683",0.333651794,NA,1
"ENSG00000106688",0.171105202,NA,1
"ENSG00000106689",0.256698825714286,NA,1
"ENSG00000106692",0.0697157866666667,0.0481733229543823,2
"ENSG00000106701",-0.002546494,0.224157949290241,2
"ENSG00000106714",0.11097795,NA,1
"ENSG00000106733",0.373124507666667,NA,1
"ENSG00000106771",0.1454470115,0.041136943208477,2
"ENSG00000106772",-0.000517742999999987,0.506970469719517,2
"ENSG00000106780",-0.146859556666667,NA,1
"ENSG00000106785",0.22450829,NA,1
"ENSG00000106789",-0.1592666,NA,1
"ENSG00000106799",0.3568681015,0.0965315328831393,2
"ENSG00000106803",0.233487045,NA,1
"ENSG00000106804",0.136534276,NA,1
"ENSG00000106809",-0.6655103965,0.178986116195385,2
"ENSG00000106819",-0.1966457925,0.491447991655339,2
"ENSG00000106823",0.123005183166667,0.68857711846053,2
"ENSG00000106829",0.0643154726666667,0.335562014328055,3
"ENSG00000106853",0.38,NA,1
"ENSG00000106868",-0.152106354,NA,1
"ENSG00000106948",0.12186216,NA,1
"ENSG00000106952",0.14239348,NA,1
"ENSG00000106991",-0.0848426908333333,0.824014455340019,2
"ENSG00000106992",0.54,NA,1
"ENSG00000107020",-0.100352,NA,1
