"GENEID","avg_effect","consistency","n_disorders"
"ENSG00000005889",-0.184663563,NA,1
"ENSG00000005893",0.333966938,NA,1
"ENSG00000005961",0.556042501,0.0733715902327243,2
"ENSG00000005981",0.733930876333333,NA,1
"ENSG00000006007",0.13507781,NA,1
"ENSG00000006015",0.0585109865,0.294879065012093,2
"ENSG00000006016",0.906429798,1.96831629257536,2
"ENSG00000006025",0.233847328,NA,1
"ENSG00000006042",0.0588510025,0.874831427103515,2
"ENSG00000006047",0.677781327,NA,1
"ENSG00000006062",-0.1004119775,0.299579813312686,2
"ENSG00000006071",0.12593285,NA,1
"ENSG00000006114",0.143146455,NA,1
"ENSG00000006116",-0.110541965,0.566451879202569,2
"ENSG00000006118",0.222252887,NA,1
"ENSG00000006128",-0.228416769666667,0.0893079459081226,3
"ENSG00000006194",0.11069975,NA,1
"ENSG00000006210",-0.314028246,NA,1
"ENSG00000006282",0.2556257135,NA,1
"ENSG00000006283",-0.224009302,0.06773577948104,2
"ENSG00000006327",0.0930927215,0.889798747855609,2
"ENSG00000006377",-0.47321547925,0.0280377918547632,2
"ENSG00000006432",-0.266018509,0.842897458853191,2
"ENSG00000006451",-0.178618333,NA,1
"ENSG00000006453",0.651193572,NA,1
"ENSG00000006468",-0.43197818825,0.13225469015171,2
"ENSG00000006576",0.2263863,NA,1
"ENSG00000006607",-0.203858686,NA,1
"ENSG00000006611",1.126880716,NA,1
"ENSG00000006625",0.4,NA,1
"ENSG00000006634",-0.237589507,NA,1
"ENSG00000006652",-0.190434333857143,0.066836346524408,2
"ENSG00000006704",0.190415845,0.0405158679880371,2
"ENSG00000006712",0.0280007705,0.153744064393747,2
"ENSG00000006715",-0.122662437,NA,1
"ENSG00000006740",-0.1131206,NA,1
"ENSG00000006744",0.139638055,NA,1
"ENSG00000006747",-1.471,NA,1
"ENSG00000006756",0.483,NA,1
"ENSG00000006788",1.533803356,NA,1
"ENSG00000006831",0.304792867,NA,1
"ENSG00000006837",0.196389658666667,NA,1
"ENSG00000007047",0.00818135750000001,0.370267475105613,2
"ENSG00000007062",-0.428786678,NA,1
"ENSG00000007080",-0.0162537808,0.121268328181084,2
"ENSG00000007129",1.2163025355,NA,1
"ENSG00000007168",-0.392,NA,1
"ENSG00000007171",-0.4430243,NA,1
"ENSG00000007174",0.500076124,NA,1
"ENSG00000007202",-0.0305253,NA,1
"ENSG00000007237",-0.612,NA,1
"ENSG00000007255",0.33841363,NA,1
"ENSG00000007264",-0.0874176226666667,0.434745423814756,3
"ENSG00000007384",0.0897941233333333,0.538294850417284,3
"ENSG00000007392",0.0856117,NA,1
"ENSG00000007402",-0.2694968805,0.126518574237736,3
"ENSG00000007520",0.0056425625,0.111125313164363,2
"ENSG00000007866",0.6350856665,0.646174447278363,2
"ENSG00000007908",-0.04034,NA,1
"ENSG00000007923",0.104745998,NA,1
"ENSG00000007944",-0.173504465111111,0.0815446906914496,3
"ENSG00000008018",0.175911134,NA,1
"ENSG00000008056",-0.319283141,NA,1
"ENSG00000008083",0.0837852,NA,1
"ENSG00000008086",-0.831,NA,1
"ENSG00000008128",-0.0997719,NA,1
"ENSG00000008197",-0.621528571,NA,1
"ENSG00000008226",0.407468617,NA,1
"ENSG00000008256",-0.1921286,0.152553196872173,2
"ENSG00000008277",-0.1034555,NA,1
"ENSG00000008282",0.0666355593333333,NA,1
"ENSG00000008324",0.174824636,NA,1
"ENSG00000008382",0.0682582495,0.327557386893303,2
"ENSG00000008394",0.513312976333333,0.139223698585436,3
"ENSG00000008405",-0.17578492125,0.1653566679898,2
"ENSG00000008441",-0.236042911,NA,1
"ENSG00000008513",0.186419642166667,0.318397647321978,3
"ENSG00000008517",0.1055908725,1.29314892294714,2
