"gene","degree","weighted_degree"
"ENSG00000213722",4712,6841
"ENSG00000224389",4712,6841
"ENSG00000235711",4712,6841
"ENSG00000249853",4712,6841
"ENSG00000251322",4712,6841
"ENSG00000265681",4712,6841
"ENSG00000007384",4809,6802
"ENSG00000077279",4809,6802
"ENSG00000078098",4809,6802
"ENSG00000080644",4809,6802
"ENSG00000083067",4809,6802
"ENSG00000085433",4809,6802
"ENSG00000087085",4809,6802
"ENSG00000099624",4809,6802
"ENSG00000105971",4809,6802
"ENSG00000106003",4809,6802
"ENSG00000112799",4809,6802
"ENSG00000114315",4809,6802
"ENSG00000115353",4809,6802
"ENSG00000116717",4809,6802
"ENSG00000118432",4809,6802
"ENSG00000120896",4809,6802
"ENSG00000130164",4809,6802
"ENSG00000134871",4809,6802
"ENSG00000136237",4809,6802
"ENSG00000136830",4809,6802
"ENSG00000136942",4809,6802
"ENSG00000137309",4809,6802
"ENSG00000138135",4809,6802
"ENSG00000144655",4809,6802
"ENSG00000150594",4809,6802
"ENSG00000152977",4809,6802
"ENSG00000153820",4809,6802
"ENSG00000154127",4809,6802
"ENSG00000159840",4809,6802
"ENSG00000160789",4809,6802
"ENSG00000160888",4809,6802
"ENSG00000164326",4809,6802
"ENSG00000166368",4809,6802
"ENSG00000166816",4809,6802
"ENSG00000167543",4809,6802
"ENSG00000167971",4809,6802
"ENSG00000168386",4809,6802
"ENSG00000169213",4809,6802
