"gene","degree","weighted_degree"
"ENSG00000169896",4809,6802
"ENSG00000170396",4809,6802
"ENSG00000171208",4809,6802
"ENSG00000171476",4809,6802
"ENSG00000174576",4809,6802
"ENSG00000174939",4809,6802
"ENSG00000184489",4809,6802
"ENSG00000184564",4809,6802
"ENSG00000185551",4809,6802
"ENSG00000187498",4809,6802
"ENSG00000189056",4809,6802
"ENSG00000189127",4809,6802
"ENSG00000197019",4809,6802
"ENSG00000198576",4809,6802
"ENSG00000198832",4809,6802
"ENSG00000206172",4809,6802
"ENSG00000227232",4809,6802
"ENSG00000250479",4809,6802
"ENSG00000020577",4624,6636
"ENSG00000072042",4624,6636
"ENSG00000075539",4624,6636
"ENSG00000078668",4624,6636
"ENSG00000080189",4624,6636
"ENSG00000088543",4624,6636
"ENSG00000090061",4624,6636
"ENSG00000100938",4624,6636
"ENSG00000106069",4624,6636
"ENSG00000106829",4624,6636
"ENSG00000107960",4624,6636
"ENSG00000113068",4624,6636
"ENSG00000113742",4624,6636
"ENSG00000114654",4624,6636
"ENSG00000114993",4624,6636
"ENSG00000122696",4624,6636
"ENSG00000124302",4624,6636
"ENSG00000125651",4624,6636
"ENSG00000127824",4624,6636
"ENSG00000129116",4624,6636
"ENSG00000134186",4624,6636
"ENSG00000134375",4624,6636
"ENSG00000135723",4624,6636
"ENSG00000136147",4624,6636
"ENSG00000137267",4624,6636
"ENSG00000137876",4624,6636
"ENSG00000138614",4624,6636
"ENSG00000140995",4624,6636
"ENSG00000142208",4624,6636
"ENSG00000151491",4624,6636
"ENSG00000153113",4624,6636
"ENSG00000156983",4624,6636
"ENSG00000158636",4624,6636
"ENSG00000159069",4624,6636
"ENSG00000161642",4624,6636
"ENSG00000162073",4624,6636
"ENSG00000164161",4624,6636
"ENSG00000165410",4624,6636
"ENSG00000167220",4624,6636
"ENSG00000167670",4624,6636
"ENSG00000168461",4624,6636
"ENSG00000169372",4624,6636
"ENSG00000172932",4624,6636
"ENSG00000176273",4624,6636
"ENSG00000178982",4624,6636
"ENSG00000180834",4624,6636
"ENSG00000180900",4624,6636
"ENSG00000181915",4624,6636
"ENSG00000183808",4624,6636
"ENSG00000185651",4624,6636
"ENSG00000188732",4624,6636
"ENSG00000189362",4624,6636
"ENSG00000197782",4624,6636
"ENSG00000198900",4624,6636
"ENSG00000204713",4624,6636
"ENSG00000213523",4624,6636
"ENSG00000224411",4624,6636
"ENSG00000243147",4624,6636
"ENSG00000020256",4727,6597
"ENSG00000030419",4727,6597
"ENSG00000057657",4727,6597
"ENSG00000060718",4727,6597
"ENSG00000068001",4727,6597
"ENSG00000071626",4727,6597
"ENSG00000077420",4727,6597
"ENSG00000099385",4727,6597
"ENSG00000100100",4727,6597
"ENSG00000100219",4727,6597
"ENSG00000100599",4727,6597
"ENSG00000104936",4727,6597
"ENSG00000109794",4727,6597
"ENSG00000111641",4727,6597
"ENSG00000111843",4727,6597
"ENSG00000113048",4727,6597
"ENSG00000115268",4727,6597
"ENSG00000127084",4727,6597
"ENSG00000131584",4727,6597
"ENSG00000133302",4727,6597
"ENSG00000133703",4727,6597
"ENSG00000137841",4727,6597
"ENSG00000140557",4727,6597
"ENSG00000142910",4727,6597
"ENSG00000149932",4727,6597
"ENSG00000153187",4727,6597
"ENSG00000156136",4727,6597
"ENSG00000156858",4727,6597
"ENSG00000162595",4727,6597
"ENSG00000163472",4727,6597
"ENSG00000167306",4727,6597
"ENSG00000176055",4727,6597
"ENSG00000179241",4727,6597
"ENSG00000182095",4727,6597
"ENSG00000185187",4727,6597
"ENSG00000185633",4727,6597
"ENSG00000186994",4727,6597
"ENSG00000272578",4727,6597
"ENSG00000004777",4654,6521
"ENSG00000007264",4654,6521
"ENSG00000015133",4654,6521
"ENSG00000052126",4654,6521
"ENSG00000081386",4654,6521
"ENSG00000089558",4654,6521
"ENSG00000099308",4654,6521
"ENSG00000099904",4654,6521
"ENSG00000100055",4654,6521
"ENSG00000104823",4654,6521
"ENSG00000104969",4654,6521
"ENSG00000105851",4654,6521
"ENSG00000106617",4654,6521
"ENSG00000107331",4654,6521
"ENSG00000107954",4654,6521
"ENSG00000108819",4654,6521
"ENSG00000110218",4654,6521
"ENSG00000112511",4654,6521
"ENSG00000115286",4654,6521
"ENSG00000119321",4654,6521
"ENSG00000119777",4654,6521
"ENSG00000128512",4654,6521
"ENSG00000128604",4654,6521
"ENSG00000128815",4654,6521
"ENSG00000130511",4654,6521
"ENSG00000132824",4654,6521
"ENSG00000135519",4654,6521
"ENSG00000135953",4654,6521
"ENSG00000142634",4654,6521
"ENSG00000143119",4654,6521
"ENSG00000144711",4654,6521
"ENSG00000145743",4654,6521
"ENSG00000145808",4654,6521
"ENSG00000145860",4654,6521
"ENSG00000154556",4654,6521
"ENSG00000155034",4654,6521
"ENSG00000162852",4654,6521
"ENSG00000168675",4654,6521
"ENSG00000171858",4654,6521
"ENSG00000172638",4654,6521
"ENSG00000173517",4654,6521
"ENSG00000173548",4654,6521
"ENSG00000175575",4654,6521
"ENSG00000177432",4654,6521
"ENSG00000182463",4654,6521
"ENSG00000184887",4654,6521
"ENSG00000185122",4654,6521
"ENSG00000188690",4654,6521
"ENSG00000199266",4654,6521
"ENSG00000202538",4654,6521
"ENSG00000205592",4654,6521
"ENSG00000221676",4654,6521
"ENSG00000065057",4429,6285
"ENSG00000067182",4429,6285
"ENSG00000088280",4429,6285
"ENSG00000089159",4429,6285
"ENSG00000105939",4429,6285
"ENSG00000110492",4429,6285
"ENSG00000130766",4429,6285
"ENSG00000133048",4429,6285
"ENSG00000134755",4429,6285
"ENSG00000146232",4429,6285
"ENSG00000149131",4429,6285
"ENSG00000149658",4429,6285
"ENSG00000163840",4429,6285
"ENSG00000185201",4429,6285
"ENSG00000188643",4429,6285
"ENSG00000259207",4429,6285
"ENSG00000004776",4639,6215
"ENSG00000005700",4639,6215
"ENSG00000005961",4639,6215
"ENSG00000006062",4639,6215
"ENSG00000006652",4639,6215
"ENSG00000006704",4639,6215
"ENSG00000007520",4639,6215
"ENSG00000008382",4639,6215
"ENSG00000010282",4639,6215
"ENSG00000010310",4639,6215
"ENSG00000010318",4639,6215
"ENSG00000011451",4639,6215
"ENSG00000021355",4639,6215
"ENSG00000021461",4639,6215
"ENSG00000022267",4639,6215
"ENSG00000025156",4639,6215
"ENSG00000025796",4639,6215
"ENSG00000035681",4639,6215
"ENSG00000038002",4639,6215
"ENSG00000038945",4639,6215
"ENSG00000044524",4639,6215
"ENSG00000046889",4639,6215
"ENSG00000047410",4639,6215
"ENSG00000047617",4639,6215
"ENSG00000049246",4639,6215
"ENSG00000050820",4639,6215
"ENSG00000051108",4639,6215
"ENSG00000051341",4639,6215
"ENSG00000053918",4639,6215
"ENSG00000054118",4639,6215
"ENSG00000054654",4639,6215
"ENSG00000055130",4639,6215
"ENSG00000058056",4639,6215
"ENSG00000058866",4639,6215
"ENSG00000062096",4639,6215
"ENSG00000064225",4639,6215
"ENSG00000064652",4639,6215
"ENSG00000065154",4639,6215
"ENSG00000067064",4639,6215
"ENSG00000067141",4639,6215
"ENSG00000067225",4639,6215
"ENSG00000067365",4639,6215
"ENSG00000068400",4639,6215
"ENSG00000068971",4639,6215
"ENSG00000070081",4639,6215
"ENSG00000070269",4639,6215
"ENSG00000070371",4639,6215
"ENSG00000072062",4639,6215
"ENSG00000072609",4639,6215
"ENSG00000074276",4639,6215
"ENSG00000074416",4639,6215
"ENSG00000075213",4639,6215
"ENSG00000075975",4639,6215
"ENSG00000076043",4639,6215
"ENSG00000078070",4639,6215
"ENSG00000080493",4639,6215
"ENSG00000080603",4639,6215
"ENSG00000081014",4639,6215
"ENSG00000081181",4639,6215
"ENSG00000081665",4639,6215
"ENSG00000081692",4639,6215
"ENSG00000081853",4639,6215
"ENSG00000082438",4639,6215
"ENSG00000083123",4639,6215
"ENSG00000084734",4639,6215
"ENSG00000088035",4639,6215
"ENSG00000088836",4639,6215
"ENSG00000089902",4639,6215
"ENSG00000090238",4639,6215
"ENSG00000090266",4639,6215
"ENSG00000092470",4639,6215
"ENSG00000099194",4639,6215
"ENSG00000099204",4639,6215
"ENSG00000099219",4639,6215
"ENSG00000099860",4639,6215
"ENSG00000099937",4639,6215
"ENSG00000099994",4639,6215
"ENSG00000100028",4639,6215
"ENSG00000100122",4639,6215
"ENSG00000100154",4639,6215
"ENSG00000100429",4639,6215
"ENSG00000100625",4639,6215
"ENSG00000100815",4639,6215
"ENSG00000100865",4639,6215
"ENSG00000100889",4639,6215
"ENSG00000101138",4639,6215
"ENSG00000101146",4639,6215
"ENSG00000101276",4639,6215
"ENSG00000101391",4639,6215
"ENSG00000101883",4639,6215
"ENSG00000101916",4639,6215
"ENSG00000102755",4639,6215
"ENSG00000102786",4639,6215
"ENSG00000102897",4639,6215
"ENSG00000103274",4639,6215
"ENSG00000103365",4639,6215
"ENSG00000103995",4639,6215
"ENSG00000104059",4639,6215
"ENSG00000104093",4639,6215
"ENSG00000104522",4639,6215
"ENSG00000104524",4639,6215
"ENSG00000104687",4639,6215
"ENSG00000104691",4639,6215
"ENSG00000104866",4639,6215
"ENSG00000104998",4639,6215
"ENSG00000105146",4639,6215
"ENSG00000105255",4639,6215
"ENSG00000105325",4639,6215
"ENSG00000105404",4639,6215
"ENSG00000105576",4639,6215
"ENSG00000105755",4639,6215
"ENSG00000105792",4639,6215
"ENSG00000105894",4639,6215
"ENSG00000105993",4639,6215
"ENSG00000106086",4639,6215
"ENSG00000106701",4639,6215
"ENSG00000106771",4639,6215
"ENSG00000106799",4639,6215
"ENSG00000106809",4639,6215
"ENSG00000106823",4639,6215
"ENSG00000107175",4639,6215
"ENSG00000107186",4639,6215
"ENSG00000108641",4639,6215
"ENSG00000109133",4639,6215
"ENSG00000109320",4639,6215
"ENSG00000109519",4639,6215
"ENSG00000110330",4639,6215
"ENSG00000110619",4639,6215
"ENSG00000110958",4639,6215
"ENSG00000111716",4639,6215
"ENSG00000111790",4639,6215
"ENSG00000111860",4639,6215
"ENSG00000112031",4639,6215
"ENSG00000112078",4639,6215
"ENSG00000112079",4639,6215
"ENSG00000112159",4639,6215
"ENSG00000112175",4639,6215
"ENSG00000112242",4639,6215
"ENSG00000112303",4639,6215
"ENSG00000112715",4639,6215
"ENSG00000112851",4639,6215
"ENSG00000113070",4639,6215
"ENSG00000113580",4639,6215
"ENSG00000113739",4639,6215
"ENSG00000114054",4639,6215
"ENSG00000114268",4639,6215
"ENSG00000114331",4639,6215
"ENSG00000114529",4639,6215
"ENSG00000114737",4639,6215
"ENSG00000114770",4639,6215
"ENSG00000115183",4639,6215
"ENSG00000115274",4639,6215
"ENSG00000115289",4639,6215
"ENSG00000116127",4639,6215
"ENSG00000116237",4639,6215
"ENSG00000116350",4639,6215
"ENSG00000116353",4639,6215
"ENSG00000116791",4639,6215
"ENSG00000117000",4639,6215
"ENSG00000117069",4639,6215
"ENSG00000117143",4639,6215
"ENSG00000117174",4639,6215
"ENSG00000117226",4639,6215
"ENSG00000117318",4639,6215
"ENSG00000117411",4639,6215
"ENSG00000117448",4639,6215
"ENSG00000117620",4639,6215
"ENSG00000117791",4639,6215
"ENSG00000118298",4639,6215
"ENSG00000118503",4639,6215
"ENSG00000118579",4639,6215
"ENSG00000118620",4639,6215
"ENSG00000119041",4639,6215
"ENSG00000119725",4639,6215
"ENSG00000119969",4639,6215
"ENSG00000119973",4639,6215
"ENSG00000120159",4639,6215
"ENSG00000120457",4639,6215
"ENSG00000121350",4639,6215
"ENSG00000121644",4639,6215
"ENSG00000121741",4639,6215
"ENSG00000122085",4639,6215
"ENSG00000122176",4639,6215
"ENSG00000122477",4639,6215
"ENSG00000122644",4639,6215
"ENSG00000123200",4639,6215
"ENSG00000123689",4639,6215
"ENSG00000123836",4639,6215
"ENSG00000123870",4639,6215
"ENSG00000124160",4639,6215
"ENSG00000124215",4639,6215
"ENSG00000124380",4639,6215
"ENSG00000124444",4639,6215
"ENSG00000124549",4639,6215
"ENSG00000125107",4639,6215
"ENSG00000125462",4639,6215
"ENSG00000125850",4639,6215
"ENSG00000125877",4639,6215
"ENSG00000126351",4639,6215
"ENSG00000126391",4639,6215
"ENSG00000127080",4639,6215
"ENSG00000127311",4639,6215
"ENSG00000127329",4639,6215
"ENSG00000127511",4639,6215
"ENSG00000127578",4639,6215
"ENSG00000127586",4639,6215
"ENSG00000127663",4639,6215
"ENSG00000127838",4639,6215
"ENSG00000127884",4639,6215
"ENSG00000128595",4639,6215
"ENSG00000128944",4639,6215
"ENSG00000129028",4639,6215
"ENSG00000129245",4639,6215
"ENSG00000129450",4639,6215
"ENSG00000130038",4639,6215
"ENSG00000130177",4639,6215
"ENSG00000130307",4639,6215
"ENSG00000130363",4639,6215
"ENSG00000130684",4639,6215
"ENSG00000130997",4639,6215
"ENSG00000131023",4639,6215
"ENSG00000131153",4639,6215
"ENSG00000131323",4639,6215
"ENSG00000131446",4639,6215
"ENSG00000132155",4639,6215
"ENSG00000132170",4639,6215
"ENSG00000132437",4639,6215
"ENSG00000132463",4639,6215
"ENSG00000133433",4639,6215
"ENSG00000133808",4639,6215
"ENSG00000133818",4639,6215
"ENSG00000134042",4639,6215
"ENSG00000134152",4639,6215
"ENSG00000134153",4639,6215
"ENSG00000134874",4639,6215
"ENSG00000134910",4639,6215
"ENSG00000135048",4639,6215
"ENSG00000135063",4639,6215
"ENSG00000135473",4639,6215
"ENSG00000135537",4639,6215
"ENSG00000135617",4639,6215
"ENSG00000135643",4639,6215
"ENSG00000135862",4639,6215
"ENSG00000135917",4639,6215
"ENSG00000136111",4639,6215
"ENSG00000136158",4639,6215
"ENSG00000136205",4639,6215
"ENSG00000136235",4639,6215
"ENSG00000136444",4639,6215
"ENSG00000136870",4639,6215
"ENSG00000136935",4639,6215
"ENSG00000136937",4639,6215
"ENSG00000137094",4639,6215
"ENSG00000137124",4639,6215
"ENSG00000137171",4639,6215
"ENSG00000137522",4639,6215
"ENSG00000137700",4639,6215
"ENSG00000137752",4639,6215
"ENSG00000137809",4639,6215
"ENSG00000137815",4639,6215
"ENSG00000137831",4639,6215
"ENSG00000137992",4639,6215
"ENSG00000138336",4639,6215
"ENSG00000138744",4639,6215
"ENSG00000138771",4639,6215
"ENSG00000138798",4639,6215
"ENSG00000139211",4639,6215
"ENSG00000139304",4639,6215
"ENSG00000139637",4639,6215
"ENSG00000139926",4639,6215
"ENSG00000140575",4639,6215
"ENSG00000140839",4639,6215
"ENSG00000140939",4639,6215
"ENSG00000140968",4639,6215
"ENSG00000141002",4639,6215
"ENSG00000141026",4639,6215
"ENSG00000141084",4639,6215
"ENSG00000141232",4639,6215
"ENSG00000141434",4639,6215
"ENSG00000141527",4639,6215
"ENSG00000141744",4639,6215
"ENSG00000141748",4639,6215
"ENSG00000141854",4639,6215
"ENSG00000142166",4639,6215
"ENSG00000142583",4639,6215
"ENSG00000142945",4639,6215
"ENSG00000143248",4639,6215
"ENSG00000143771",4639,6215
"ENSG00000143882",4639,6215
"ENSG00000144136",4639,6215
"ENSG00000144290",4639,6215
"ENSG00000144730",4639,6215
"ENSG00000144935",4639,6215
"ENSG00000145390",4639,6215
"ENSG00000145912",4639,6215
"ENSG00000145936",4639,6215
"ENSG00000146066",4639,6215
"ENSG00000146233",4639,6215
"ENSG00000146352",4639,6215
"ENSG00000146416",4639,6215
"ENSG00000146587",4639,6215
"ENSG00000147082",4639,6215
"ENSG00000147231",4639,6215
"ENSG00000147475",4639,6215
"ENSG00000147869",4639,6215
"ENSG00000147889",4639,6215
"ENSG00000147996",4639,6215
"ENSG00000148120",4639,6215
"ENSG00000148303",4639,6215
"ENSG00000148384",4639,6215
"ENSG00000148926",4639,6215
"ENSG00000148985",4639,6215
"ENSG00000149084",4639,6215
"ENSG00000149582",4639,6215
"ENSG00000150527",4639,6215
"ENSG00000150756",4639,6215
"ENSG00000151023",4639,6215
"ENSG00000151577",4639,6215
"ENSG00000151687",4639,6215
"ENSG00000152464",4639,6215
"ENSG00000152795",4639,6215
"ENSG00000153246",4639,6215
"ENSG00000154016",4639,6215
"ENSG00000154240",4639,6215
"ENSG00000154258",4639,6215
"ENSG00000154734",4639,6215
"ENSG00000154781",4639,6215
"ENSG00000155256",4639,6215
"ENSG00000155657",4639,6215
"ENSG00000155760",4639,6215
"ENSG00000156050",4639,6215
"ENSG00000157150",4639,6215
"ENSG00000157557",4639,6215
"ENSG00000157890",4639,6215
"ENSG00000158006",4639,6215
"ENSG00000158220",4639,6215
"ENSG00000158411",4639,6215
"ENSG00000158615",4639,6215
"ENSG00000158716",4639,6215
"ENSG00000159110",4639,6215
"ENSG00000159592",4639,6215
"ENSG00000159708",4639,6215
"ENSG00000160014",4639,6215
"ENSG00000160188",4639,6215
"ENSG00000160208",4639,6215
"ENSG00000160307",4639,6215
"ENSG00000160948",4639,6215
"ENSG00000161277",4639,6215
"ENSG00000161647",4639,6215
"ENSG00000161904",4639,6215
"ENSG00000162194",4639,6215
"ENSG00000162384",4639,6215
"ENSG00000162415",4639,6215
"ENSG00000162490",4639,6215
"ENSG00000162836",4639,6215
"ENSG00000162910",4639,6215
"ENSG00000162981",4639,6215
"ENSG00000162997",4639,6215
"ENSG00000163154",4639,6215
"ENSG00000163482",4639,6215
"ENSG00000163517",4639,6215
"ENSG00000163597",4639,6215
"ENSG00000163605",4639,6215
"ENSG00000163635",4639,6215
"ENSG00000163659",4639,6215
"ENSG00000163793",4639,6215
"ENSG00000163817",4639,6215
"ENSG00000163823",4639,6215
"ENSG00000163939",4639,6215
"ENSG00000164294",4639,6215
"ENSG00000164300",4639,6215
"ENSG00000164330",4639,6215
"ENSG00000164430",4639,6215
"ENSG00000164597",4639,6215
"ENSG00000164663",4639,6215
"ENSG00000164707",4639,6215
"ENSG00000164733",4639,6215
"ENSG00000164741",4639,6215
"ENSG00000165092",4639,6215
"ENSG00000165379",4639,6215
"ENSG00000165474",4639,6215
"ENSG00000165507",4639,6215
"ENSG00000165526",4639,6215
"ENSG00000165757",4639,6215
"ENSG00000165916",4639,6215
"ENSG00000166037",4639,6215
"ENSG00000166091",4639,6215
"ENSG00000166432",4639,6215
"ENSG00000166439",4639,6215
"ENSG00000166507",4639,6215
"ENSG00000166797",4639,6215
"ENSG00000166927",4639,6215
"ENSG00000167074",4639,6215
"ENSG00000167112",4639,6215
"ENSG00000167244",4639,6215
"ENSG00000167257",4639,6215
"ENSG00000167371",4639,6215
"ENSG00000167483",4639,6215
"ENSG00000167524",4639,6215
"ENSG00000167863",4639,6215
"ENSG00000167987",4639,6215
"ENSG00000168067",4639,6215
"ENSG00000168393",4639,6215
"ENSG00000168405",4639,6215
"ENSG00000168477",4639,6215
"ENSG00000168807",4639,6215
"ENSG00000169252",4639,6215
"ENSG00000169604",4639,6215
"ENSG00000169783",4639,6215
"ENSG00000169860",4639,6215
"ENSG00000170011",4639,6215
"ENSG00000170043",4639,6215
"ENSG00000170293",4639,6215
"ENSG00000170425",4639,6215
"ENSG00000170584",4639,6215
"ENSG00000170677",4639,6215
"ENSG00000170955",4639,6215
"ENSG00000171033",4639,6215
"ENSG00000171121",4639,6215
"ENSG00000171174",4639,6215
"ENSG00000171428",4639,6215
"ENSG00000171443",4639,6215
"ENSG00000171488",4639,6215
"ENSG00000171643",4639,6215
"ENSG00000171792",4639,6215
"ENSG00000172020",4639,6215
"ENSG00000172046",4639,6215
"ENSG00000172123",4639,6215
"ENSG00000172175",4639,6215
"ENSG00000172346",4639,6215
"ENSG00000172466",4639,6215
"ENSG00000172568",4639,6215
"ENSG00000172817",4639,6215
"ENSG00000172828",4639,6215
"ENSG00000172845",4639,6215
"ENSG00000173210",4639,6215
"ENSG00000173275",4639,6215
"ENSG00000173482",4639,6215
"ENSG00000173486",4639,6215
"ENSG00000173598",4639,6215
"ENSG00000173614",4639,6215
"ENSG00000173698",4639,6215
"ENSG00000174125",4639,6215
"ENSG00000174132",4639,6215
"ENSG00000175193",4639,6215
"ENSG00000175322",4639,6215
"ENSG00000175334",4639,6215
"ENSG00000175727",4639,6215
"ENSG00000176171",4639,6215
"ENSG00000176225",4639,6215
"ENSG00000176435",4639,6215
"ENSG00000176593",4639,6215
"ENSG00000176907",4639,6215
"ENSG00000177030",4639,6215
"ENSG00000177374",4639,6215
"ENSG00000177685",4639,6215
"ENSG00000177694",4639,6215
"ENSG00000178163",4639,6215
"ENSG00000178175",4639,6215
"ENSG00000178177",4639,6215
"ENSG00000179144",4639,6215
"ENSG00000179796",4639,6215
"ENSG00000179988",4639,6215
"ENSG00000180113",4639,6215
"ENSG00000180198",4639,6215
"ENSG00000180828",4639,6215
"ENSG00000181513",4639,6215
"ENSG00000181773",4639,6215
"ENSG00000181982",4639,6215
"ENSG00000182050",4639,6215
"ENSG00000182199",4639,6215
"ENSG00000182230",4639,6215
"ENSG00000182308",4639,6215
"ENSG00000182636",4639,6215
"ENSG00000182870",4639,6215
"ENSG00000183155",4639,6215
"ENSG00000183426",4639,6215
"ENSG00000183570",4639,6215
"ENSG00000183604",4639,6215
"ENSG00000183688",4639,6215
"ENSG00000183765",4639,6215
"ENSG00000184009",4639,6215
"ENSG00000184154",4639,6215
"ENSG00000184205",4639,6215
"ENSG00000184216",4639,6215
"ENSG00000184486",4639,6215
"ENSG00000184500",4639,6215
"ENSG00000184905",4639,6215
"ENSG00000185070",4639,6215
"ENSG00000185379",4639,6215
"ENSG00000185437",4639,6215
"ENSG00000185716",4639,6215
"ENSG00000185811",4639,6215
"ENSG00000186104",4639,6215
"ENSG00000186187",4639,6215
"ENSG00000186575",4639,6215
"ENSG00000186615",4639,6215
"ENSG00000186998",4639,6215
"ENSG00000187773",4639,6215
"ENSG00000187912",4639,6215
"ENSG00000187950",4639,6215
"ENSG00000187955",4639,6215
"ENSG00000188004",4639,6215
"ENSG00000188206",4639,6215
"ENSG00000188379",4639,6215
"ENSG00000188559",4639,6215
"ENSG00000188766",4639,6215
"ENSG00000188868",4639,6215
"ENSG00000196126",4639,6215
"ENSG00000196132",4639,6215
"ENSG00000196154",4639,6215
"ENSG00000196295",4639,6215
"ENSG00000196296",4639,6215
"ENSG00000196418",4639,6215
"ENSG00000196466",4639,6215
"ENSG00000196636",4639,6215
"ENSG00000196659",4639,6215
"ENSG00000196664",4639,6215
"ENSG00000196678",4639,6215
"ENSG00000196739",4639,6215
"ENSG00000196756",4639,6215
"ENSG00000197140",4639,6215
"ENSG00000197256",4639,6215
"ENSG00000197299",4639,6215
"ENSG00000197555",4639,6215
"ENSG00000197756",4639,6215
"ENSG00000197934",4639,6215
"ENSG00000197992",4639,6215
"ENSG00000198131",4639,6215
"ENSG00000198146",4639,6215
"ENSG00000198258",4639,6215
"ENSG00000198270",4639,6215
"ENSG00000198369",4639,6215
"ENSG00000198547",4639,6215
"ENSG00000198554",4639,6215
"ENSG00000198771",4639,6215
"ENSG00000198842",4639,6215
"ENSG00000198933",4639,6215
"ENSG00000199237",4639,6215
"ENSG00000199311",4639,6215
"ENSG00000199782",4639,6215
"ENSG00000200726",4639,6215
"ENSG00000200812",4639,6215
"ENSG00000201943",4639,6215
"ENSG00000201944",4639,6215
"ENSG00000202222",4639,6215
"ENSG00000203721",4639,6215
"ENSG00000204130",4639,6215
"ENSG00000204366",4639,6215
"ENSG00000204396",4639,6215
"ENSG00000204397",4639,6215
"ENSG00000204560",4639,6215
"ENSG00000204634",4639,6215
"ENSG00000204839",4639,6215
"ENSG00000204852",4639,6215
"ENSG00000204866",4639,6215
"ENSG00000204954",4639,6215
"ENSG00000205045",4639,6215
"ENSG00000205208",4639,6215
"ENSG00000205531",4639,6215
"ENSG00000205534",4639,6215
"ENSG00000205593",4639,6215
"ENSG00000205765",4639,6215
"ENSG00000205791",4639,6215
"ENSG00000205853",4639,6215
"ENSG00000206559",4639,6215
"ENSG00000206621",4639,6215
"ENSG00000207063",4639,6215
"ENSG00000207428",4639,6215
"ENSG00000207721",4639,6215
"ENSG00000207741",4639,6215
"ENSG00000208032",4639,6215
"ENSG00000211896",4639,6215
"ENSG00000212384",4639,6215
"ENSG00000212588",4639,6215
"ENSG00000213024",4639,6215
"ENSG00000213090",4639,6215
"ENSG00000213131",4639,6215
"ENSG00000213203",4639,6215
"ENSG00000213551",4639,6215
"ENSG00000214050",4639,6215
"ENSG00000214223",4639,6215
"ENSG00000214293",4639,6215
"ENSG00000214530",4639,6215
"ENSG00000214866",4639,6215
"ENSG00000214922",4639,6215
"ENSG00000215039",4639,6215
"ENSG00000215193",4639,6215
"ENSG00000215237",4639,6215
"ENSG00000215301",4639,6215
"ENSG00000215452",4639,6215
"ENSG00000215788",4639,6215
"ENSG00000217094",4639,6215
"ENSG00000217648",4639,6215
"ENSG00000219200",4639,6215
"ENSG00000219665",4639,6215
"ENSG00000219928",4639,6215
"ENSG00000221025",4639,6215
"ENSG00000221028",4639,6215
"ENSG00000221643",4639,6215
"ENSG00000221843",4639,6215
"ENSG00000221926",4639,6215
"ENSG00000221946",4639,6215
"ENSG00000222009",4639,6215
"ENSG00000223039",4639,6215
"ENSG00000223224",4639,6215
"ENSG00000223634",4639,6215
"ENSG00000223942",4639,6215
"ENSG00000223960",4639,6215
"ENSG00000224003",4639,6215
"ENSG00000224223",4639,6215
"ENSG00000224822",4639,6215
"ENSG00000224837",4639,6215
"ENSG00000224934",4639,6215
"ENSG00000225192",4639,6215
"ENSG00000225292",4639,6215
"ENSG00000225451",4639,6215
"ENSG00000225472",4639,6215
"ENSG00000225479",4639,6215
"ENSG00000225526",4639,6215
"ENSG00000225554",4639,6215
"ENSG00000225849",4639,6215
"ENSG00000226266",4639,6215
"ENSG00000226268",4639,6215
"ENSG00000226318",4639,6215
"ENSG00000226380",4639,6215
"ENSG00000226419",4639,6215
"ENSG00000226747",4639,6215
"ENSG00000226763",4639,6215
"ENSG00000226791",4639,6215
"ENSG00000226950",4639,6215
"ENSG00000227078",4639,6215
"ENSG00000227376",4639,6215
"ENSG00000227394",4639,6215
"ENSG00000227540",4639,6215
"ENSG00000227671",4639,6215
"ENSG00000227896",4639,6215
"ENSG00000228251",4639,6215
"ENSG00000228314",4639,6215
"ENSG00000228393",4639,6215
"ENSG00000228408",4639,6215
"ENSG00000228649",4639,6215
"ENSG00000228789",4639,6215
"ENSG00000228798",4639,6215
"ENSG00000228878",4639,6215
"ENSG00000228889",4639,6215
"ENSG00000229191",4639,6215
"ENSG00000229585",4639,6215
"ENSG00000229808",4639,6215
"ENSG00000230124",4639,6215
"ENSG00000230320",4639,6215
"ENSG00000230415",4639,6215
"ENSG00000230438",4639,6215
"ENSG00000230551",4639,6215
"ENSG00000230789",4639,6215
"ENSG00000230815",4639,6215
"ENSG00000231125",4639,6215
"ENSG00000231272",4639,6215
"ENSG00000231307",4639,6215
"ENSG00000231365",4639,6215
"ENSG00000231721",4639,6215
"ENSG00000231738",4639,6215
"ENSG00000231906",4639,6215
"ENSG00000232004",4639,6215
"ENSG00000232166",4639,6215
"ENSG00000232520",4639,6215
"ENSG00000232559",4639,6215
"ENSG00000232591",4639,6215
"ENSG00000232716",4639,6215
"ENSG00000232884",4639,6215
"ENSG00000233016",4639,6215
"ENSG00000233184",4639,6215
"ENSG00000233228",4639,6215
"ENSG00000233264",4639,6215
"ENSG00000234224",4639,6215
"ENSG00000234329",4639,6215
"ENSG00000234432",4639,6215
"ENSG00000234545",4639,6215
"ENSG00000234724",4639,6215
"ENSG00000234871",4639,6215
"ENSG00000235018",4639,6215
"ENSG00000235436",4639,6215
"ENSG00000235663",4639,6215
"ENSG00000235706",4639,6215
"ENSG00000236085",4639,6215
"ENSG00000236269",4639,6215
"ENSG00000236778",4639,6215
"ENSG00000236977",4639,6215
"ENSG00000237289",4639,6215
"ENSG00000237399",4639,6215
"ENSG00000237402",4639,6215
"ENSG00000237742",4639,6215
