"gene","degree","weighted_degree","hgnc_symbol"
"ENSG00000105255",4639,6215,"FSD1"
"ENSG00000105298",4310,5200,"CACTIN"
"ENSG00000105321",4488,5405,"CCDC9"
"ENSG00000105323",4488,5405,"HNRNPUL1"
"ENSG00000105325",4639,6215,"FZR1"
"ENSG00000105339",4878,7536,"DENND3"
"ENSG00000105372",4826,6917,"RPS19"
"ENSG00000105374",4810,7612,"NKG7"
"ENSG00000105376",3969,4888,"ICAM5"
"ENSG00000105393",4478,5520,"BABAM1"
"ENSG00000105404",4639,6215,"RABAC1"
"ENSG00000105497",4478,5520,"ZNF175"
"ENSG00000105516",4488,5405,"DBP"
"ENSG00000105518",4478,5520,"TMEM205"
"ENSG00000105538",4554,5481,"RASIP1"
"ENSG00000105552",4554,5481,"BCAT2"
"ENSG00000105559",3360,4154,"PLEKHA4"
"ENSG00000105576",4639,6215,"TNPO2"
"ENSG00000105605",4478,5520,"CACNG7"
"ENSG00000105612",4478,5520,"DNASE2"
"ENSG00000105618",4310,5200,"PRPF31"
"ENSG00000105639",4958,8933,"JAK3"
"ENSG00000105642",4488,5405,"KCNN1"
"ENSG00000105662",4310,5200,"CRTC1"
"ENSG00000105695",4478,5520,"MAG"
"ENSG00000105697",4878,7536,"HAMP"
"ENSG00000105699",4478,5520,"LSR"
"ENSG00000105700",4488,5405,"KXD1"
"ENSG00000105701",4488,5405,"FKBP8"
"ENSG00000105738",4310,5200,"SIPA1L3"
"ENSG00000105755",4639,6215,"ETHE1"
"ENSG00000105792",4639,6215,"CFAP69"
"ENSG00000105851",4654,6521,"PIK3CG"
"ENSG00000105852",4488,5405,"PON3"
"ENSG00000105880",4554,5481,"DLX5"
"ENSG00000105894",4639,6215,"PTN"
"ENSG00000105928",4478,5520,"GSDME"
"ENSG00000105939",4429,6285,"ZC3HAV1"
"ENSG00000105963",4310,5200,"ADAP1"
"ENSG00000105968",4940,8767,"H2AZ2"
"ENSG00000105971",4809,6802,"CAV2"
"ENSG00000105983",4488,5405,"LMBR1"
"ENSG00000105993",4639,6215,"DNAJB6"
"ENSG00000106003",4809,6802,"LFNG"
"ENSG00000106012",4310,5200,"IQCE"
"ENSG00000106025",4488,5405,"TSPAN12"
"ENSG00000106066",4488,5405,"CPVL"
"ENSG00000106069",4624,6636,"CHN2"
"ENSG00000106080",4878,7651,"FKBP14"
"ENSG00000106086",4639,6215,"PLEKHA8"
"ENSG00000106100",5008,10049,"NOD1"
"ENSG00000106123",4812,7957,"EPHB6"
"ENSG00000106125",4878,7651,"MINDY4"
"ENSG00000106211",3360,4154,"HSPB1"
"ENSG00000106236",4488,5405,"NPTX2"
"ENSG00000106261",2382,2552,"ZKSCAN1"
"ENSG00000106278",4478,5520,"PTPRZ1"
"ENSG00000106327",4810,7612,"TFR2"
"ENSG00000106330",4488,5405,"MOSPD3"
"ENSG00000106346",4478,5520,"USP42"
"ENSG00000106366",3840,4964,"SERPINE1"
"ENSG00000106367",4488,5405,"AP1S1"
"ENSG00000106397",4766,7331,"PLOD3"
"ENSG00000106526",3243,3567,"ACTR3C"
"ENSG00000106560",4957,8652,"GIMAP2"
"ENSG00000106565",3969,4888,"TMEM176B"
"ENSG00000106605",2440,2757,"BLVRA"
"ENSG00000106617",4654,6521,"PRKAG2"
"ENSG00000106635",4766,7331,"BCL7B"
"ENSG00000106636",2281,2437,"YKT6"
"ENSG00000106692",4310,5200,"FKTN"
"ENSG00000106701",4639,6215,"FSD1L"
"ENSG00000106771",4639,6215,"TMEM245"
"ENSG00000106772",4488,5405,"PRUNE2"
"ENSG00000106799",4639,6215,"TGFBR1"
"ENSG00000106809",4639,6215,"OGN"
"ENSG00000106819",2876,3528,"ASPN"
"ENSG00000106823",4639,6215,"ECM2"
"ENSG00000106829",4624,6636,"TLE4"
"ENSG00000106991",4554,5481,"ENG"
"ENSG00000107099",3682,4849,"DOCK8"
"ENSG00000107130",4488,5405,"NCS1"
"ENSG00000107140",4310,5200,"TESK1"
"ENSG00000107165",4310,5200,"TYRP1"
"ENSG00000107175",4639,6215,"CREB3"
"ENSG00000107186",4639,6215,"MPDZ"
"ENSG00000107223",4957,8652,"EDF1"
"ENSG00000107242",4878,7536,"PIP5K1B"
"ENSG00000107249",2595,2833,"GLIS3"
"ENSG00000107263",4310,5200,"RAPGEF1"
"ENSG00000107281",4554,5481,"NPDC1"
"ENSG00000107331",4654,6521,"ABCA2"
"ENSG00000107372",3243,3567,"ZFAND5"
"ENSG00000107404",4488,5405,"DVL1"
"ENSG00000107438",4554,5481,"PDLIM1"
"ENSG00000107518",4712,6841,"ATRNL1"
"ENSG00000107521",4310,5200,"HPS1"
"ENSG00000107554",4488,5405,"DNMBP"
"ENSG00000107566",2382,2552,"ERLIN1"
"ENSG00000107611",2876,3528,"CUBN"
"ENSG00000107719",2413,2718,"PALD1"
"ENSG00000107736",4310,5200,"CDH23"
"ENSG00000107738",2413,2718,"VSIR"
"ENSG00000107758",2440,2757,"PPP3CB"
"ENSG00000107816",4488,5405,"LZTS2"
"ENSG00000107819",4478,5520,"SFXN3"
"ENSG00000107829",4554,5481,"FBXW4"
"ENSG00000107954",4654,6521,"NEURL1"
"ENSG00000107960",4624,6636,"STN1"
"ENSG00000108010",4478,5520,"GLRX3"
"ENSG00000108061",4310,5200,"SHOC2"
"ENSG00000108100",4488,5405,"CCNY"
"ENSG00000108106",4310,5200,"UBE2S"
"ENSG00000108107",4478,5520,"RPL28"
"ENSG00000108175",4310,5200,"ZMIZ1"
"ENSG00000108256",4878,7651,"NUFIP2"
"ENSG00000108262",4554,5481,"GIT1"
"ENSG00000108309",4488,5405,"RUNDC3A"
"ENSG00000108344",4310,5200,"PSMD3"
"ENSG00000108395",2440,2757,"TRIM37"
"ENSG00000108465",4810,7612,"CDK5RAP3"
"ENSG00000108474",4310,5200,"PIGL"
"ENSG00000108479",2876,3528,"GALK1"
"ENSG00000108551",4554,5481,"RASD1"
"ENSG00000108557",4310,5200,"RAI1"
"ENSG00000108622",2413,2718,"ICAM2"
"ENSG00000108641",4639,6215,"B9D1"
"ENSG00000108666",4478,5520,"C17orf75"
"ENSG00000108691",3672,4644,"CCL2"
"ENSG00000108771",4554,5481,"DHX58"
"ENSG00000108819",4654,6521,"PPP1R9B"
"ENSG00000108828",4810,7612,"VAT1"
"ENSG00000108830",4554,5481,"RND2"
"ENSG00000108840",4310,5200,"HDAC5"
"ENSG00000108854",4310,5200,"SMURF2"
"ENSG00000108924",3682,4849,"HLF"
"ENSG00000108950",4488,5405,"FAM20A"
"ENSG00000109046",3014,3247,"WSB1"
"ENSG00000109047",4310,5200,"RCVRN"
"ENSG00000109103",4812,7957,"UNC119"
"ENSG00000109113",4958,8933,"RAB34"
"ENSG00000109118",3014,3247,"PHF12"
"ENSG00000109133",4639,6215,"TMEM33"
"ENSG00000109189",4478,5520,"USP46"
"ENSG00000109270",4554,5481,"LAMTOR3"
"ENSG00000109320",4639,6215,"NFKB1"
"ENSG00000109332",4310,5200,"UBE2D3"
"ENSG00000109390",4310,5200,"NDUFC1"
"ENSG00000109466",4488,5405,"KLHL2"
"ENSG00000109475",4488,5405,"RPL34"
"ENSG00000109519",4639,6215,"GRPEL1"
"ENSG00000109536",4478,5520,"FRG1"
"ENSG00000109572",4310,5200,"CLCN3"
"ENSG00000109654",4478,5520,"TRIM2"
"ENSG00000109736",4310,5200,"MFSD10"
"ENSG00000109794",4727,6597,"FAM149A"
"ENSG00000109814",4478,5520,"UGDH"
"ENSG00000109819",4478,5520,"PPARGC1A"
"ENSG00000109832",4478,5520,"DDX25"
"ENSG00000109854",4766,7331,"HTATIP2"
"ENSG00000109861",4712,6841,"CTSC"
"ENSG00000109917",4310,5200,"ZPR1"
"ENSG00000110013",4554,5481,"SIAE"
"ENSG00000110057",4478,5520,"UNC93B1"
"ENSG00000110077",3117,3452,"MS4A6A"
"ENSG00000110092",3682,4849,"CCND1"
"ENSG00000110172",4878,7651,"CHORDC1"
"ENSG00000110200",4878,7651,"ANAPC15"
"ENSG00000110218",4654,6521,"PANX1"
"ENSG00000110318",4488,5405,"CEP126"
"ENSG00000110324",4554,5481,"IL10RA"
"ENSG00000110330",4639,6215,"BIRC2"
"ENSG00000110400",4478,5520,"NECTIN1"
"ENSG00000110427",4488,5405,"KIAA1549L"
"ENSG00000110436",4878,7536,"SLC1A2"
"ENSG00000110446",4478,5520,"SLC15A3"
"ENSG00000110492",4429,6285,"MDK"
"ENSG00000110583",2595,2833,"NAA40"
"ENSG00000110619",4639,6215,"CARS1"
"ENSG00000110628",3257,3873,"SLC67A1"
"ENSG00000110651",2440,2757,"CD81"
"ENSG00000110693",3411,3949,"SOX6"
"ENSG00000110719",4766,7331,"TCIRG1"
"ENSG00000110786",4478,5520,"PTPN5"
"ENSG00000110799",4810,7612,"VWF"
"ENSG00000110848",4958,8933,"CD69"
"ENSG00000110852",3672,4644,"CLEC2B"
"ENSG00000110876",2876,3528,"SELPLG"
"ENSG00000110881",4488,5405,"ASIC1"
"ENSG00000110931",4488,5405,"CAMKK2"
"ENSG00000110934",4810,7612,"BIN2"
"ENSG00000110958",4639,6215,"PTGES3"
"ENSG00000110975",4488,5405,"SYT10"
"ENSG00000111011",4310,5200,"RSRC2"
"ENSG00000111058",4507,6080,"ACSS3"
"ENSG00000111196",4554,5481,"MAGOHB"
"ENSG00000111203",4478,5520,"ITFG2"
"ENSG00000111215",4478,5520,"PRR4"
"ENSG00000111249",4310,5200,"CUX2"
"ENSG00000111261",2440,2757,"MANSC1"
"ENSG00000111262",4950,8238,"KCNA1"
"ENSG00000111300",4478,5520,"NAA25"
"ENSG00000111321",3840,4964,"LTBR"
"ENSG00000111331",2595,2833,"OAS3"
"ENSG00000111341",2413,2718,"MGP"
"ENSG00000111348",2413,2718,"ARHGDIB"
"ENSG00000111371",4478,5520,"SLC38A1"
"ENSG00000111405",2876,3528,"ENDOU"
"ENSG00000111445",4310,5200,"RFC5"
"ENSG00000111450",4478,5520,"STX2"
"ENSG00000111481",4478,5520,"COPZ1"
"ENSG00000111540",4554,5481,"RAB5B"
"ENSG00000111640",4488,5405,"GAPDH"
"ENSG00000111641",4727,6597,"NOP2"
"ENSG00000111642",3014,3247,"CHD4"
"ENSG00000111652",4478,5520,"COPS7A"
"ENSG00000111664",4554,5481,"GNB3"
"ENSG00000111666",4478,5520,"CHPT1"
"ENSG00000111669",4478,5520,"TPI1"
"ENSG00000111678",4310,5200,"C12orf57"
"ENSG00000111679",2281,2437,"PTPN6"
"ENSG00000111696",2876,3528,"NT5DC3"
"ENSG00000111707",2382,2552,"SUDS3"
"ENSG00000111716",4639,6215,"LDHB"
"ENSG00000111726",4310,5200,"CMAS"
"ENSG00000111728",4878,7651,"ST8SIA1"
"ENSG00000111731",4478,5520,"C2CD5"
"ENSG00000111737",4310,5200,"RAB35"
"ENSG00000111752",4310,5200,"PHC1"
"ENSG00000111785",4488,5405,"RIC8B"
"ENSG00000111790",4639,6215,"FGFR1OP2"
"ENSG00000111801",3969,4888,"BTN3A3"
"ENSG00000111817",3243,3567,"DSE"
"ENSG00000111834",2364,2513,"RSPH4A"
"ENSG00000111843",4727,6597,"TMEM14C"
"ENSG00000111859",4554,5481,"NEDD9"
"ENSG00000111860",4639,6215,"CEP85L"
"ENSG00000111863",4310,5200,"ADTRP"
"ENSG00000111907",4554,5481,"TPD52L1"
"ENSG00000111913",4478,5520,"RIPOR2"
"ENSG00000111962",4554,5481,"UST"
"ENSG00000112031",4639,6215,"MTRF1L"
"ENSG00000112062",4310,5200,"MAPK14"
"ENSG00000112078",4639,6215,"KCTD20"
"ENSG00000112079",4639,6215,"STK38"
"ENSG00000112081",3014,3247,"SRSF3"
"ENSG00000112096",4972,9048,NA
"ENSG00000112139",4554,5481,"MDGA1"
"ENSG00000112146",4611,6004,"FBXO9"
"ENSG00000112149",4972,9048,"CD83"
"ENSG00000112159",4639,6215,"MDN1"
"ENSG00000112164",3117,3452,"GLP1R"
"ENSG00000112175",4639,6215,"BMP5"
"ENSG00000112214",3117,3452,"FHL5"
"ENSG00000112218",3117,3452,"GPR63"
"ENSG00000112232",4878,7536,"KHDRBS2"
"ENSG00000112234",4310,5200,"FBXL4"
"ENSG00000112242",4639,6215,"E2F3"
"ENSG00000112293",2382,2552,"GPLD1"
"ENSG00000112294",4310,5200,"ALDH5A1"
"ENSG00000112303",4639,6215,"VNN2"
"ENSG00000112312",4810,7612,"GMNN"
"ENSG00000112378",2364,2513,"PERP"
"ENSG00000112394",4554,5481,"SLC16A10"
"ENSG00000112511",4654,6521,"PHF1"
"ENSG00000112539",4478,5520,"C6orf118"
"ENSG00000112541",4712,6841,"PDE10A"
"ENSG00000112559",4478,5520,"MDFI"
"ENSG00000112562",3117,3452,"SMOC2"
"ENSG00000112576",2364,2513,"CCND3"
"ENSG00000112651",4478,5520,"MRPL2"
"ENSG00000112655",4554,5481,"PTK7"
"ENSG00000112658",4310,5200,"SRF"
"ENSG00000112659",4554,5481,"CUL9"
"ENSG00000112667",4310,5200,"DNPH1"
"ENSG00000112715",4639,6215,"VEGFA"
"ENSG00000112759",4712,6841,"SLC29A1"
"ENSG00000112769",4958,8933,"LAMA4"
"ENSG00000112773",3243,3567,"TENT5A"
"ENSG00000112787",4310,5200,"FBRSL1"
"ENSG00000112796",4554,5481,"ENPP5"
"ENSG00000112799",4809,6802,"LY86"
"ENSG00000112851",4639,6215,"ERBIN"
"ENSG00000112902",4554,5481,"SEMA5A"
"ENSG00000112936",3117,3452,"C7"
"ENSG00000113048",4727,6597,"MRPS27"
"ENSG00000113068",4624,6636,"PFDN1"
"ENSG00000113070",4639,6215,"HBEGF"
"ENSG00000113108",4478,5520,"APBB3"
"ENSG00000113140",4810,7612,"SPARC"
"ENSG00000113300",4478,5520,"CNOT6"
"ENSG00000113328",4478,5520,"CCNG1"
"ENSG00000113368",4488,5405,"LMNB1"
"ENSG00000113369",3840,4964,"ARRDC3"
"ENSG00000113387",4478,5520,"SUB1"
"ENSG00000113504",2876,3528,"SLC12A7"
"ENSG00000113552",4310,5200,"GNPDA1"
"ENSG00000113580",4639,6215,"NR3C1"
"ENSG00000113594",4478,5520,"LIFR"
"ENSG00000113597",4478,5520,"TRAPPC13"
"ENSG00000113638",4310,5200,"TTC33"
"ENSG00000113721",4488,5405,"PDGFRB"
"ENSG00000113734",4310,5200,"BNIP1"
"ENSG00000113739",4639,6215,"STC2"
"ENSG00000113742",4624,6636,"CPEB4"
"ENSG00000113763",4712,6841,"UNC5A"
"ENSG00000113790",2876,3528,"EHHADH"
"ENSG00000113805",4488,5405,"CNTN3"
"ENSG00000113916",4907,8728,"BCL6"
"ENSG00000113966",4478,5520,"ARL6"
"ENSG00000114021",4310,5200,"NIT2"
"ENSG00000114054",4639,6215,"PCCB"
"ENSG00000114200",4554,5481,"BCHE"
"ENSG00000114251",4310,5200,"WNT5A"
"ENSG00000114268",4639,6215,"PFKFB4"
"ENSG00000114279",2595,2833,"FGF12"
"ENSG00000114315",4809,6802,"HES1"
"ENSG00000114331",4639,6215,"ACAP2"
"ENSG00000114391",4488,5405,"RPL24"
"ENSG00000114450",2876,3528,"GNB4"
"ENSG00000114455",4310,5200,"HHLA2"
"ENSG00000114473",4478,5520,"IQCG"
"ENSG00000114529",4639,6215,"C3orf52"
"ENSG00000114554",4478,5520,"PLXNA1"
"ENSG00000114573",4712,6841,"ATP6V1A"
"ENSG00000114626",4478,5520,"ABTB1"
"ENSG00000114646",2413,2718,"CSPG5"
"ENSG00000114654",4624,6636,"EFCC1"
"ENSG00000114670",4478,5520,"NEK11"
"ENSG00000114698",4878,7651,"PLSCR4"
"ENSG00000114737",4639,6215,"CISH"
"ENSG00000114757",2382,2552,"PEX5L"
"ENSG00000114770",4639,6215,"ABCC5"
"ENSG00000114784",4310,5200,"EIF1B"
"ENSG00000114850",4478,5520,"SSR3"
"ENSG00000114942",4488,5405,"EEF1B2"
"ENSG00000114948",3360,4154,"ADAM23"
"ENSG00000114993",4624,6636,"RTKN"
"ENSG00000115008",4810,7612,"IL1A"
"ENSG00000115041",4810,7612,"KCNIP3"
"ENSG00000115073",4478,5520,"ACTR1B"
"ENSG00000115155",4488,5405,"OTOF"
"ENSG00000115165",4958,8933,"CYTIP"
"ENSG00000115183",4639,6215,"TANC1"
"ENSG00000115216",2382,2552,"NRBP1"
"ENSG00000115226",4554,5481,"FNDC4"
"ENSG00000115239",4478,5520,"ASB3"
"ENSG00000115268",4727,6597,"RPS15"
"ENSG00000115271",4478,5520,"GCA"
"ENSG00000115274",4639,6215,"INO80B"
"ENSG00000115282",4554,5481,"TTC31"
"ENSG00000115286",4654,6521,"NDUFS7"
"ENSG00000115289",4639,6215,"PCGF1"
"ENSG00000115290",2876,3528,"GRB14"
"ENSG00000115295",4488,5405,"CLIP4"
"ENSG00000115307",4310,5200,"AUP1"
"ENSG00000115310",4812,7957,"RTN4"
"ENSG00000115318",2413,2718,"LOXL3"
"ENSG00000115350",4766,7331,"POLE4"
"ENSG00000115353",4809,6802,"TACR1"
"ENSG00000115365",4712,6841,"LANCL1"
"ENSG00000115368",4310,5200,"WDR75"
"ENSG00000115415",4554,5481,"STAT1"
"ENSG00000115419",2413,2718,"GLS"
"ENSG00000115423",3672,4644,"DNAH6"
"ENSG00000115457",4712,6841,"IGFBP2"
"ENSG00000115459",4310,5200,"ELMOD3"
"ENSG00000115468",4310,5200,"EFHD1"
"ENSG00000115525",4310,5200,"ST3GAL5"
"ENSG00000115561",2440,2757,"CHMP3"
"ENSG00000115594",3682,4849,"IL1R1"
"ENSG00000115598",4478,5520,"IL1RL2"
"ENSG00000115665",4958,8933,"SLC5A7"
"ENSG00000115738",4810,7612,"ID2"
"ENSG00000115756",4488,5405,"HPCAL1"
"ENSG00000115758",4488,5405,"ODC1"
"ENSG00000115761",4478,5520,"NOL10"
"ENSG00000115808",4488,5405,"STRN"
"ENSG00000115840",3969,4888,"SLC25A12"
"ENSG00000115866",4766,7331,"DARS1"
"ENSG00000115884",4478,5520,"SDC1"
"ENSG00000115904",4310,5200,"SOS1"
"ENSG00000115956",4810,7612,"PLEK"
"ENSG00000115966",4310,5200,"ATF2"
"ENSG00000115993",2382,2552,"TRAK2"
"ENSG00000116017",4310,5200,"ARID3A"
"ENSG00000116044",4878,7651,"NFE2L2"
"ENSG00000116096",4972,9048,"SPR"
"ENSG00000116106",4488,5405,"EPHA4"
"ENSG00000116120",4478,5520,"FARSB"
"ENSG00000116127",4639,6215,"ALMS1"
"ENSG00000116132",4478,5520,"PRRX1"
"ENSG00000116147",4310,5200,"TNR"
"ENSG00000116171",4478,5520,"SCP2"
"ENSG00000116237",4639,6215,"ICMT"
"ENSG00000116350",4639,6215,"SRSF4"
"ENSG00000116353",4639,6215,"MECR"
"ENSG00000116406",4310,5200,"EDEM3"
"ENSG00000116497",4310,5200,"S100PBP"
"ENSG00000116560",4310,5200,"SFPQ"
"ENSG00000116586",4310,5200,"LAMTOR2"
"ENSG00000116604",4310,5200,"MEF2D"
"ENSG00000116675",4554,5481,"DNAJC6"
"ENSG00000116679",2281,2437,"IVNS1ABP"
"ENSG00000116691",2364,2513,"MIIP"
"ENSG00000116704",4310,5200,"SLC35D1"
"ENSG00000116711",2876,3528,"PLA2G4A"
"ENSG00000116717",4809,6802,"GADD45A"
"ENSG00000116729",4478,5520,"WLS"
"ENSG00000116731",4478,5520,"PRDM2"
"ENSG00000116741",4554,5481,"RGS2"
"ENSG00000116745",3117,3452,"RPE65"
"ENSG00000116752",4310,5200,"BCAS2"
"ENSG00000116761",4478,5520,"CTH"
"ENSG00000116771",4766,7331,"AGMAT"
"ENSG00000116783",4958,8933,"TNNI3K"
"ENSG00000116791",4639,6215,"CRYZ"
"ENSG00000116793",4478,5520,"PHTF1"
"ENSG00000116815",4478,5520,"CD58"
"ENSG00000116852",4907,8728,"KIF21B"
"ENSG00000116983",4878,7651,"HPCAL4"
"ENSG00000117000",4639,6215,"RLF"
"ENSG00000117069",4639,6215,"ST6GALNAC5"
"ENSG00000117091",4766,7331,"CD48"
"ENSG00000117143",4639,6215,"UAP1"
"ENSG00000117151",4810,7612,"CTBS"
"ENSG00000117152",2440,2757,"RGS4"
"ENSG00000117154",4712,6841,"IGSF21"
"ENSG00000117174",4639,6215,"ZNHIT6"
"ENSG00000117226",4639,6215,"GBP3"
"ENSG00000117228",4826,6917,"GBP1"
"ENSG00000117245",4478,5520,"KIF17"
"ENSG00000117266",4488,5405,"CDK18"
"ENSG00000117280",4478,5520,"RAB29"
"ENSG00000117281",4554,5481,"CD160"
"ENSG00000117305",4310,5200,"HMGCL"
"ENSG00000117318",4639,6215,"ID3"
"ENSG00000117335",3243,3567,"CD46"
"ENSG00000117394",4878,7536,"SLC2A1"
"ENSG00000117411",4639,6215,"B4GALT2"
"ENSG00000117448",4639,6215,"AKR1A1"
"ENSG00000117500",4478,5520,"TMED5"
"ENSG00000117519",2595,2833,"CNN3"
"ENSG00000117525",4810,7612,"F3"
"ENSG00000117543",4310,5200,"DPH5"
"ENSG00000117586",2876,3528,"TNFSF4"
"ENSG00000117594",4878,7651,"HSD11B1"
