"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002444","myeloid leukocyte mediated immunity","24/1607","118/18860",0.203389830508475,2.38701443894825,4.61263379413307,4.90905017795623e-05,0.00230206515662207,0.00186657337960287,"FGR/BTK/TRAF3IP2/SPI1/WDR1/LAT2/PIK3CG/VAMP8/NR4A3/C3/CPLX2/FCGR1A/KIT/SPON2/IL6R/FCGR3B/SYK/CD300A/ITGAM/PIK3CD/RASGRP1/FCGR3A/LYN/MILR1",24
"GO:0061028","establishment of endothelial barrier","14/1607","50/18860",0.28,3.28612321095208,4.93998004873959,5.01485577656995e-05,0.00231827208644594,0.0018797143733264,"VCL/TNFRSF1A/ICAM1/PPP1R16B/RAP2C/ROCK2/F11R/FASN/CDH5/PLCB1/PDE2A/S1PR3/TNF/PECAM1",14
"GO:0055074","calcium ion homeostasis","50/1607","331/18860",0.151057401812689,1.7728329795814,4.32920957615704,5.0239946394893e-05,0.00231827208644594,0.0018797143733264,"MCUB/XK/PIK3CB/CYBA/ATP2B1/FGFR1/MYH7B/SNX10/ABL1/KCTD17/CEMIP/CALB1/CAV2/FAM20A/PTPN6/CNR1/SLC25A23/GPR12/APLNR/PLCE1/SLC24A4/PLCH2/ITPR1/SLC25A27/JPH3/UBASH3B/PLCL2/NPTN/ATP2B2/CCR5/TRPV6/CACNB2/PRKCB/P2RY6/CALB2/HAP1/ATP2A2/CHRNA7/PACS2/CDH5/CACNB4/PLCB1/SLC8A1/SV2B/FZD9/RYR2/CALM1/TUNAR/LYN/ITGB3",50
"GO:0010721","negative regulation of cell development","45/1607","288/18860",0.15625,1.83377411325451,4.35161305543514,5.17121040950591e-05,0.00236726520968493,0.00191943925225019,"TMEM176A/TMEM98/IGF1/CD74/HMGB3/CDH1/ULK2/NRP1/SOX10/NFATC4/JAK3/TMEM176B/MDK/CD69/HES1/RTN4/LOXL3/PROX1/SPP1/GPR68/BCL11A/RNF6/LDLR/RARA/SYT4/ANXA1/EPHA7/ERBB2/ZC3H8/PIK3R1/DYNLT1/UBASH3B/RUNX1/BTG2/ZBTB7B/CARTPT/B2M/RGMA/HES5/NRARP/CR1/MAFB/S1PR3/TNF/LYN",45
"GO:0030168","platelet activation","27/1607","141/18860",0.191489361702128,2.24734870049915,4.5372328795874,5.22063458890399e-05,0.0023710724652597,0.00192252627256531,"VCL/PIK3CB/DGKH/PIK3CG/HSPB1/PTPN6/EMILIN2/DGKB/EMILIN1/DGKZ/FERMT3/ADRA2A/DGKE/UBASH3B/GNAQ/DGKI/F11R/VAV2/IL6R/PDPN/METAP1/FZD6/SYK/ADRA2C/HBB/LYN/ITGB3",27
"GO:0045446","endothelial cell differentiation","25/1607","126/18860",0.198412698412698,2.32860204857716,4.56667273811655,5.31448040494012e-05,0.0023770165361729,0.00192734587747576,"VCL/TNFRSF1A/ICAM1/NRP1/PPP1R16B/EDF1/PROX1/RAP2C/ROCK2/HEY2/CCM2/F11R/PDPN/FSTL1/ATOH8/FASN/CDH5/FZD2/PLCB1/NR2F2/PDE2A/S1PR3/TNF/GPX1/PECAM1",25
"GO:0033627","cell adhesion mediated by integrin","18/1607","76/18860",0.236842105263158,2.77961549798579,4.74431911432816,5.31614308540749e-05,0.0023770165361729,0.00192734587747576,"NEXMIF/ICAM1/PIK3CG/PTPN6/ITGB1BP1/EMILIN2/CCN3/EMILIN1/SFRP2/FERMT3/ITGA5/SYK/RET/NPNT/EFNA1/CIB1/LYN/ITGB3",18
"GO:0046486","glycerolipid metabolic process","57/1607","394/18860",0.144670050761421,1.69787004191687,4.27239313111068,5.40444476274297e-05,0.00239791056857704,0.00194428729399733,"PAFAH1B1/ZRANB1/INPP4A/PIK3CB/INPP5A/CHAT/PIK3C3/SYNJ2/HADHA/DDHD2/ITPKC/OSBPL8/PITPNM3/DGKH/PIK3CG/BLVRA/PIP5K1B/PTPMT1/LPCAT3/LPGAT1/C3/BECN1/ABHD8/LDLR/PEMT/PLAAT4/DAGLA/DGKB/CIDEB/ITPKA/SELENOI/PLCE1/PIK3R5/ITPKB/ETNK2/PLA1A/PIK3R1/PLA2G7/DGKZ/PLCH2/DGKE/PLCL2/DGKI/PRKAA2/BPNT1/PLB1/PIGX/ENPP6/FABP5/AGPAT2/PIK3CD/PLCB1/CHRM5/SLC22A4/INPP5F/PLIN5/GPX1",57
"GO:0086002","cardiac muscle cell action potential involved in contraction","16/1607","63/18860",0.253968253968254,2.98061062217876,4.80573772551931,5.54151969799561e-05,0.00243996073420143,0.00197838264509397,"NEDD4L/KCNH2/DLG1/NOS1/DSP/DSC2/SCN2A/SCN7A/GPD1L/CACNB2/KCNE3/KCNE5/SCN4B/CTNNA3/SCN8A/RYR2",16
"GO:0050863","regulation of T cell activation","58/1607","404/18860",0.143564356435644,1.68489344267345,4.24697649587329,5.80801449239836e-05,0.00253792633273892,0.00205781566106267,"HFE/IGF1/CD74/DLG1/CYLD/ABL1/PYCARD/EBI3/JAK3/DOCK8/VSIR/MDK/CD81/CD69/PTPN6/HES1/LOXL3/IGFBP2/HSPH1/MAPK8IP1/TNFSF14/FCHO1/RARA/LGALS3/FLOT2/ANXA1/IRF4/GPR65/ERBB2/ITPKB/SOX13/ZC3H8/NFKBIZ/IL18/CAMK4/CYRIB/SH3RF1/VSIG4/BRAF/CD1D/RUNX1/ZBTB7B/TGFBR2/SYK/B2M/CD300A/IL7R/JUNB/PIK3CD/RASGRP1/HLA-DQB1/HLA-DQA1/NRARP/CR1/HLA-DOA/HLA-DRA/HLA-DPA1/LYN",58
"GO:0002286","T cell activation involved in immune response","27/1607","142/18860",0.190140845070423,2.23152230119986,4.49564167935591,5.9316221756233e-05,0.00254541662275257,0.0020638889800149,"ITGAL/TMEM98/CD74/BCL3/RAB27A/IL12RB2/ICAM1/JAK3/MDK/CD81/CD69/LOXL3/RARA/LGALS3/ANXA1/LCP1/IRF4/GPR65/NFKBIZ/PIK3R1/IL18/ZBTB7B/IL6R/STAT3/GPR183/JUNB/HLA-DRA",27
"GO:0002279","mast cell activation involved in immune response","15/1607","57/18860",0.263157894736842,3.08846166442865,4.81931507242091,6.03029640701082e-05,0.00254541662275257,0.0020638889800149,"FGR/BTK/LAT2/PIK3CG/PTPN6/VAMP8/NR4A3/CPLX2/KIT/SYK/CD300A/PIK3CD/RASGRP1/LYN/MILR1",15
"GO:0002448","mast cell mediated immunity","15/1607","57/18860",0.263157894736842,3.08846166442865,4.81931507242091,6.03029640701082e-05,0.00254541662275257,0.0020638889800149,"FGR/BTK/LAT2/PIK3CG/VAMP8/NR4A3/CPLX2/KIT/SPON2/SYK/CD300A/PIK3CD/RASGRP1/LYN/MILR1",15
"GO:0010038","response to metal ion","52/1607","351/18860",0.148148148148148,1.73868952960428,4.26342847274258,6.05048764107278e-05,0.00254541662275257,0.0020638889800149,"HFE/CDH1/RASGRP2/ITPKC/ATP5F1D/HMOX1/NFATC4/SLC30A4/HAMP/CCND1/KCNA1/SLC25A12/DUSP1/ADCY7/HPCA/ACO1/SLC25A23/FOSB/BECN1/JUND/DLG4/ITPKA/ITPKB/PAM/DLG2/HOMER1/KCNMA1/KIT/BRAF/KCNB1/G6PD/PRKAA2/ADGRV1/PGAM2/ADCY1/TRPV6/CYBB/GABRB3/B2M/FOS/JUNB/UCP2/JUN/KCNQ3/HSF1/S100A16/UROS/CACNA1H/RYR2/CALM1/AQP1/ZNF658",52
"GO:0045576","mast cell activation","17/1607","70/18860",0.242857142857143,2.85020890745844,4.73305286078792,6.06354754495492e-05,0.00254541662275257,0.0020638889800149,"FGR/BTK/LCP2/LAT2/PIK3CG/PTPN6/VAMP8/NR4A3/NECTIN2/CPLX2/KIT/SYK/CD300A/PIK3CD/RASGRP1/LYN/MILR1",17
"GO:0021761","limbic system development","25/1607","127/18860",0.196850393700787,2.31026659937576,4.52160709623209,6.08993574791703e-05,0.00254541662275257,0.0020638889800149,"PAFAH1B1/FGFR1/NRP1/SLC32A1/PPP1R9B/MDK/KCNA1/PROX1/NRP2/NR4A3/MKKS/SMO/RARA/BCAN/LARGE1/ATAT1/EPHA5/ZIC1/BTG2/SEMA6B/CDK5R2/HAP1/LYPD6/RELN/NEFL",25
"GO:0043549","regulation of kinase activity","41/1607","256/18860",0.16015625,1.87961846608587,4.32460168077056,6.2221186635903e-05,0.00258195542817186,0.00209351557912395,"FGR/IGF1/CD74/MAP2K3/LCP2/TSG101/TRAF4/FGFR1/GSKIP/EEF1A2/TRIB3/PYCARD/CEMIP/PIK3CG/CCNY/UNC119/CAMKK2/PDGFRB/GADD45A/ITGB1BP1/DUSP1/MAPK8IP1/RAP2C/MAP3K10/CHI3L1/AGAP2/PIM1/NLRC5/PIK3R5/ERBB2/MIDN/CD300A/RGS14/CDK5R2/RASGRP1/PPM1E/CIB1/SERTAD1/TNF/LYN/SRCIN1",41
"GO:0050817","coagulation","40/1607","248/18860",0.161290322580645,1.89292811690788,4.31997043293599,6.48163876222493e-05,0.00267043517003667,0.00216525721959138,"WAS/VCL/PIK3CB/RAB27A/FAP/CD59/ANGPT2/DGKH/PIK3CG/HSPB1/ST3GAL4/PTPN6/F13A1/EMILIN2/DGKB/EMILIN1/DGKZ/SERPING1/FERMT3/ADRA2A/DGKE/UBASH3B/GNAQ/DGKI/F11R/VAV2/IL6R/PDPN/METAP1/ANXA5/FZD6/SYK/ANO6/ANXA2/ADRA2C/SERPINA1/HBB/HS3ST5/LYN/ITGB3",40
"GO:0051962","positive regulation of nervous system development","45/1607","291/18860",0.154639175257732,1.814869225489,4.27538382968723,6.66168575980189e-05,0.00271651859375737,0.00220262283963501,"PAFAH1B1/CDKL5/CAMK2B/NRP1/SOX10/SRPX2/NEURL1/MDK/HES1/EPHA4/BCL11A/ADGRB2/SLITRK3/CXCR4/EGR2/ATXN1/BMP2/SMO/GFAP/LRRC4B/ITPKA/ZNF365/ROBO3/EPHB1/NPTN/KIT/BRAF/PRKCI/SLITRK5/RGS14/RELA/HAP1/LRRN1/FOXG1/SLITRK4/SLITRK6/ROBO2/SEMA4D/RELN/MME/TNF/ETV5/SHANK3/LYN/NEFL",45
"GO:0046632","alpha-beta T cell differentiation","27/1607","143/18860",0.188811188811189,2.21591725014251,4.45439653588294,6.7285024361368e-05,0.00271651859375737,0.00220262283963501,"TMEM98/BCL3/IL12RB2/ABL1/JAK3/CD69/LOXL3/PRR7/RARA/ANXA1/IRF4/GPR65/ITPKB/NFKBIZ/PIK3R1/IL18/SH3RF1/BRAF/RUNX1/ZBTB7B/IL6R/TGFBR2/SYK/STAT3/GPR183/JUNB/HLA-DRA",27
"GO:0051924","regulation of calcium ion transport","39/1607","240/18860",0.1625,1.90712507778469,4.31636252537982,6.73478084097268e-05,0.00271651859375737,0.00220262283963501,"MCUB/CYBA/CAMK2B/GNB5/CAMK2A/ATP2B1/NOS1/ABL1/CBARP/CEMIP/PIK3CG/PPP3CB/RGS9/PTPN6/PDGFRB/HES1/GNAI2/RGS4/LGALS3/APLNR/UBR3/ADRA2A/HOMER1/JPH3/UBASH3B/G6PD/EFHB/CACNB2/P2RY6/IL16/HAP1/UCP2/SLC8A1/RYR2/CALM1/PLPP4/PPP3R1/LYN/ITGB3",39
"GO:1903706","regulation of hemopoiesis","62/1607","443/18860",0.139954853273138,1.64253175652233,4.17659124396739,6.99259162994289e-05,0.0028009214251049,0.0022710588166547,"TMEM176A/SCIN/BTK/CD74/HMGB3/SPI1/CYLD/ABL1/JAK3/TMEM176B/VSIR/MDK/CD69/PTPN6/LOXL3/GPR68/RARA/ANXA1/IRF4/RIPK1/GPR65/ERBB2/ITPKB/SOX13/ZC3H8/NFKBIZ/PIK3R1/IL18/CAMK4/ZFP36L2/UBASH3B/SH3RF1/BRAF/SLAMF8/RUNX1/ZBTB7B/TAL1/TGFBR2/CARTPT/SYK/B2M/EEIG1/STAT3/IL7R/FOS/JUNB/RASGRP1/HCLS1/CSF1/CIB1/HSF1/ZFP36L1/ISG15/NRARP/CR1/MAFB/HLA-DOA/HLA-DRA/HSPA1B/HSPA1A/TNF/LYN",62
"GO:0045766","positive regulation of angiogenesis","33/1607","191/18860",0.172774869109948,2.02771252732645,4.35675124179228,7.11651040580468e-05,0.00283089876004699,0.0022953652074766,"HIPK2/ANGPT2/ABL1/NRP1/HMOX1/HSPB1/MDK/PTPN6/SMOC2/RTN4/AKT3/C3/PAK4/EMILIN2/CHI3L1/APLNR/KLF4/EMILIN1/SFRP2/RUNX1/ITGA5/TGFBR2/BMPER/CYBB/PRKCB/STAT3/PIK3CD/C3AR1/CHRNA7/CDH5/C5AR1/AQP1/ITGB3",33
"GO:0050878","regulation of body fluid levels","56/1607","389/18860",0.143958868894602,1.68952350177485,4.1938570893135,7.17230878105891e-05,0.00283355322254437,0.00229751751364418,"WAS/AKAP11/VCL/PIK3CB/CYBA/TRAF3IP2/RAB27A/FAP/CD59/ANGPT2/DGKH/PIK3CG/HSPB1/NEURL1/ST3GAL4/CCND1/PTPN6/SLC29A1/GNAI2/TTR/VAMP8/F13A1/EMILIN2/APLNR/DGKB/EMILIN1/DGKZ/SERPING1/FERMT3/ADRA2A/FLI1/DGKE/UBASH3B/GNAQ/TSPAN18/DGKI/F11R/VAV2/ZBTB7B/IL6R/PDPN/METAP1/ANXA5/FZD6/SYK/ANO6/ANXA2/ADRA2C/CYP4F12/SLC22A4/SERPINA1/DDR1/AQP1/HBB/LYN/ITGB3",56
"GO:0007416","synapse assembly","44/1607","284/18860",0.154929577464789,1.81827743060729,4.2405149544362,7.63582130701624e-05,0.00298807211195352,0.00242280538605181,"ARHGAP33/GABRA1/CDH1/LZTS1/FGFR1/ACHE/ABL1/ZDHHC8/SRPX2/ICAM5/DVL1/NEURL1/PPP1R9B/GABRA4/ASIC1/PCDHB2/GABRG2/RTN4/ADGRB2/SLITRK3/DOCK4/LRRC4B/LARGE1/EPHA7/GABRB2/OGT/GPM6A/EPHB1/NPTN/FZD5/BSN/SLITRK5/GABRB3/CASKIN1/SPTBN2/NPAS4/LRRN1/SLITRK4/SLITRK6/ROBO2/SEMA4D/RELN/IL1RAPL2/SHANK3",44
"GO:0002685","regulation of leukocyte migration","38/1607","233/18860",0.163090128755365,1.91405091992917,4.28461546272867,7.66703662567824e-05,0.00298807211195352,0.00242280538605181,"CD74/SPI1/ICAM1/ABL1/HMOX1/PYCARD/DOCK8/ST3GAL4/MDK/CD81/CD69/RTN4/TACR1/IL1R1/PGF/DUSP1/TNFSF14/LGALS3/ANXA1/CCN3/EMILIN1/PIK3R1/PLA2G7/CCL28/SLAMF8/IL6R/CD300A/C3AR1/CMKLR1/ANO6/PLCB1/CSF1/P4HB/C5AR1/TNF/LYN/ITGB3/CD99",38
"GO:0044092","negative regulation of molecular function","48/1607","319/18860",0.150470219435737,1.76594171658867,4.21074988858529,7.76290227054942e-05,0.00300512887896168,0.00243663544952674,"BCL3/GNB5/CAMK2A/TSG101/CYLD/ABL1/CBARP/VCPKMT/GSKIP/TIMP1/PYCARD/GAPDH/GNAI2/GADD45A/ITGB1BP1/DUSP1/MAPK8IP1/RAMP3/RPL23/SMO/MAP3K10/PIM1/PARP9/NLRC5/RPL11/GZMA/IFI16/EFHB/DTX3L/GALR1/MIDN/CD300A/NT5DC2/RGS14/KCNAB1/RPS7/CMKLR1/PPM1E/KCNE3/JUN/COMMD6/SPOCK3/ILRUN/CALM1/CR1/PLIN5/LYN/SRCIN1",48
"GO:0002335","mature B cell differentiation","12/1607","40/18860",0.3,3.52084629744866,4.87081360044089,8.21257418152926e-05,0.00315800852527072,0.00256059418165155,"ST3GAL1/SPI1/BCL3/MFNG/LFNG/PHF14/NFKBIZ/DOCK11/PLCL2/SLAMF8/GPR183/CR1",12
"GO:0010562","positive regulation of phosphorus metabolic process","48/1607","320/18860",0.15,1.76042314872433,4.18707182536865,8.39477981272813e-05,0.0031855980236721,0.00258296445345922,"MLXIPL/IGF1/CD74/MAP2K3/FLT4/LCP2/TNK2/TRAF4/FGFR1/NRP1/STK4/EEF1A2/CEMIP/PIK3CG/CCNY/FAM20A/UNC119/PDGFRB/HES1/ARHGEF2/ITGB1BP1/C3/BMP2/MAP3K10/CHI3L1/ROCK2/AGAP2/NIBAN1/PIM1/RIPK1/PARP9/PIK3R5/ERBB2/IL18/NPTN/KIT/BRAF/PRKAA2/STAT3/EFNA1/P2RY6/RASGRP1/CSPG4/CIB1/SEMA4D/TNF/LYN/SRCIN1",48
"GO:0045937","positive regulation of phosphate metabolic process","48/1607","320/18860",0.15,1.76042314872433,4.18707182536865,8.39477981272813e-05,0.0031855980236721,0.00258296445345922,"MLXIPL/IGF1/CD74/MAP2K3/FLT4/LCP2/TNK2/TRAF4/FGFR1/NRP1/STK4/EEF1A2/CEMIP/PIK3CG/CCNY/FAM20A/UNC119/PDGFRB/HES1/ARHGEF2/ITGB1BP1/C3/BMP2/MAP3K10/CHI3L1/ROCK2/AGAP2/NIBAN1/PIM1/RIPK1/PARP9/PIK3R5/ERBB2/IL18/NPTN/KIT/BRAF/PRKAA2/STAT3/EFNA1/P2RY6/RASGRP1/CSPG4/CIB1/SEMA4D/TNF/LYN/SRCIN1",48
"GO:0007596","blood coagulation","39/1607","243/18860",0.160493827160494,1.88358032373797,4.23086610156814,8.8696229908269e-05,0.00334378989614964,0.00271123047459538,"WAS/VCL/PIK3CB/RAB27A/FAP/CD59/ANGPT2/DGKH/PIK3CG/HSPB1/ST3GAL4/PTPN6/F13A1/EMILIN2/DGKB/EMILIN1/DGKZ/SERPING1/FERMT3/ADRA2A/DGKE/UBASH3B/GNAQ/DGKI/F11R/VAV2/IL6R/PDPN/METAP1/ANXA5/FZD6/SYK/ANO6/ANXA2/ADRA2C/SERPINA1/HBB/LYN/ITGB3",39
"GO:0048839","inner ear development","35/1607","210/18860",0.166666666666667,1.95602572080481,4.25181895195953,9.27905663047084e-05,0.00347542848341272,0.00281796641211087,"DLX6/PAFAH1B1/IGF1/MCOLN3/FGFR1/FGF20/KCNK2/CALB1/DVL1/HES1/EPHA4/PLPPR4/PROX1/NR4A3/HPCA/BMP2/ATP8A2/HEY2/CCM2/GABRB2/ZIC1/SLC25A27/MAPKAPK2/ADGRV1/BMPER/FZD6/GABRB3/FOXG1/MAF/FZD2/SLITRK6/LHFPL5/HES5/MAFB/CEBPD",35
"GO:0006874","intracellular calcium ion homeostasis","46/1607","304/18860",0.151315789473684,1.77586545704647,4.16213328936903,9.46673026113739e-05,0.00352284517072519,0.00285641307641653,"MCUB/XK/PIK3CB/CYBA/ATP2B1/MYH7B/ABL1/KCTD17/CEMIP/CALB1/CAV2/PTPN6/CNR1/SLC25A23/GPR12/APLNR/PLCE1/SLC24A4/PLCH2/ITPR1/SLC25A27/JPH3/UBASH3B/PLCL2/NPTN/ATP2B2/CCR5/CACNB2/PRKCB/P2RY6/CALB2/HAP1/ATP2A2/CHRNA7/PACS2/CDH5/CACNB4/PLCB1/SLC8A1/SV2B/FZD9/RYR2/CALM1/TUNAR/LYN/ITGB3",46
"GO:0043269","regulation of monoatomic ion transport","62/1607","449/18860",0.138084632516704,1.62058255710332,4.06180437981013,0.000103248640301399,0.00381755229011839,0.00309536915559457,"MCUB/HFE/NEDD4L/CYBA/KCNH2/CAMK2B/KCNAB2/GNB5/CAMK2A/ATP2B1/DLG1/NOS1/ABL1/CBARP/CEMIP/HAMP/PIK3CG/GCK/PPP3CB/RGS9/PTPN6/PDGFRB/HES1/GNAI2/RGS4/HPCA/LGALS3/APLNR/CD63/UBR3/STAC/ADRA2A/HOMER1/GPD1L/JPH3/UBASH3B/G6PD/EFHB/SLMAP/WNK2/CACNB2/B2M/KCNJ4/KCNAB1/P2RY6/IL16/HAP1/KCNE3/UCP2/KCNE5/SCN4B/ANO6/SLC8A1/LRRC55/TCAF1/RYR2/CALM1/PLPP4/PPP3R1/LYN/ITGB3/GRIN2B",62
"GO:0010827","regulation of D-glucose transmembrane transport","18/1607","80/18860",0.225,2.6406347230865,4.48790914092187,0.000108610351158437,0.00399021978013927,0.00323537237812227,"IGF1/OSBPL8/SORBS1/TRIB3/PRKAG2/SLC1A2/NR4A3/RHOQ/C3/ARPP19/PIK3R1/SLC25A27/BRAF/PEA15/PRKCI/FABP5/PRKCB/TNF",18
"GO:0097305","response to alcohol","43/1607","280/18860",0.153571428571429,1.80233798559872,4.12808348836931,0.000112351852544236,0.00410155370553896,0.00332564477584306,"CDH1/CYBA/TBXAS1/SPI1/GNB1/OXCT1/GRAMD1A/HCN2/ABCA2/PPP1R9B/CCND1/EEF1B2/TACR1/RGS4/ADCY7/FOSB/SMO/JUND/RARA/RPS6/ADRA2A/SH3RF1/GNAQ/BTG2/G6PD/CCR5/PRKAA2/TGFBR2/ADCY1/ABCA1/CYBB/STAT3/FOS/P2RY6/RELA/ADCY5/NPAS4/SLC2A4/PIM3/RPL10A/TNF/GRIN2B/NEFL",43
"GO:0072012","glomerulus vasculature development","10/1607","30/18860",0.333333333333333,3.91205144160962,4.87157583339201,0.000120233872811058,0.0043483950573351,0.00352579006492077,"NOTCH3/ANGPT2/PDGFRB/HES1/EGR1/IL6R/GPR4/AQP1/ITGB3/PECAM1",10
"GO:0007229","integrin-mediated signaling pathway","23/1607","117/18860",0.196581196581197,2.30710726043645,4.32832200659803,0.000120621222117479,0.0043483950573351,0.00352579006492077,"FGR/ITGAL/ITGA6/ABL1/NRP1/HCK/TIMP1/LOXL3/NID1/ITGB1BP1/CD63/ITGA7/CCM2/CCN1/ITGA10/FERMT3/ZYX/ITGA5/SYK/ITGAM/ISG15/LAMA2/ITGB3",23
"GO:0043303","mast cell degranulation","14/1607","54/18860",0.259259259259259,3.04270667680749,4.58764316070023,0.000125580669190249,0.00449906397446807,0.0036479562812179,"FGR/BTK/LAT2/PIK3CG/VAMP8/NR4A3/CPLX2/KIT/SYK/CD300A/PIK3CD/RASGRP1/LYN/MILR1",14
"GO:1902414","protein localization to cell junction","24/1607","125/18860",0.192,2.25334163036714,4.29074376907271,0.000127435772590325,0.0045373428166728,0.00367899374671094,"CACNG3/VCL/RAB27B/DLG1/DSP/HSPB1/DVL1/SLITRK3/GPSM2/DLG4/ERBB2/OGT/DLG2/F11R/BSN/NETO1/NSG1/CPLX1/GABARAP/NETO2/HRAS/CDH5/RELN/PECAM1",24
"GO:0042060","wound healing","62/1607","453/18860",0.136865342163355,1.60627277734965,3.9862140950785,0.000132936954347178,0.00470417394278847,0.00381426469592838,"WAS/IGF1/CD44/VCL/PIK3CB/RAB27A/FAP/CD59/ANGPT2/DSP/HMOX1/TIMP1/DGKH/PIK3CG/HSPB1/ST3GAL4/PTPN6/SMOC2/CHMP3/F13A1/RREB1/EMILIN2/SYT11/MYH10/ANXA1/DGKB/EMILIN1/MYOF/ERBB2/DGKZ/SERPING1/FERMT3/ADRA2A/DGKE/UBASH3B/RHOC/GNAQ/DGKI/F11R/VAV2/IL6R/ITGA5/PDPN/METAP1/ANXA5/FZD6/SYK/HRAS/ANO6/GPR4/ANXA2/ADRA2C/NACA/SERPINA1/DDR1/TNF/GPX1/AQP1/HBB/LYN/ITGB3/PECAM1",62
"GO:0030099","myeloid cell differentiation","65/1607","481/18860",0.135135135135135,1.58596680065255,3.97300917062872,0.000134356893176184,0.00472543024292824,0.00383149984840685,"SCIN/PAFAH1B1/CD74/HMGB3/HIPK2/SBNO2/SPI1/WDR1/SNX10/BLVRB/CD81/PTPN6/EPAS1/GPR68/BMP2/RARA/LARGE1/IRF4/RIPK1/DYRK3/ITPKB/PIK3R1/FLI1/CAMK4/UBASH3B/LRRK1/KIT/ALAS2/RUNX1/G6PD/GAB3/RACGAP1/TAL1/TGFBR2/IFI16/CARTPT/B2M/EEIG1/STAT3/GPR183/FASN/FOS/JUNB/PIK3CD/UCP2/JUN/MAF/SELENOW/HCLS1/ANXA2/CSF1/CIB1/HSF1/ZFP36L1/PDE2A/ISG15/HBA2/MAFB/HSPA1B/HSPA1A/HBA1/TNF/HBB/LYN/CLEC5A",65
"GO:0021537","telencephalon development","44/1607","291/18860",0.151202749140893,1.77453879825591,4.06378170870487,0.000135261260345208,0.0047284057555828,0.00383391247026323,"PAFAH1B1/WDR47/SLC32A1/PPP1R9B/SLC1A2/MDK/KCNA1/HES1/RTN4/SLC2A1/PROX1/NR4A3/BMP2/MKKS/SMO/FEZF1/RARA/BCAN/MYH10/LARGE1/TUBB2B/ATAT1/EPHA5/PRDM8/ZIC1/NRGN/HTR6/BTG2/SLITRK5/SEMA6B/FOS/CDK5R2/FOXG1/KCNA2/PLCB1/ROBO2/LYPD6/RELN/HES5/LPAR1/CCDC85C/AQP1/SHANK3/NEFL",44
"GO:0034109","homotypic cell-cell adhesion","21/1607","103/18860",0.203883495145631,2.39280816331462,4.32576760713789,0.000136968995676383,0.0047592600425384,0.00385892991623442,"VCL/PIK3CB/DSP/PIK3CG/HSPB1/PTPN6/EMILIN2/DSC2/EMILIN1/FERMT3/UBASH3B/F11R/IL6R/PDPN/METAP1/SYK/CTNNA3/HBB/LYN/ITGB3/CD99",21
"GO:0042552","myelination","28/1607","157/18860",0.178343949044586,2.09307210888668,4.19737681831731,0.000139835412009082,0.00482976440999034,0.00391609666281975,"TMEM98/IGF1/XK/GPC1/BCAS1/DLG1/SOX10/FA2H/ABCA2/CTSC/CDK18/B4GALT6/CXCR4/EGR2/RARA/LARGE1/SCN2A/SELENOI/ERBB2/COL6A1/MAL2/UGT8/HRAS/SCN8A/HES5/LPAR1/PPP3R1/TNF",28
"GO:0002573","myeloid leukocyte differentiation","40/1607","257/18860",0.155642023346304,1.82663880542084,4.07216920100036,0.000143291958287938,0.0048908357679076,0.00396561488371659,"PAFAH1B1/CD74/SBNO2/SPI1/SNX10/CD81/GPR68/BMP2/RARA/LARGE1/IRF4/RIPK1/PIK3R1/CAMK4/UBASH3B/LRRK1/KIT/RUNX1/GAB3/TAL1/TGFBR2/IFI16/CARTPT/EEIG1/GPR183/FASN/FOS/JUNB/PIK3CD/UCP2/JUN/HCLS1/ANXA2/CSF1/HSF1/ZFP36L1/PDE2A/MAFB/TNF/LYN",40
"GO:0002696","positive regulation of leukocyte activation","54/1607","381/18860",0.141732283464567,1.66339195155055,3.99234818862184,0.00014425958049887,0.0048908357679076,0.00396561488371659,"BTK/IGF1/CD74/SPI1/CYLD/ABL1/PYCARD/EBI3/DOCK8/VSIR/CTSC/MDK/CD81/PTPN6/HES1/TACR1/IGFBP2/NR4A3/HSPH1/TNFSF14/NECTIN2/FCHO1/JUND/RARA/FLOT2/ANXA1/GPR65/ITPKB/SOX13/NFKBIZ/IL18/CYRIB/CD1D/RUNX1/ZBTB7B/TGFBR2/SYK/B2M/IL7R/TNIP2/GPR183/PIK3CD/IL16/RASGRP1/HLA-DQB1/HMCES/HLA-DQA1/CR1/FCGR3A/HLA-DOA/HLA-DRA/HLA-DPA1/TNF/LYN",54
"GO:0048259","regulation of receptor-mediated endocytosis","24/1607","126/18860",0.19047619047619,2.23545796663407,4.24651777509966,0.000144916000482307,0.0048908357679076,0.00396561488371659,"HFE/NCDN/RABEP1/PIK3CB/TNK2/NECAB2/HAMP/ABCA2/UNC119/SGIP1/HPCA/C3/DLG4/APLNR/CD63/TAMALIN/SYK/B2M/GSG1L/ANXA2/LPAR1/ARC/PPP3R1/ITGB3",24
