"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","17/877","86/9376",0.197674418604651,2.11333563151335,3.33172384804115,0.0022431660889735,0.00905277743050019,0.00517221253597899,"816/815/3780/2645/2740/6513/113/5582/6616/2776/3778/90993/107/5579/111/23236/6262",17
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","26/877","155/9376",0.167741935483871,1.79332769338287,3.19912325788512,0.00232033682347773,0.00906325006138681,0.00517819596738138,"4353/1535/29927/5289/4842/4689/523/718/9550/347733/2209/3678/2215/1536/84790/3684/84617/3119/10383/203068/3117/2214/3111/3122/3113/3690",26
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","19/877","101/9376",0.188118811881188,2.01117671630333,3.28195263356185,0.00232548678746635,0.00906325006138681,0.00517819596738138,"816/815/1855/2771/113/5582/2776/3815/90993/7855/107/8323/5579/111/3265/2535/23236/8326/801",19
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","14/877","65/9376",0.215384615384615,2.30267520392948,3.38529236548937,0.00232596682991343,0.00906325006138681,0.00517819596738138,"5151/3776/8911/113/3164/3949/57552/3708/2776/90993/107/111/23236/8912",14
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","47/877","333/9376",0.141141141141141,1.50893881338579,3.03761650917332,0.00263064909475638,0.0100419422086478,0.00573736179596704,"1298/5291/7132/4854/5522/1739/5829/3655/1299/4242/3955/1855/595/3910/5159/3280/523/10000/6696/1017/1284/3679/23493/9550/1291/8515/5295/1740/5521/90993/3678/7855/5584/8323/5293/5970/3265/2535/1282/9636/1287/8326/5649/3908/388585/7124/3690",47
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","16/877","80/9376",0.2,2.1381984036488,3.28410042041087,0.00263638010787507,0.0100419422086478,0.00573736179596704,"3479/5291/5159/10000/5582/6194/2064/5295/53358/673/6464/3570/5579/6774/5293/3265",16
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","23/877","133/9376",0.172932330827068,1.84881816856851,3.16690861237751,0.00271519800239716,0.0102272458090293,0.00584323312796582,"3683/3459/3937/5291/7462/3383/5532/3384/5777/5582/5295/53358/673/7410/6464/2215/6850/5579/5293/3265/2214/5534/7124",23
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","21/877","120/9376",0.175,1.8709236031927,3.08432781895369,0.00351867659255202,0.0131080369766498,0.00748914393325126,"4145/5291/816/815/25/397/10000/5295/4794/53358/814/673/6464/9261/10782/5293/5970/3265/6197/3725/801",21
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","34/877","226/9376",0.150442477876106,1.6083793301783,2.97385399975112,0.00358677272130241,0.0132164777447991,0.00755110046589981,"5291/816/815/490/3776/610/2740/10846/2771/10000/2891/113/10257/84152/9475/51196/5295/814/491/90993/673/3362/7410/107/2353/5293/5970/111/488/3725/1129/6262/801/2904",34
"Human Diseases","Substance dependence","hsa05033","Nicotine addiction","10/877","41/9376",0.24390243902439,2.60755902884,3.31362391901762,0.00371617826744473,0.0135460691684276,0.00773940918177511,"2554/140679/2557/2566/2891/2561/2562/1139/2563/2904",10
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","21/877","122/9376",0.172131147540984,1.84025272445184,3.00072790740088,0.00430113471124318,0.0154613496913385,0.00883368527621886,"3937/5291/5522/1739/5063/5532/5777/10000/10298/5295/4794/5521/7410/2353/5293/10125/5970/3265/3725/5534/7124",21
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","23/877","138/9376",0.166666666666667,1.78183200304067,2.97211444261955,0.00437834832787568,0.0154613496913385,0.00883368527621886,"7454/5606/3937/5291/5829/58484/8874/29108/8395/10000/57180/9475/5295/3606/2776/7410/3678/2353/5293/5970/6197/3725/7124",23
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","18/877","99/9376",0.181818181818182,1.94381673058982,3.03251537102888,0.00437843531082152,0.0154613496913385,0.00883368527621886,"3479/5606/5291/816/815/41/3554/113/5582/5295/3708/2776/107/5579/5293/111/23236/801",18
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","35/877","238/9376",0.147058823529412,1.5722047085653,2.87220774623656,0.00458406656469758,0.015961508295573,0.00911944582016901,"3479/2324/5291/10235/10681/9462/5063/2260/2782/26281/285/25/6789/5159/10000/5228/5582/10298/9771/51196/51365/5295/53358/3815/6464/5579/1942/5293/10125/5970/3265/2788/1435/801/2904",35
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","20/877","115/9376",0.173913043478261,1.85930295969461,2.97829564171891,0.00466526632747546,0.015961508295573,0.00911944582016901,"4129/10681/2782/2771/1843/5582/1558/2561/3708/2776/673/3362/2562/5579/111/3265/2788/247/23236/4128",20
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","20/877","115/9376",0.173913043478261,1.85930295969461,2.97829564171891,0.00466526632747546,0.015961508295573,0.00911944582016901,"2260/2771/1958/113/5582/3727/6258/3708/2776/90993/673/107/65268/5579/2353/111/23236/4666/4326/9935",20
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","25/877","155/9376",0.161290322580645,1.72435355132968,2.92098247964743,0.00474282092459773,0.015961508295573,0.00911944582016901,"816/815/5151/3776/8911/1855/595/2771/113/3164/1017/3949/57552/3708/2776/90993/673/7855/107/8323/111/2535/23236/8326/8912",25
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","14/877","70/9376",0.2,2.1381984036488,3.07034366042855,0.00475549362198487,0.015961508295573,0.00911944582016901,"7132/51422/10645/10000/6513/92579/6258/4794/5563/6774/5970/6517/51703/7124",14
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","31/877","205/9376",0.151219512195122,1.6166865978808,2.86770592948555,0.00488334908233339,0.0162299543030492,0.00927281972290344,"5291/1535/816/815/513/4689/2997/2597/374291/10000/6513/7043/4694/5582/1350/4698/5295/4715/291/7381/2539/7048/1536/5579/5293/5970/488/6517/23236/4697/6262",31
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","62/877","480/9376",0.129166666666667,1.38091980235652,2.75206256048532,0.00509899387590208,0.0167268213103691,0.00955669964635278,"5606/816/7132/55062/815/5289/9706/4842/513/1855/5532/374291/2891/317/6310/4694/8678/5582/1350/4698/4294/1742/347733/4715/7316/3708/291/2776/7381/673/7855/55255/8323/1536/5579/84516/84790/54205/5970/9001/6712/488/3265/1139/84617/2535/23236/1435/1133/8632/10383/8326/4697/203068/6262/801/5534/7124/2876/643246/2904/4747",62
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","15/877","78/9376",0.192307692307692,2.05596000350846,3.00816406858302,0.0052078661780434,0.0167268213103691,0.00955669964635278,"3631/5291/3632/5289/8871/80271/5294/8395/3706/51196/3707/9651/5293/23236/22876",15
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","15/877","78/9376",0.192307692307692,2.05596000350846,3.00816406858302,0.0052078661780434,0.0167268213103691,0.00955669964635278,"29108/10392/2771/718/710/23643/3678/3684/2353/5970/713/3725/801/721/7124",15
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","17/877","93/9376",0.182795698924731,1.95426735817364,2.97076903040679,0.00523021551297677,0.0167268213103691,0.00955669964635278,"2983/490/4842/4069/113/5582/3708/2977/2776/3778/491/107/55503/5579/111/23236/801",17
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","28/877","181/9376",0.154696132596685,1.65385511884438,2.85329364402443,0.00529417014232342,0.0167731184882957,0.00958315106923276,"972/3459/816/7132/815/5289/5532/10000/7043/317/718/2209/3606/2215/6850/3684/54205/5970/3119/3117/801/1378/2214/3111/3122/5534/3113/7124",28
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","25/877","157/9376",0.159235668789809,1.70238726405159,2.85092680388037,0.00561246704547645,0.0176169104483011,0.0100652430445192,"5606/5291/10758/28996/23291/4776/5532/595/1647/10000/7043/1017/5295/3486/3708/291/678/9261/7048/5293/5970/3265/677/801/5534",25
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","10/877","44/9376",0.227272727272727,2.42977091323728,3.0535634675608,0.0063657292917476,0.0197980021091967,0.0113113876357466,"5798/2571/2572/5799/3119/3117/3111/3122/3113/7124",10
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","16/877","88/9376",0.181818181818182,1.94381673058982,2.85738936891609,0.00699344925334412,0.0215525390625787,0.0123138245226346,"3075/966/730/2162/718/5648/710/11326/3684/719/713/5265/728/1378/3426/721",16
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","51/877","388/9376",0.131443298969072,1.40525926013001,2.61889929294123,0.00757417666662712,0.0231319449548342,0.0132162020546173,"5291/7132/55062/5289/9706/4842/513/1855/5532/2597/374291/57142/10000/317/4694/8678/1350/4698/347733/27173/5295/4715/3708/291/2776/7381/673/7855/8323/1536/84790/5293/54205/5970/488/3265/1139/84617/2535/23236/1435/1133/10383/8326/4697/203068/4311/801/5534/7124/2904",51
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","22/877","137/9376",0.160583941605839,1.71680163796619,2.71486544205365,0.00817764259407912,0.0247519717802931,0.0141417879446481,"5291/7132/1075/4001/1647/10000/317/8737/597/5295/3708/4000/84790/2353/5293/54205/5970/3265/3725/56616/7124/3563",22
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","12/877","60/9376",0.2,2.1381984036488,2.84105981719235,0.00863555903718168,0.0256408896077848,0.0146496621264785,"5291/5829/3315/5532/10000/5582/5295/9261/5579/5293/3265/5534",12
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","16/877","90/9376",0.177777777777778,1.90062080324338,2.75772152995722,0.00869823688759663,0.0256408896077848,0.0146496621264785,"3479/5291/51422/10645/10000/113/83667/5295/814/90993/5563/107/5293/5970/111/3265",16
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","16/877","90/9376",0.177777777777778,1.90062080324338,2.75772152995722,0.00869823688759663,0.0256408896077848,0.0146496621264785,"3459/5606/5291/5532/5777/10000/5295/4794/6774/2353/5293/10125/5970/3265/3725/5534",16
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","22/877","139/9376",0.158273381294964,1.69209945612495,2.64065677508016,0.00966942563628862,0.028258062850878,0.0161449575052369,"5291/2771/10000/113/5914/5295/53358/3708/2776/90993/6464/107/2353/5293/3310/111/3265/3725/23236/801/3304/3303",22
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","17/877","99/9376",0.171717171717172,1.83582691222372,2.68554039856239,0.00985854312319506,0.0285644967415652,0.0163200353996212,"3479/5291/4854/595/10000/113/2064/5295/53358/673/6464/107/2353/5293/111/3265/3725",17
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","33/877","233/9376",0.141630901287554,1.51417483520194,2.55297133441581,0.0101456944628998,0.0291473764654494,0.0166530578159996,"7414/1298/57644/3655/1299/1832/8736/4001/4811/29767/8572/4628/1824/1837/1284/3679/1291/8515/7791/4000/4634/3678/91010/25802/2199/91977/6712/633/1282/1287/3908/7169/3690",33
"Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","12/877","62/9376",0.193548387096774,2.06922426159562,2.71330148750739,0.0112200641357699,0.031963039848958,0.0182617585226153,"4854/4242/3955/1855/3280/6310/23493/7090/151636/1488/388585/441478",12
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","24/877","158/9376",0.151898734177215,1.62394815466998,2.54073995050075,0.011670623741615,0.0328151061182812,0.0187485779405798,"3479/5291/7132/9706/8131/1855/523/10000/5582/83667/9550/6194/5295/673/5563/7855/8323/5579/5293/3265/6197/2535/8326/7124",24
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","20/877","125/9376",0.16,1.71055872291904,2.56898850828723,0.0117910789770994,0.0328151061182812,0.0187485779405798,"5291/7132/5522/2771/10000/5582/9475/5295/2776/5521/130367/171546/5579/5293/5970/3265/53637/23236/1903/7124",20
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","16/877","93/9376",0.172043010752688,1.83931045475166,2.61289195791518,0.0118593603491394,0.0328151061182812,0.0187485779405798,"3459/4854/3595/3718/5532/4794/2353/5970/3725/4094/3119/3117/3111/3122/5534/3113",16
"Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","13/877","70/9376",0.185714285714286,1.98546994624532,2.65835147220148,0.0119949017460559,0.0328151061182812,0.0187485779405798,"3683/4842/3383/25/595/1837/54205/3119/3908/3117/3111/3122/3113",13
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","23/877","150/9376",0.153333333333333,1.63928544279742,2.53533434621024,0.0120031656597843,0.0328151061182812,0.0187485779405798,"999/5291/26281/1855/595/1647/10000/7043/1017/2064/6258/5295/53358/673/6464/7855/7048/8323/5293/3265/2535/29119/8326",23
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","28/877","195/9376",0.143589743589744,1.53511680261965,2.42561807524729,0.014277528908806,0.038673727851426,0.0220958420265871,"4353/3683/5291/1535/1183/4689/10000/718/5582/5295/2209/291/2215/6850/1536/5579/3684/5293/5970/23236/837/728/1378/2214/3690/8353/8358/8352",28
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","22/877","144/9376",0.152777777777778,1.63334600278728,2.46023108979985,0.0143743059270787,0.038673727851426,0.0220958420265871,"5291/55062/5289/23152/9706/10000/2891/6310/8678/5582/5295/3708/291/2776/5579/5293/54205/6712/488/23236/5649/2904",22
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","17/877","104/9376",0.163461538461538,1.74756600298219,2.46252711483885,0.0158092883928437,0.0421995965761732,0.0241103113492187,"1103/43/160851/10162/9926/10400/1607/85465/55224/51365/8525/23171/8526/9162/151056/10555/196051",17
"Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","8/877","36/9376",0.222222222222222,2.37577600405423,2.65660547197714,0.0161120834018019,0.0426718458844598,0.024380126200095,"8908/5837/5836/5834/2997/2645/92579/3101",8
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","13/877","73/9376",0.178082191780822,1.90387529092017,2.49034751107102,0.0168229582877986,0.0442091694539823,0.0252584604239489,"3479/999/5291/2260/26281/595/5159/1647/10000/5295/673/5293/3265",13
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","17/877","105/9376",0.161904761904762,1.73092251723951,2.41938074811014,0.017278824627879,0.0450578580680845,0.0257433500528724,"695/7132/4791/1540/3383/29760/3554/1647/8740/8737/597/23643/6850/5579/5970/7124/4067",17
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","19/877","122/9376",0.155737704918033,1.66499056021833,2.37482804177407,0.0181563008514246,0.0469846258674271,0.0268441892861561,"3479/5291/23216/5522/2997/51422/595/10645/10000/92579/5295/5521/90993/5563/2194/5209/5293/1149/6517",19
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","11/877","59/9376",0.186440677966102,1.9932358000116,2.45833940824295,0.0194133345803886,0.0498569728996343,0.0284852756203469,"999/5291/595/1647/10000/2064/5295/673/5293/3265/29119",11
