"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032496","response to lipopolysaccharide","62/1341","350/18860",0.177142857142857,2.49136039203153,7.7917046233146,1.85965395632338e-11,9.4826757196378e-09,7.04584715005203e-09,"TAC1/SLC11A1/TNFRSF1B/MAP2K3/NFKB2/EDN1/OPRK1/GSTP1/ABCB1/CD200/TREM2/XBP1/NFKBIA/SLC7A5/LILRB1/SERPINE1/MAPK8/GIT1/CCL2/IL10RA/LY86/CD86/FOXP1/IL1A/TNFSF4/CD274/NR4A1/ZFP36/JUND/HAVCR2/EDNRB/TLR2/SMAD6/COL6A1/S100A8/SNCA/CD96/GBP5/CCR5/ALPL/GBP2/VCAM1/NLRP3/MAPKAPK2/HMGB2/CASP7/PRDX2/CX3CR1/IL12A/TNIP2/PTAFR/CXCL8/FOS/CD14/PRKCE/CEBPB/RELA/THBD/NQO1/SIGIRR/PDCD1LG2/PLCG2",62
"GO:0046634","regulation of alpha-beta T cell activation","33/1341","124/18860",0.266129032258065,3.74287363787256,8.478075251066,2.01259477601085e-11,9.4826757196378e-09,7.04584715005203e-09,"PRDM1/CBFB/IL4R/LILRB1/RASAL3/JAK3/VSIR/CD69/CD83/BCL6/CD86/LOXL3/CD160/TNFSF4/CD274/NCKAP1L/IRF1/STAT5A/LGALS3/TNFRSF14/NLRP3/DAPL1/SYK/NFKBID/IL12A/JUNB/KLHL25/LILRB4/CARD11/HLA-DRA/AGER/HLA-E/HLA-A",33
"GO:0050866","negative regulation of cell activation","48/1341","235/18860",0.204255319148936,2.8726736160693,7.99221107433866,2.25852458348564e-11,9.82284461155987e-09,7.29860049610624e-09,"FGR/TYROBP/CD74/CD84/CBFB/IL4R/CD200/TREM2/RHBDD3/PDGFB/LILRB1/JAK3/VSIR/MDK/CD69/BCL6/CD86/LOXL3/ID2/TNFSF4/CD274/IRF1/STAT5A/PLA2G5/FGL2/FOXJ1/LDLR/LGALS3/PDGFRA/HAVCR2/LRRC32/UBASH3B/SAMSN1/TNFRSF14/DAPL1/PRKCD/PRDX2/INPP5D/CEBPB/C1QTNF1/SOX11/THBD/LILRB4/PDCD1LG2/NRARP/MICA/HLA-E/MILR1",48
"GO:0051251","positive regulation of lymphocyte activation","61/1341","346/18860",0.176300578034682,2.47951446810895,7.68468727963706,3.32303623620236e-11,1.34203191996344e-08,9.97160723209295e-09,"TAC1/CD4/TYROBP/CD74/KITLG/CBFB/IL4R/XBP1/LILRB1/RASAL3/DOCK8/VSIR/SMARCD2/CCL2/EFNB3/MDK/CD83/BCL6/CD86/HES1/IL1A/TACR1/CD160/TNFSF4/CD274/NCKAP1L/CDKN1A/SOX4/STAT5A/HAVCR2/MMP14/TNFRSF14/TNFRSF13C/VCAM1/NLRP3/SYK/NFKBID/CCDC88B/IL12A/TNIP2/INPP5D/GPR183/CLEC7A/RASGRP1/ATAD5/HLA-DQB1/KLHL25/LILRB4/HLA-DQA1/PDCD1LG2/CARD11/HLA-DRB5/HLA-DOA/HLA-DMA/HLA-DRA/AGER/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB",61
"GO:0070661","leukocyte proliferation","62/1341","356/18860",0.174157303370787,2.44937117194111,7.63819727521741,3.89018648653466e-11,1.4663409596578e-08,1.08952521177262e-08,"TAC1/CD4/TYROBP/SLC11A1/CD74/TNFRSF1B/KITLG/CNN2/GSTP1/TREM2/LILRB1/RASAL3/DOCK8/VSIR/CCND3/BCL6/CD86/HES1/IL1A/TACR1/TNFSF4/CD274/NCKAP1L/CDKN1A/IRF1/STAT5A/PLA2G5/FOXJ1/BST2/LGALS3/DOCK2/HAVCR2/LRRC32/MSN/HHEX/TNFRSF14/TNFRSF13C/VCAM1/PRKCD/SYK/PRDX2/CCDC88B/IL12A/INPP5D/GPR183/JUNB/CEBPB/RASGRP1/ATAD5/SOX11/CD151/CSF1R/LILRB4/PDCD1LG2/CSF2RA/CARD11/AGER/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB",62
"GO:1903037","regulation of leukocyte cell-cell adhesion","67/1341","401/18860",0.167082294264339,2.34986731530607,7.5592419491666,4.22399399466403e-11,1.4926538778644e-08,1.10907631794106e-08,"CD4/CD74/KITLG/CBFB/IL4R/XBP1/LILRB1/RASAL3/JAK3/DOCK8/VSIR/SMARCD2/CCL2/EFNB3/MDK/CD69/CD83/BCL6/CD86/HES1/IL1A/LOXL3/CD160/TNFSF4/NR4A3/CD274/NCKAP1L/SOX4/IRF1/STAT5A/PLA2G5/FGL2/FOXJ1/LGALS3/HAVCR2/KLF4/LRRC32/TNFRSF14/TNFRSF13C/VCAM1/NLRP3/DAPL1/SYK/NFKBID/PRDX2/CCDC88B/IL12A/CEBPB/RASGRP1/RELA/HLA-DQB1/KLHL25/LILRB4/HLA-DQA1/PDCD1LG2/CARD11/NRARP/HLA-DRB5/HLA-DOA/HLA-DMA/HLA-DRA/AGER/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB",67
"GO:0050863","regulation of T cell activation","67/1341","404/18860",0.165841584158416,2.33241780553894,7.48999249173208,5.91095322485372e-11,1.96591350196017e-08,1.4607191529654e-08,"CD4/CD74/TNFRSF1B/KITLG/PRDM1/CBFB/IL4R/XBP1/LILRB1/RASAL3/JAK3/DOCK8/VSIR/SMARCD2/CCL2/EFNB3/MDK/CD69/CD83/BCL6/CD86/HES1/IL1A/LOXL3/CD160/TNFSF4/CD274/NCKAP1L/SOX4/IRF1/STAT5A/PLA2G5/FGL2/FOXJ1/LGALS3/HAVCR2/LRRC32/TNFRSF14/TNFRSF13C/VCAM1/NLRP3/DAPL1/SYK/NFKBID/PRDX2/CCDC88B/IL12A/JUNB/CEBPB/RASGRP1/HLA-DQB1/KLHL25/LILRB4/HLA-DQA1/PDCD1LG2/CARD11/NRARP/HLA-DRB5/HLA-DOA/HLA-DMA/HLA-DRA/AGER/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB",67
"GO:0050870","positive regulation of T cell activation","51/1341","267/18860",0.191011235955056,2.68640709180638,7.67825230445247,7.15156076750070e-11,2.24638469885828e-08,1.66911573234475e-08,"CD4/CD74/KITLG/CBFB/IL4R/XBP1/LILRB1/RASAL3/DOCK8/VSIR/SMARCD2/CCL2/EFNB3/MDK/CD83/BCL6/CD86/HES1/IL1A/CD160/TNFSF4/CD274/NCKAP1L/SOX4/STAT5A/HAVCR2/TNFRSF14/TNFRSF13C/VCAM1/NLRP3/SYK/NFKBID/CCDC88B/IL12A/RASGRP1/HLA-DQB1/KLHL25/LILRB4/HLA-DQA1/PDCD1LG2/CARD11/HLA-DRB5/HLA-DOA/HLA-DMA/HLA-DRA/AGER/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB",51
"GO:0042060","wound healing","72/1341","453/18860",0.158940397350993,2.23535860853075,7.3632526717769,8.4789151060894e-11,2.52314663209629e-08,1.87475624312481e-08,"TNFRSF12A/SLC11A1/PIK3CB/CNN2/FERMT2/FAP/EDN1/B4GALT1/ITPR3/XBP1/HMOX1/PDGFB/MYL9/MYL12A/HTR2A/WFDC1/HSPB1/SERPINE1/ENG/VWF/ELK3/PTK7/IL1A/PLEK/PLA2G4A/F3/PPL/CDKN1A/PDGFRA/THBS1/ENTPD1/ARHGAP24/FGF2/MMRN1/ACVRL1/FKBP10/TMEFF2/AK3/SERPING1/ADRA2A/UBASH3B/WNT7A/RHOC/F11R/JAML/ITGA5/PRKCD/F2RL2/SYK/SVEP1/CASP7/ANGPTL4/PRDX2/P2RY12/PRKCE/CLEC7A/VEGFB/C1QTNF1/GPR4/CD151/THBD/PRF1/ANXA2/PEAR1/PLSCR1/FLNA/PLCG2/AGER/CLIC1/HBB/ITGB3/PECAM1",72
"GO:0050920","regulation of chemotaxis","44/1341","214/18860",0.205607476635514,2.8916905364249,7.69986659477657,1.22533289436253e-10,3.46401609236287e-08,2.57384399021097e-08,"SEMA3F/MYCBP2/CD74/EDN1/GSTP1/TREM2/PDGFB/RIN3/HSPB1/SERPINE1/RARRES2/CCL2/MDK/NEDD9/PERP/SEMA5A/THBS4/F3/PGF/DUSP1/PTK2B/NCKAP1L/PDGFRA/TBR1/THBS1/FGF2/CDH13/SLIT2/YTHDF1/VEGFC/PTPRO/ROBO3/CX3CR1/IL12A/P2RY12/CXCL8/GPR183/C3AR1/SCG2/VEGFB/CSF1R/AGER/ZNF580/CCL4",44
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","53/1341","289/18860",0.183391003460208,2.57923514187883,7.4850919334265,1.47040424068343e-10,3.81808028092743e-08,2.83692186271133e-08,"CD4/CD74/KITLG/CBFB/IL4R/XBP1/LILRB1/RASAL3/DOCK8/VSIR/SMARCD2/CCL2/EFNB3/MDK/CD83/BCL6/CD86/HES1/IL1A/CD160/TNFSF4/NR4A3/CD274/NCKAP1L/SOX4/STAT5A/HAVCR2/TNFRSF14/TNFRSF13C/VCAM1/NLRP3/SYK/NFKBID/CCDC88B/IL12A/RASGRP1/RELA/HLA-DQB1/KLHL25/LILRB4/HLA-DQA1/PDCD1LG2/CARD11/HLA-DRB5/HLA-DOA/HLA-DMA/HLA-DRA/AGER/HLA-E/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB",53
"GO:0050673","epithelial cell proliferation","76/1341","496/18860",0.153225806451613,2.15498785210844,7.21196608117373,1.48563435055542e-10,3.81808028092743e-08,2.83692186271133e-08,"PIK3CB/PRDM1/RASGRF1/CDH3/NGFR/TIE1/VASH1/LIMS2/FAP/B4GALT1/XBP1/HMOX1/PDGFB/JAG1/STK3/DLX5/CAV2/ENG/CCL2/CCND1/MDK/SEMA5A/SPARC/THBS4/HES1/TACR1/STAT1/ID2/F3/NR4A3/TEK/TBX2/NR4A1/CDKN1A/STAT5A/MAP2K2/ZFP36/LAMA5/EDNRB/SULF1/THBS1/FGF2/ACVRL1/CDH13/EPHA2/AGTR1/SFRP2/IGFBP3/BTBD10/VEGFC/PTPRK/DAB2/WNT7A/MMP14/JAML/HMGB2/FABP7/IL12A/ATOH8/COL8A2/SCG2/CEBPB/EGFL7/MMRN2/VEGFB/POLD4/SFN/NUPR1/SOX11/NR2F2/SULF2/NRARP/ZNF580/NEAT1/ITGB3/UHRF1",76
"GO:0002685","regulation of leukocyte migration","46/1341","233/18860",0.197424892703863,2.77660960208415,7.54948925129315,1.95148841556167e-10,4.79726760938507e-08,3.56448067117007e-08,"CD74/KITLG/CNN2/STK10/EDN1/ICAM1/CD200/TREM2/HMOX1/RIN3/SMPD3/SERPINE1/RARRES2/DOCK8/CCL2/MDK/CD69/NEDD9/PERP/THBS4/TACR1/IL1R1/PGF/DUSP1/PTK2B/NCKAP1L/LGALS3/THBS1/SLIT2/MSN/VEGFC/JAM2/MMP14/TNFRSF14/CX3CR1/IL12A/P2RY12/CXCL8/PTGER4/C3AR1/VEGFB/CSF1R/AGER/ZNF580/ITGB3/CCL4",46
"GO:0002286","T cell activation involved in immune response","34/1341","142/18860",0.23943661971831,3.36746804465871,7.83461463243455,2.29289591419008e-10,5.18710137387565e-08,3.85413616501363e-08,"ITGAL/TYROBP/SLC11A1/CD74/BCL3/IL4R/APBB1IP/ICAM1/TREM2/RELB/LILRB1/JAK3/MDK/CD69/BCL6/CD86/FOXP1/LOXL3/TNFSF4/NCKAP1L/STAT5A/FGL2/LGALS3/HAVCR2/STAT4/NLRP3/NFKBID/IL12A/GPR183/JUNB/PTGER4/SOCS3/HLA-DRA/HLA-DMB",34
"GO:0050777","negative regulation of immune response","45/1341","226/18860",0.199115044247788,2.80038011522243,7.53328580591905,2.29355384412613e-10,5.18710137387565e-08,3.85413616501363e-08,"FGR/IL4R/TREM2/LILRB1/RPS19/JAK3/DHX58/CD69/OAS3/BCL6/LOXL3/CD160/TNFSF4/CD274/NPY/NCKAP1L/STAT5A/FGL2/FOXJ1/NECTIN2/LGALS3/HAVCR2/PIM1/NLRC5/SERPING1/CD96/SAMSN1/TNFRSF14/FCRLB/SYK/INPP5D/STAT2/PARP14/SFN/A2M/USP18/YTHDF3/LILRB4/ISG15/ZDHHC18/MICA/HLA-E/HLA-F/HLA-A/HLA-B",45
