DISORDER,STUDY,YEAR,TISSUE,GENEID,LOG2FC,PVAL
BD,Akula,2021,sgACC,ENSG00000104427,0.0761025600,0.0166208100
BD,Akula,2021,sgACC,ENSG00000121766,0.0673950400,0.0384417400
BD,Akula,2021,sgACC,ENSG00000206559,0.1228878200,0.0075873400
BD,Akula,2021,sgACC,ENSG00000136866,0.1546951700,0.0052158300
BD,Akula,2021,sgACC,ENSG00000121741,0.0450229900,0.0232506800
BD,Akula,2021,sgACC,ENSG00000176293,-0.1802491000,0.0100240600
BD,Akula,2021,sgACC,ENSG00000170949,0.1783893200,0.0006762700
BD,Akula,2021,sgACC,ENSG00000175787,0.0913338300,0.0445479500
BD,Akula,2021,sgACC,ENSG00000172466,-0.1609834000,0.0270929700
BD,Akula,2021,sgACC,ENSG00000152454,0.0786457700,0.0257279400
BD,Akula,2021,sgACC,ENSG00000006194,0.1106997500,0.0315177200
BD,Akula,2021,sgACC,ENSG00000083844,0.2674968700,0.0001848900
BD,Akula,2021,sgACC,ENSG00000181894,0.1854404000,0.0105733000
BD,Akula,2021,sgACC,ENSG00000130684,0.0761876200,0.0267951900
BD,Akula,2021,sgACC,ENSG00000213742,0.1352868800,0.0303122400
BD,Akula,2021,sgACC,ENSG00000189180,-0.1213579000,0.0383658400
BD,Akula,2021,sgACC,ENSG00000225192,0.1494680100,0.0312208600
BD,Akula,2021,sgACC,ENSG00000251666,0.1132455200,0.0450758200
BD,Akula,2021,sgACC,ENSG00000186918,0.1616567400,0.0065471100
BD,Akula,2021,sgACC,ENSG00000118620,0.0733042200,0.0424281700
BD,Akula,2021,sgACC,ENSG00000197647,0.0913076100,0.0473611600
BD,Akula,2021,sgACC,ENSG00000249087,0.2055504600,0.0001190000
BD,Akula,2021,sgACC,ENSG00000197044,0.1412191900,0.0033092600
BD,Akula,2021,sgACC,ENSG00000198342,0.1949383500,0.0047345100
BD,Akula,2021,sgACC,ENSG00000197808,0.2483525800,0.0000104360
BD,Akula,2021,sgACC,ENSG00000196263,0.0899095700,0.0192274300
BD,Akula,2021,sgACC,ENSG00000081665,0.0962111700,0.0073069100
BD,Akula,2021,sgACC,ENSG00000178163,0.0771777500,0.0417186200
BD,Akula,2021,sgACC,ENSG00000175322,0.1187006900,0.0353064300
BD,Akula,2021,sgACC,ENSG00000171443,-0.1672799000,0.0084460300
BD,Akula,2021,sgACC,ENSG00000167625,0.1097031100,0.0070085200
BD,Akula,2021,sgACC,ENSG00000198633,0.1310447300,0.0381967500
BD,Akula,2021,sgACC,ENSG00000270011,0.1129930400,0.0346664900
BD,Akula,2021,sgACC,ENSG00000124444,-0.1090070000,0.0111565100
BD,Akula,2021,sgACC,ENSG00000018869,-0.1016210000,0.0384560100
BD,Akula,2021,sgACC,ENSG00000166716,-0.1050504000,0.0268486700
BD,Akula,2021,sgACC,ENSG00000181450,0.1397269400,0.0495090000
BD,Akula,2021,sgACC,ENSG00000140548,-0.1125034000,0.0099460400
BD,Akula,2021,sgACC,ENSG00000268100,0.1723931500,0.0146608700
BD,Akula,2021,sgACC,ENSG00000196417,0.1241228000,0.0309119100
BD,Akula,2021,sgACC,ENSG00000198146,0.0628714200,0.0457959600
BD,Akula,2021,sgACC,ENSG00000214189,0.1385742700,0.0377266900
BD,Akula,2021,sgACC,ENSG00000196466,0.1158432300,0.0277418000
BD,Akula,2021,sgACC,ENSG00000231205,0.1800888000,0.0120417600
BD,Akula,2021,sgACC,ENSG00000151612,0.0811900000,0.0349023700
BD,Akula,2021,sgACC,ENSG00000197608,0.1336596600,0.0247704600
BD,Akula,2021,sgACC,ENSG00000167232,0.1390386900,0.0228826500
BD,Akula,2021,sgACC,ENSG00000186187,-0.1380579000,0.0167847200
BD,Akula,2021,sgACC,ENSG00000183579,0.1033988200,0.0453194500
BD,Akula,2021,sgACC,ENSG00000137185,-0.1370922000,0.0370230600
BD,Akula,2021,sgACC,ENSG00000283382,-0.1637958000,0.0000772910
BD,Akula,2021,sgACC,ENSG00000253882,0.2400552800,0.0002389900
BD,Akula,2021,sgACC,ENSG00000270504,0.2665764800,0.0002485900
BD,Akula,2021,sgACC,ENSG00000227606,0.2640951900,0.0002668400
BD,Akula,2021,sgACC,ENSG00000275601,0.2107804100,0.0003189800
BD,Akula,2021,sgACC,ENSG00000272588,-0.2361367000,0.0011478800
BD,Akula,2021,sgACC,ENSG00000276107,-0.1904625000,0.0014111600
BD,Akula,2021,sgACC,ENSG00000275759,0.2103834600,0.0014915800
BD,Akula,2021,sgACC,ENSG00000256824,-0.2045953000,0.0016946500
BD,Akula,2021,sgACC,ENSG00000268743,0.1836457200,0.0018231400
BD,Akula,2021,sgACC,ENSG00000280054,0.2177753700,0.0021748600
BD,Akula,2021,sgACC,ENSG00000254708,-0.2163711000,0.0021966500
BD,Akula,2021,sgACC,ENSG00000271817,0.2129427300,0.0023615200
BD,Akula,2021,sgACC,ENSG00000280431,0.2189138100,0.0023805800
BD,Akula,2021,sgACC,ENSG00000273973,0.2199001700,0.0025116500
BD,Akula,2021,sgACC,ENSG00000258789,0.1963042300,0.0027716500
BD,Akula,2021,sgACC,ENSG00000273668,0.2113417600,0.0028481700
BD,Akula,2021,sgACC,ENSG00000248954,0.2113260500,0.0029379400
BD,Akula,2021,sgACC,ENSG00000274560,0.2142100800,0.0030054500
BD,Akula,2021,sgACC,ENSG00000273454,-0.2100100000,0.0030488200
BD,Akula,2021,sgACC,ENSG00000279315,0.1850150000,0.0032403900
BD,Akula,2021,sgACC,ENSG00000272021,0.1569632300,0.0036045100
BD,Akula,2021,sgACC,ENSG00000249930,0.2040769000,0.0036052800
BD,Akula,2021,sgACC,ENSG00000279594,0.1609634900,0.0040863000
BD,Akula,2021,sgACC,ENSG00000269935,0.1969352100,0.0040978700
BD,Akula,2021,sgACC,ENSG00000277563,0.2072214900,0.0041470000
BD,Akula,2021,sgACC,ENSG00000273711,0.2001368100,0.0041584800
BD,Akula,2021,sgACC,ENSG00000283574,0.1808991000,0.0041657600
BD,Akula,2021,sgACC,ENSG00000269881,-0.2063533000,0.0042718100
BD,Akula,2021,sgACC,ENSG00000261098,0.1365354000,0.0043429800
BD,Akula,2021,sgACC,ENSG00000273188,0.2000617100,0.0045279500
BD,Akula,2021,sgACC,ENSG00000263571,0.1789125300,0.0045917800
BD,Akula,2021,sgACC,ENSG00000280143,-0.1552121000,0.0047385300
BD,Akula,2021,sgACC,ENSG00000280339,0.1824479700,0.0047919100
BD,Akula,2021,sgACC,ENSG00000274460,0.1624174000,0.0048012300
BD,Akula,2021,sgACC,ENSG00000267056,0.2038790400,0.0050676600
BD,Akula,2021,sgACC,ENSG00000246379,0.1901126800,0.0052022700
BD,Akula,2021,sgACC,ENSG00000259943,0.1370036000,0.0052292900
BD,Akula,2021,sgACC,ENSG00000270557,0.1530584200,0.0053531900
BD,Akula,2021,sgACC,ENSG00000260572,0.1337813400,0.0058805800
BD,Akula,2021,sgACC,ENSG00000217648,-0.1657237000,0.0065553100
BD,Akula,2021,sgACC,ENSG00000235024,0.1949078200,0.0065797900
BD,Akula,2021,sgACC,ENSG00000271259,-0.1973364000,0.0065884500
BD,Akula,2021,sgACC,ENSG00000270048,0.1685566600,0.0066221900
BD,Akula,2021,sgACC,ENSG00000279656,0.1783529900,0.0066977300
BD,Akula,2021,sgACC,ENSG00000226751,-0.1944068000,0.0068207800
BD,Akula,2021,sgACC,ENSG00000267194,0.1422592000,0.0070927700
BD,Akula,2021,sgACC,ENSG00000272529,0.1866473100,0.0072098300
BD,Akula,2021,sgACC,ENSG00000235501,0.1549868100,0.0073944100
BD,Akula,2021,sgACC,ENSG00000272983,0.1384450800,0.0076764900
BD,Akula,2021,sgACC,ENSG00000269242,0.1302532700,0.0079372300
BD,Akula,2021,sgACC,ENSG00000269483,0.1902183200,0.0080377800
BD,Akula,2021,sgACC,ENSG00000251034,0.1916335200,0.0080847500
BD,Akula,2021,sgACC,ENSG00000262621,0.1690535400,0.0083739500
BD,Akula,2021,sgACC,ENSG00000226239,0.1894265200,0.0084140300
BD,Akula,2021,sgACC,ENSG00000274157,0.1885463500,0.0084929900
BD,Akula,2021,sgACC,ENSG00000273333,-0.0881830000,0.0089678600
BD,Akula,2021,sgACC,ENSG00000269883,0.1762658700,0.0093033000
BD,Akula,2021,sgACC,ENSG00000196295,0.1078936300,0.0093801100
BD,Akula,2021,sgACC,ENSG00000241014,0.1802572400,0.0094907200
BD,Akula,2021,sgACC,ENSG00000278740,0.1826337000,0.0095662100
BD,Akula,2021,sgACC,ENSG00000278995,0.1631949100,0.0100556400
BD,Akula,2021,sgACC,ENSG00000266995,0.1637566200,0.0102299700
BD,Akula,2021,sgACC,ENSG00000202222,0.1836069500,0.0104109300
BD,Akula,2021,sgACC,ENSG00000280152,0.1678621100,0.0104853500
BD,Akula,2021,sgACC,ENSG00000278448,0.1840884700,0.0106010100
BD,Akula,2021,sgACC,ENSG00000241462,0.1723869800,0.0106419800
BD,Akula,2021,sgACC,ENSG00000279463,-0.1824994000,0.0111865900
BD,Akula,2021,sgACC,ENSG00000277087,0.1700801900,0.0118451100
BD,Akula,2021,sgACC,ENSG00000279675,0.1218930800,0.0122865500
BD,Akula,2021,sgACC,ENSG00000272870,0.1495683500,0.0123524700
BD,Akula,2021,sgACC,ENSG00000271751,0.1797775500,0.0123636100
BD,Akula,2021,sgACC,ENSG00000278621,0.1786609800,0.0127254300
BD,Akula,2021,sgACC,ENSG00000258365,0.1787313300,0.0128888900
BD,Akula,2021,sgACC,ENSG00000276019,0.1770765600,0.0131242200
BD,Akula,2021,sgACC,ENSG00000228798,-0.1651855000,0.0136731200
BD,Akula,2021,sgACC,ENSG00000248828,0.1675432900,0.0137047100
BD,Akula,2021,sgACC,ENSG00000278526,0.1722389300,0.0137624000
BD,Akula,2021,sgACC,ENSG00000261598,-0.1707869000,0.0137776600
BD,Akula,2021,sgACC,ENSG00000224905,0.1687573300,0.0140014200
BD,Akula,2021,sgACC,ENSG00000261114,-0.1769490000,0.0142890700
BD,Akula,2021,sgACC,ENSG00000227992,0.1752892700,0.0144790600
BD,Akula,2021,sgACC,ENSG00000224911,-0.1459850000,0.0148168600
BD,Akula,2021,sgACC,ENSG00000272566,-0.1412007000,0.0149710200
BD,Akula,2021,sgACC,ENSG00000269981,0.1718037600,0.0153597300
BD,Akula,2021,sgACC,ENSG00000254910,0.1695988100,0.0155293400
BD,Akula,2021,sgACC,ENSG00000242686,0.1758414100,0.0157419500
BD,Akula,2021,sgACC,ENSG00000213144,-0.1750725000,0.0158034600
BD,Akula,2021,sgACC,ENSG00000275343,0.1695147300,0.0158807900
BD,Akula,2021,sgACC,ENSG00000258702,0.1693380500,0.0159049300
BD,Akula,2021,sgACC,ENSG00000224525,-0.1240076000,0.0163089000
BD,Akula,2021,sgACC,ENSG00000279744,0.1465080200,0.0165529700
BD,Akula,2021,sgACC,ENSG00000252202,0.1696591400,0.0173897400
BD,Akula,2021,sgACC,ENSG00000278876,0.1712008100,0.0178669600
BD,Akula,2021,sgACC,ENSG00000226268,-0.1551674000,0.0178701100
BD,Akula,2021,sgACC,ENSG00000244063,0.1715188900,0.0182670700
BD,Akula,2021,sgACC,ENSG00000276408,0.1717840800,0.0183589600
BD,Akula,2021,sgACC,ENSG00000261270,-0.1601184000,0.0184182000
BD,Akula,2021,sgACC,ENSG00000281383,0.1411984100,0.0185117900
BD,Akula,2021,sgACC,ENSG00000279312,-0.1586157000,0.0186717900
BD,Akula,2021,sgACC,ENSG00000215237,0.1712755600,0.0187036500
BD,Akula,2021,sgACC,ENSG00000251682,-0.1611158000,0.0188415100
BD,Akula,2021,sgACC,ENSG00000212306,0.1624474700,0.0192307500
BD,Akula,2021,sgACC,ENSG00000231615,0.1159285700,0.0193668600
BD,Akula,2021,sgACC,ENSG00000272410,0.1268356500,0.0198150500
BD,Akula,2021,sgACC,ENSG00000278627,0.1435399000,0.0201474100
BD,Akula,2021,sgACC,ENSG00000270441,0.1479691600,0.0201509800
BD,Akula,2021,sgACC,ENSG00000257835,-0.1318655000,0.0202932300
BD,Akula,2021,sgACC,ENSG00000259407,-0.1572429000,0.0204464500
BD,Akula,2021,sgACC,ENSG00000278462,0.1659775900,0.0206683600
BD,Akula,2021,sgACC,ENSG00000229689,0.1089488600,0.0209924000
BD,Akula,2021,sgACC,ENSG00000272927,0.1615058400,0.0210052400
BD,Akula,2021,sgACC,ENSG00000270640,-0.1564791000,0.0210124100
BD,Akula,2021,sgACC,ENSG00000277200,0.1040284500,0.0211062500
BD,Akula,2021,sgACC,ENSG00000250608,0.1608250900,0.0212490200
BD,Akula,2021,sgACC,ENSG00000282034,0.1670785200,0.0213030200
BD,Akula,2021,sgACC,ENSG00000256651,0.1537293500,0.0215750800
BD,Akula,2021,sgACC,ENSG00000268713,0.1133197900,0.0216855400
BD,Akula,2021,sgACC,ENSG00000273073,-0.1259962000,0.0217457100
BD,Akula,2021,sgACC,ENSG00000243902,0.1601438700,0.0221526300
BD,Akula,2021,sgACC,ENSG00000259802,-0.1532879000,0.0222444900
BD,Akula,2021,sgACC,ENSG00000274471,0.1658091500,0.0228173100
BD,Akula,2021,sgACC,ENSG00000230385,-0.1629668000,0.0229117900
BD,Akula,2021,sgACC,ENSG00000283209,0.1608558900,0.0231095800
BD,Akula,2021,sgACC,ENSG00000283057,-0.1644658000,0.0238514700
BD,Akula,2021,sgACC,ENSG00000260495,0.1252219700,0.0241156500
BD,Akula,2021,sgACC,ENSG00000274883,-0.1603502000,0.0242280800
BD,Akula,2021,sgACC,ENSG00000267228,0.0960961500,0.0243568100
BD,Akula,2021,sgACC,ENSG00000278925,0.1616666400,0.0249658700
BD,Akula,2021,sgACC,ENSG00000280153,-0.1629109000,0.0250023400
BD,Akula,2021,sgACC,ENSG00000259255,-0.1344582000,0.0250065200
BD,Akula,2021,sgACC,ENSG00000213073,0.1293187000,0.0251529300
BD,Akula,2021,sgACC,ENSG00000241002,-0.1622424000,0.0251672300
BD,Akula,2021,sgACC,ENSG00000272368,0.1499412300,0.0253803600
BD,Akula,2021,sgACC,ENSG00000272343,0.1355484500,0.0254723900
BD,Akula,2021,sgACC,ENSG00000226499,0.1624964800,0.0255341700
BD,Akula,2021,sgACC,ENSG00000249176,0.1463530700,0.0256116900
BD,Akula,2021,sgACC,ENSG00000227394,0.1539444800,0.0256986300
BD,Akula,2021,sgACC,ENSG00000274364,0.1587540400,0.0257653600
BD,Akula,2021,sgACC,ENSG00000283201,0.1258800900,0.0262652300
BD,Akula,2021,sgACC,ENSG00000267191,0.1576716700,0.0263997200
BD,Akula,2021,sgACC,ENSG00000278951,0.1613338000,0.0266592900
BD,Akula,2021,sgACC,ENSG00000264148,0.1603355100,0.0267095700
BD,Akula,2021,sgACC,ENSG00000223665,0.1559270700,0.0267429800
BD,Akula,2021,sgACC,ENSG00000283236,0.1075439600,0.0270516700
BD,Akula,2021,sgACC,ENSG00000224934,0.1214833200,0.0277247100
BD,Akula,2021,sgACC,ENSG00000281593,0.1600881700,0.0278845300
BD,Akula,2021,sgACC,ENSG00000261621,-0.1556356000,0.0279208400
BD,Akula,2021,sgACC,ENSG00000270457,0.1524940000,0.0280429300
BD,Akula,2021,sgACC,ENSG00000258215,0.1490067000,0.0280676400
BD,Akula,2021,sgACC,ENSG00000272905,-0.1439301000,0.0280906900
BD,Akula,2021,sgACC,ENSG00000239906,0.1557576300,0.0281138000
BD,Akula,2021,sgACC,ENSG00000273123,0.1598740900,0.0281421300
BD,Akula,2021,sgACC,ENSG00000254027,-0.1481702000,0.0281530200
BD,Akula,2021,sgACC,ENSG00000272148,-0.1182779000,0.0281780200
BD,Akula,2021,sgACC,ENSG00000267681,0.1588707300,0.0283807900
BD,Akula,2021,sgACC,ENSG00000218631,0.1593362700,0.0284771100
BD,Akula,2021,sgACC,ENSG00000267838,0.1303245300,0.0286088800
BD,Akula,2021,sgACC,ENSG00000232334,0.1545202900,0.0290418400
BD,Akula,2021,sgACC,ENSG00000255513,0.1471878100,0.0295435400
BD,Akula,2021,sgACC,ENSG00000281538,0.1557321100,0.0296534600
BD,Akula,2021,sgACC,ENSG00000277744,-0.1513090000,0.0296729100
BD,Akula,2021,sgACC,ENSG00000272455,0.1066603400,0.0296778500
BD,Akula,2021,sgACC,ENSG00000234358,-0.1407090000,0.0299321900
BD,Akula,2021,sgACC,ENSG00000259052,0.1563187300,0.0299381500
BD,Akula,2021,sgACC,ENSG00000256810,0.1152322100,0.0300010700
BD,Akula,2021,sgACC,ENSG00000256206,0.1245658300,0.0306592600
BD,Akula,2021,sgACC,ENSG00000283025,0.1527148700,0.0306890600
BD,Akula,2021,sgACC,ENSG00000199630,0.1533876400,0.0313288400
BD,Akula,2021,sgACC,ENSG00000263004,0.1527686500,0.0317372400
BD,Akula,2021,sgACC,ENSG00000271749,-0.1478321000,0.0322948900
BD,Akula,2021,sgACC,ENSG00000275465,0.1528360400,0.0323548500
BD,Akula,2021,sgACC,ENSG00000225554,0.1466087800,0.0327352500
BD,Akula,2021,sgACC,ENSG00000230815,-0.1381969000,0.0328611100
BD,Akula,2021,sgACC,ENSG00000272316,0.0933680500,0.0330154000
BD,Akula,2021,sgACC,ENSG00000201944,0.1515857800,0.0331646800
BD,Akula,2021,sgACC,ENSG00000278665,0.1300208100,0.0335019900
BD,Akula,2021,sgACC,ENSG00000261618,0.1069059900,0.0335455600
BD,Akula,2021,sgACC,ENSG00000235237,0.1498384800,0.0337308100
BD,Akula,2021,sgACC,ENSG00000276672,0.1434550300,0.0337499600
BD,Akula,2021,sgACC,ENSG00000274008,-0.1057682000,0.0342159400
BD,Akula,2021,sgACC,ENSG00000260461,0.1084235200,0.0344620400
BD,Akula,2021,sgACC,ENSG00000199881,0.1474609900,0.0352432000
BD,Akula,2021,sgACC,ENSG00000273082,0.1519383500,0.0355578100
BD,Akula,2021,sgACC,ENSG00000239344,0.1410383200,0.0355872100
BD,Akula,2021,sgACC,ENSG00000248927,0.1394012500,0.0361633800
BD,Akula,2021,sgACC,ENSG00000228408,-0.1478457000,0.0362439700
BD,Akula,2021,sgACC,ENSG00000261799,0.0912651900,0.0365309700
BD,Akula,2021,sgACC,ENSG00000268903,0.1385880300,0.0365678600
BD,Akula,2021,sgACC,ENSG00000253444,-0.1406792000,0.0367754200
BD,Akula,2021,sgACC,ENSG00000232097,0.1350856700,0.0368091900
BD,Akula,2021,sgACC,ENSG00000227896,0.1131967600,0.0368775900
BD,Akula,2021,sgACC,ENSG00000229832,-0.1517912000,0.0369172800
BD,Akula,2021,sgACC,ENSG00000180458,0.1518593800,0.0369931100
BD,Akula,2021,sgACC,ENSG00000270049,0.1069694000,0.0370897600
BD,Akula,2021,sgACC,ENSG00000238231,0.1516675700,0.0372034700
BD,Akula,2021,sgACC,ENSG00000259336,0.1474314700,0.0377719400
BD,Akula,2021,sgACC,ENSG00000206878,0.1329576200,0.0381168900
BD,Akula,2021,sgACC,ENSG00000232456,0.1503806500,0.0383973500
BD,Akula,2021,sgACC,ENSG00000232520,-0.1448427000,0.0384511900
BD,Akula,2021,sgACC,ENSG00000277491,-0.1504954000,0.0386381500
BD,Akula,2021,sgACC,ENSG00000270001,-0.1502197000,0.0391340300
BD,Akula,2021,sgACC,ENSG00000269069,0.1116418000,0.0393329600
BD,Akula,2021,sgACC,ENSG00000260949,0.1444707500,0.0393987100
BD,Akula,2021,sgACC,ENSG00000258578,0.1477460200,0.0397470300
BD,Akula,2021,sgACC,ENSG00000282943,0.1450742900,0.0397764200
BD,Akula,2021,sgACC,ENSG00000265218,0.1309815100,0.0397917600
BD,Akula,2021,sgACC,ENSG00000230939,0.1449846300,0.0398627900
BD,Akula,2021,sgACC,ENSG00000222345,0.1461056300,0.0400587100
BD,Akula,2021,sgACC,ENSG00000271869,0.1479836800,0.0401051700
BD,Akula,2021,sgACC,ENSG00000270878,0.1251059400,0.0401249200
BD,Akula,2021,sgACC,ENSG00000255624,0.1425045200,0.0401659100
BD,Akula,2021,sgACC,ENSG00000271265,0.1348402800,0.0403512500
BD,Akula,2021,sgACC,ENSG00000276960,0.1486400900,0.0406690200
BD,Akula,2021,sgACC,ENSG00000272606,-0.1386614000,0.0407287900
BD,Akula,2021,sgACC,ENSG00000215146,-0.1489543000,0.0408459600
BD,Akula,2021,sgACC,ENSG00000251379,0.1479717200,0.0421625600
BD,Akula,2021,sgACC,ENSG00000274315,-0.1338649000,0.0421794600
BD,Akula,2021,sgACC,ENSG00000233184,-0.1323529000,0.0424468400
BD,Akula,2021,sgACC,ENSG00000273243,0.1224425600,0.0425193200
BD,Akula,2021,sgACC,ENSG00000275383,0.1274019800,0.0425521900
BD,Akula,2021,sgACC,ENSG00000259402,0.1334555400,0.0426611300
BD,Akula,2021,sgACC,ENSG00000224239,-0.1294876000,0.0428698500
BD,Akula,2021,sgACC,ENSG00000232559,-0.0825601000,0.0430331600
BD,Akula,2021,sgACC,ENSG00000152117,0.1173617300,0.0431989700
BD,Akula,2021,sgACC,ENSG00000272081,0.1466572400,0.0437484300
BD,Akula,2021,sgACC,ENSG00000277715,0.1106685600,0.0439317800
BD,Akula,2021,sgACC,ENSG00000283608,-0.1323976000,0.0440998400
BD,Akula,2021,sgACC,ENSG00000255471,0.1294924000,0.0442286400
BD,Akula,2021,sgACC,ENSG00000183458,0.1152202400,0.0442777000
BD,Akula,2021,sgACC,ENSG00000280474,0.1393575500,0.0445892700
BD,Akula,2021,sgACC,ENSG00000270091,-0.1309781000,0.0447373000
BD,Akula,2021,sgACC,ENSG00000237162,0.1408920100,0.0448188800
BD,Akula,2021,sgACC,ENSG00000283312,0.1442846100,0.0450075700
BD,Akula,2021,sgACC,ENSG00000279502,-0.1457267000,0.0450405000
BD,Akula,2021,sgACC,ENSG00000279700,0.1293976500,0.0459782800
BD,Akula,2021,sgACC,ENSG00000225292,0.1350238300,0.0460284200
BD,Akula,2021,sgACC,ENSG00000264853,0.1105873300,0.0462418800
BD,Akula,2021,sgACC,ENSG00000262652,0.1387399200,0.0463723100
BD,Akula,2021,sgACC,ENSG00000280365,-0.1098039000,0.0464396900
BD,Akula,2021,sgACC,ENSG00000226862,0.1439867300,0.0467126200
BD,Akula,2021,sgACC,ENSG00000267834,0.1434335900,0.0467782000
BD,Akula,2021,sgACC,ENSG00000275227,-0.1294493000,0.0469693800
BD,Akula,2021,,ENSG00000260412,0.1333596000,0.0476436800
BD,Akula,2021,,ENSG00000271659,0.1437175600,0.0483415200
BD,Akula,2021,,ENSG00000280157,0.1241934300,0.0485643400
BD,Akula,2021,,ENSG00000279611,0.1291652500,0.0487756800
BD,Akula,2021,,ENSG00000275703,0.1429054600,0.0489321800
BD,Akula,2021,,ENSG00000280073,0.1430728700,0.0491404200
BD,Akula,2021,,ENSG00000260563,0.1105966600,0.0494957700
BD,Akula,2021,,ENSG00000213519,0.1427635500,0.0499950900
BD,Zandi,2022,,ENSG00000113369,0.3709961000,0.0000000832
BD,Zandi,2022,,ENSG00000111404,-0.5489111000,0.0000102000
BD,Zandi,2022,,ENSG00000118777,-0.3325029000,0.0000912000
BD,Zandi,2022,,ENSG00000145526,0.1645923000,0.0002606000
BD,Zandi,2022,,ENSG00000215717,0.0544028000,0.0034340000
BD,Zandi,2022,,ENSG00000121858,-0.2872752000,0.0128653000
BD,Zandi,2022,,ENSG00000133561,-0.1524850000,0.0275623000
BD,Zandi,2022,,ENSG00000188997,-0.1289097000,0.0010101000
BD,Zandi,2022,,ENSG00000164104,0.2263600000,0.0000168000
BD,Zandi,2022,,ENSG00000198342,0.2705743000,0.0000172000
BD,Zandi,2022,,ENSG00000146232,-0.1645592000,0.0012646000
BD,Zandi,2022,,ENSG00000197629,-0.2747955000,0.0047997000
BD,Zandi,2022,,ENSG00000115041,-0.1087800000,0.0068422000
BD,Zandi,2022,,ENSG00000156802,0.0697908000,0.0124415000
BD,Zandi,2022,,ENSG00000078177,0.1213036000,0.0146611000
BD,Zandi,2022,,ENSG00000175899,-0.2232518000,0.0013397000
BD,Zandi,2022,,ENSG00000223403,-0.0333951000,0.6109248000
BD,Zandi,2022,,ENSG00000071575,-0.0886807000,0.0292579000
BD,Zandi,2022,,ENSG00000198408,0.0548023000,0.0050200000
BD,Zandi,2022,,ENSG00000198771,-0.1707687000,0.0050066000
BD,Zandi,2022,,ENSG00000138449,-0.0247061000,0.6123636000
BD,Zandi,2022,,ENSG00000136205,-0.1887371000,0.0000654000
BD,Zandi,2022,,ENSG00000269069,0.1494628000,0.0010708000
BD,Zandi,2022,,ENSG00000162654,-0.3168869000,0.0021211000
BD,Zandi,2022,,ENSG00000126767,0.0708902000,0.1930397000
BD,Zandi,2022,,ENSG00000167074,0.0648592000,0.0583282000
BD,Zandi,2022,,ENSG00000179144,-0.1707148000,0.0498367000
BD,Zandi,2022,,ENSG00000153822,-0.2893654000,0.0006014000
BD,Zandi,2022,,ENSG00000108932,0.3842610000,0.0000082200
BD,Zandi,2022,,ENSG00000140284,0.1195352000,0.0681782000
BD,Zandi,2022,,ENSG00000142082,0.0552882000,0.0034914000
BD,Zandi,2022,,ENSG00000154330,-0.2729890000,0.0013459000
BD,Zandi,2022,,ENSG00000018280,0.1472600000,0.3559805000
BD,Zandi,2022,,ENSG00000113269,0.0376321000,0.1557693000
BD,Zandi,2022,,ENSG00000136869,-0.1641563000,0.0003555000
BD,Zandi,2022,,ENSG00000170085,0.0836414000,0.0008840000
BD,Zandi,2022,,ENSG00000273580,-0.2478963000,0.0361054000
BD,Zandi,2022,,ENSG00000131791,0.0790911000,0.0072830000
BD,Zandi,2022,,ENSG00000145555,-0.0838265000,0.0090120000
BD,Zandi,2022,,ENSG00000172531,-0.0240211000,0.2238484000
BD,Zandi,2022,,ENSG00000263278,-0.1001482000,0.1070925000
BD,Zandi,2022,,ENSG00000066027,-0.0407693000,0.1173030000
BD,Zandi,2022,,ENSG00000227502,-0.3017198000,0.0045824000
BD,Zandi,2022,,ENSG00000181631,-0.2349318000,0.0415578000
BD,Zandi,2022,,ENSG00000106771,0.0732161000,0.0001229000
BD,Zandi,2022,,ENSG00000066933,0.0320166000,0.0379498000
BD,Zandi,2022,,ENSG00000223414,-0.1931565000,0.0632392000
BD,Zandi,2022,,ENSG00000081870,0.0499600000,0.1316123000
BD,Zandi,2022,,ENSG00000070366,0.0464634000,0.0210360000
BD,Zandi,2022,,ENSG00000183891,0.0377921000,0.3601214000
BD,Zandi,2022,,ENSG00000142733,0.2626569000,0.0000081000
BD,Zandi,2022,,ENSG00000010318,0.1135098000,0.0006330000
BD,Zandi,2022,,ENSG00000151702,-0.1202499000,0.0407574000
BD,Zandi,2022,,ENSG00000042088,0.0900791000,0.0013984000
BD,Zandi,2022,,ENSG00000244005,0.0520425000,0.0078550000
BD,Zandi,2022,,ENSG00000151023,-0.0722010000,0.1220302000
BD,Zandi,2022,,ENSG00000108924,0.0060032000,0.8807732000
BD,Zandi,2022,,ENSG00000113240,-0.0603104000,0.0266129000
BD,Zandi,2022,,ENSG00000283662,-0.2264146000,0.0111845000
BD,Zandi,2022,,ENSG00000183655,-0.0820264000,0.0874071000
BD,Zandi,2022,,ENSG00000175906,-0.1149264000,0.1631570000
BD,Zandi,2022,,ENSG00000087116,-0.0101377000,0.9341996000
BD,Zandi,2022,,ENSG00000173320,0.0748293000,0.0006473000
BD,Zandi,2022,,ENSG00000113638,0.0896994000,0.0001089000
BD,Zandi,2022,,ENSG00000112146,-0.0771969000,0.0011923000
BD,Zandi,2022,,ENSG00000164691,-0.2971526000,0.0021637000
BD,Zandi,2022,,ENSG00000168610,0.1059769000,0.0000667000
BD,Zandi,2022,,ENSG00000244405,-0.1684094000,0.0006546000
BD,Zandi,2022,,ENSG00000169991,0.1218115000,0.0047550000
