DISORDER,STUDY,YEAR,TISSUE,GENEID,LOG2FC,PVAL
BD,Akula,2021,sgACC,ENSG00000105248,-0.1141467000,0.0197000300
BD,Akula,2021,sgACC,ENSG00000172724,-0.0858802000,0.0287630100
BD,Akula,2021,sgACC,ENSG00000275302,-0.1606086000,0.0037418800
BD,Akula,2021,sgACC,ENSG00000271503,-0.0812020000,0.0073116500
BD,Akula,2021,sgACC,ENSG00000110092,-0.1468861000,0.0350464800
BD,Akula,2021,sgACC,ENSG00000256164,0.1910660600,0.0086696600
BD,Akula,2021,sgACC,ENSG00000162063,0.1294109800,0.0207012200
BD,Akula,2021,sgACC,ENSG00000221978,0.1319540000,0.0183132200
BD,Akula,2021,sgACC,ENSG00000170458,0.2247596200,0.0012442000
BD,Akula,2021,sgACC,ENSG00000215039,0.1082863600,0.0260263600
BD,Akula,2021,sgACC,ENSG00000117091,-0.1212759000,0.0129190200
BD,Akula,2021,sgACC,ENSG00000169442,-0.1706173000,0.0184201100
BD,Akula,2021,sgACC,ENSG00000110848,-0.2202868000,0.0000815380
BD,Akula,2021,sgACC,ENSG00000019582,-0.2074901000,0.0024231100
BD,Akula,2021,sgACC,ENSG00000153283,-0.1239415000,0.0329681200
BD,Akula,2021,sgACC,ENSG00000179604,-0.1292192000,0.0284509100
BD,Akula,2021,sgACC,ENSG00000237350,0.2209803800,0.0022597700
BD,Akula,2021,sgACC,ENSG00000124215,0.1232162900,0.0444890000
BD,Akula,2021,sgACC,ENSG00000062038,0.2134169800,0.0010763300
BD,Akula,2021,sgACC,ENSG00000128536,0.1734599900,0.0048484300
BD,Akula,2021,sgACC,ENSG00000123374,0.1807274700,0.0128320600
BD,Akula,2021,sgACC,ENSG00000101391,0.0705538800,0.0351432900
BD,Akula,2021,sgACC,ENSG00000145996,-0.0605563000,0.0408039100
BD,Akula,2021,sgACC,ENSG00000166037,0.0989376700,0.0272879700
BD,Akula,2021,sgACC,ENSG00000258890,0.0731945600,0.0325330700
BD,Akula,2021,sgACC,ENSG00000147869,-0.1179363000,0.0402350800
BD,Akula,2021,sgACC,ENSG00000172828,0.1240061600,0.0397839400
BD,Akula,2021,sgACC,ENSG00000153774,-0.0754439000,0.0482528000
BD,Akula,2021,sgACC,ENSG00000163528,-0.0836350000,0.0402915400
BD,Akula,2021,sgACC,ENSG00000133048,0.2781757300,0.0000053876
BD,Akula,2021,sgACC,ENSG00000064886,0.2616844200,0.0000002179
BD,Akula,2021,sgACC,ENSG00000123989,0.1046144300,0.0170760600
BD,Akula,2021,sgACC,ENSG00000103249,-0.0941816000,0.0450518900
BD,Akula,2021,sgACC,ENSG00000176435,-0.1464729000,0.0181722700
BD,Akula,2021,sgACC,ENSG00000130779,0.0629445000,0.0290830800
BD,Akula,2021,sgACC,ENSG00000146352,0.1123369000,0.0329769700
BD,Akula,2021,sgACC,ENSG00000164237,0.0955839900,0.0447043400
BD,Akula,2021,sgACC,ENSG00000089505,0.1779139600,0.0145026200
BD,Akula,2021,sgACC,ENSG00000143771,0.1623424700,0.0257994400
BD,Akula,2021,sgACC,ENSG00000130176,-0.1561572000,0.0057631300
BD,Akula,2021,sgACC,ENSG00000125107,0.0431420900,0.0454114600
BD,Akula,2021,sgACC,ENSG00000230183,0.1454149400,0.0454395100
BD,Akula,2021,sgACC,ENSG00000106714,0.1109779500,0.0398342400
BD,Akula,2021,sgACC,ENSG00000068120,0.0773584000,0.0423434400
BD,Akula,2021,sgACC,ENSG00000082438,-0.1401949000,0.0282848300
BD,Akula,2021,sgACC,ENSG00000204248,-0.1401336000,0.0062842800
BD,Akula,2021,sgACC,ENSG00000187955,-0.1775543000,0.0037272400
BD,Akula,2021,sgACC,ENSG00000204291,-0.1884598000,0.0084156200
BD,Akula,2021,sgACC,ENSG00000168542,-0.1131274000,0.0365040700
BD,Akula,2021,sgACC,ENSG00000144810,-0.1215298000,0.0376058000
BD,Akula,2021,sgACC,ENSG00000114744,-0.0814820000,0.0245716200
BD,Akula,2021,sgACC,ENSG00000173085,-0.1438950000,0.0035219400
BD,Akula,2021,sgACC,ENSG00000167186,-0.0948533000,0.0411396600
BD,Akula,2021,sgACC,ENSG00000166260,0.1085751500,0.0359391500
BD,Akula,2021,sgACC,ENSG00000138495,-0.0932748000,0.0425205100
BD,Akula,2021,sgACC,ENSG00000106034,-0.2184775000,0.0018497500
BD,Akula,2021,sgACC,ENSG00000107175,-0.0613829000,0.0119917300
BD,Akula,2021,sgACC,ENSG00000213145,-0.1681107000,0.0076618700
BD,Akula,2021,sgACC,ENSG00000009307,-0.0591423000,0.0324350600
BD,Akula,2021,sgACC,ENSG00000198223,-0.1738685000,0.0169260500
BD,Akula,2021,sgACC,ENSG00000276710,0.1263494700,0.0417626300
BD,Akula,2021,sgACC,ENSG00000150527,0.0910811600,0.0045858900
BD,Akula,2021,sgACC,ENSG00000117151,0.1375105500,0.0039014900
BD,Akula,2021,sgACC,ENSG00000132792,-0.0972419000,0.0011742100
BD,Akula,2021,sgACC,ENSG00000055130,0.0799877200,0.0323873300
BD,Akula,2021,sgACC,ENSG00000169429,-0.2298165000,0.0000055760
BD,Akula,2021,sgACC,ENSG00000121966,-0.2354712000,0.0010634000
BD,Akula,2021,sgACC,ENSG00000186104,0.1197111700,0.0180986800
BD,Akula,2021,sgACC,ENSG00000186204,-0.1590914000,0.0118218600
BD,Akula,2021,sgACC,ENSG00000228314,-0.1225331000,0.0468133900
BD,Akula,2021,sgACC,ENSG00000259898,0.1003654000,0.0461445900
BD,Akula,2021,sgACC,ENSG00000142871,-0.1716618000,0.0128826800
BD,Akula,2021,sgACC,ENSG00000115165,-0.1754319000,0.0108603400
BD,Akula,2021,sgACC,ENSG00000170891,-0.1637205000,0.0141982200
BD,Akula,2021,sgACC,ENSG00000166265,-0.1406175000,0.0405698200
BD,Akula,2021,sgACC,ENSG00000197934,0.1479572300,0.0295156700
BD,Akula,2021,sgACC,ENSG00000163331,-0.1716972000,0.0083892800
BD,Akula,2021,sgACC,ENSG00000137992,0.0583849900,0.0479061900
BD,Akula,2021,sgACC,ENSG00000259378,-0.1169789000,0.0393397400
BD,Akula,2021,sgACC,ENSG00000115827,-0.1122873000,0.0205126300
BD,Akula,2021,sgACC,ENSG00000119599,0.1030481500,0.0417660500
BD,Akula,2021,sgACC,ENSG00000164465,0.1355424500,0.0344832000
BD,Akula,2021,sgACC,ENSG00000237737,0.1784379500,0.0064801700
BD,Akula,2021,sgACC,ENSG00000124228,-0.0763332000,0.0069239300
BD,Akula,2021,sgACC,ENSG00000177030,0.1235482100,0.0031113600
BD,Akula,2021,sgACC,ENSG00000254700,0.2103031900,0.0038526700
BD,Akula,2021,sgACC,ENSG00000254507,0.1653068900,0.0213922500
BD,Akula,2021,sgACC,ENSG00000205593,0.0819994000,0.0375287700
BD,Akula,2021,sgACC,ENSG00000175084,-0.0991166000,0.0176071000
BD,Akula,2021,sgACC,ENSG00000182108,-0.1617158000,0.0260221200
BD,Akula,2021,sgACC,ENSG00000273164,-0.1730249000,0.0110591400
BD,Akula,2021,sgACC,ENSG00000273311,0.1270305700,0.0089160000
BD,Akula,2021,sgACC,ENSG00000283406,-0.1520720000,0.0119510300
BD,Akula,2021,sgACC,ENSG00000058866,0.1866356800,0.0007878600
BD,Akula,2021,sgACC,ENSG00000204560,-0.0634172000,0.0111952200
BD,Akula,2021,sgACC,ENSG00000135829,-0.0504070000,0.0349420500
BD,Akula,2021,sgACC,ENSG00000164741,-0.0924958000,0.0191797600
BD,Akula,2021,sgACC,ENSG00000185842,0.1198616500,0.0441799300
BD,Akula,2021,sgACC,ENSG00000168724,-0.0653882000,0.0342825500
BD,Akula,2021,sgACC,ENSG00000244115,0.1059212400,0.0473678200
BD,Akula,2021,sgACC,ENSG00000247400,0.1589812300,0.0015944000
BD,Akula,2021,sgACC,ENSG00000123992,0.0787720500,0.0245100300
BD,Akula,2021,sgACC,ENSG00000205683,-0.1179260000,0.0483363200
BD,Akula,2021,sgACC,ENSG00000154813,-0.1374637000,0.0080876900
BD,Akula,2021,sgACC,ENSG00000282308,0.1501004900,0.0362843600
BD,Akula,2021,sgACC,ENSG00000177990,0.1074093200,0.0214316200
BD,Akula,2021,sgACC,ENSG00000235436,0.1266974100,0.0464316600
BD,Akula,2021,sgACC,ENSG00000147647,-0.2124759000,0.0033817900
BD,Akula,2021,sgACC,ENSG00000134755,0.2276311900,0.0005772800
BD,Akula,2021,sgACC,ENSG00000096696,-0.1870209000,0.0078126200
BD,Akula,2021,sgACC,ENSG00000104047,0.0771813200,0.0361104000
BD,Akula,2021,sgACC,ENSG00000168393,0.0899757800,0.0456058000
BD,Akula,2021,sgACC,ENSG00000120129,-0.2970075000,0.0000310950
BD,Akula,2021,sgACC,ENSG00000158716,0.1367134500,0.0145107000
BD,Akula,2021,sgACC,ENSG00000138166,-0.1488633000,0.0404666100
BD,Akula,2021,sgACC,ENSG00000183929,0.1729418700,0.0151391300
BD,Akula,2021,sgACC,ENSG00000261771,0.1935967000,0.0076727100
BD,Akula,2021,sgACC,ENSG00000134874,0.1090572700,0.0074270600
BD,Akula,2021,sgACC,ENSG00000103356,0.0853870600,0.0410857700
BD,Akula,2021,sgACC,ENSG00000164330,-0.1705412000,0.0192003800
BD,Akula,2021,sgACC,ENSG00000171551,-0.2560533000,0.0000001962
BD,Akula,2021,sgACC,ENSG00000106823,-0.1924526000,0.0042480000
BD,Akula,2021,sgACC,ENSG00000136160,-0.2093884000,0.0038095800
BD,Akula,2021,sgACC,ENSG00000103319,0.1759349600,0.0012377900
BD,Akula,2021,sgACC,ENSG00000169242,0.1957396200,0.0071976900
BD,Akula,2021,sgACC,ENSG00000241404,-0.1316661000,0.0385675600
BD,Akula,2021,sgACC,ENSG00000120738,-0.1491901000,0.0360669800
BD,Akula,2021,sgACC,ENSG00000113790,0.1174153500,0.0139932100
BD,Akula,2021,sgACC,ENSG00000184110,0.1505745100,0.0087046000
BD,Akula,2021,sgACC,ENSG00000205609,0.1640513600,0.0057235400
BD,Akula,2021,sgACC,ENSG00000179523,0.0789392900,0.0401793700
BD,Akula,2021,sgACC,ENSG00000224546,0.1166829300,0.0413501400
BD,Akula,2021,sgACC,ENSG00000187840,0.1266527900,0.0449109800
BD,Akula,2021,sgACC,ENSG00000110321,-0.0618145000,0.0395906600
BD,Akula,2021,sgACC,ENSG00000118985,0.1245495500,0.0156548700
BD,Akula,2021,sgACC,ENSG00000156030,0.0910345200,0.0235254000
BD,Akula,2021,sgACC,ENSG00000134153,-0.1326107000,0.0019412600
BD,Akula,2021,sgACC,ENSG00000164035,-0.2072487000,0.0028899600
BD,Akula,2021,sgACC,ENSG00000268439,-0.1436794000,0.0485358500
BD,Akula,2021,sgACC,ENSG00000186998,0.1113484000,0.0363625000
BD,Akula,2021,sgACC,ENSG00000066629,-0.1371087000,0.0038854600
BD,Akula,2021,sgACC,ENSG00000111405,0.1491100800,0.0325478200
BD,Akula,2021,sgACC,ENSG00000236269,0.1600885700,0.0245544600
BD,Akula,2021,sgACC,ENSG00000138185,-0.2177227000,0.0027970600
BD,Akula,2021,sgACC,ENSG00000154928,-0.1331474000,0.0232258000
BD,Akula,2021,sgACC,ENSG00000177106,0.1382244300,0.0456636900
BD,Akula,2021,sgACC,ENSG00000141736,0.1634203400,0.0097366300
BD,Akula,2021,sgACC,ENSG00000164010,-0.1197165000,0.0214747400
BD,Akula,2021,sgACC,ENSG00000158220,0.1152962500,0.0463532300
BD,Akula,2021,sgACC,ENSG00000105755,0.0970899200,0.0427870800
BD,Akula,2021,sgACC,ENSG00000143845,0.0996298000,0.0365678900
BD,Akula,2021,sgACC,ENSG00000164251,0.1439046300,0.0479539200
BD,Akula,2021,sgACC,ENSG00000117525,0.1957255200,0.0072018400
BD,Akula,2021,sgACC,ENSG00000232022,0.1536156900,0.0207265000
BD,Akula,2021,sgACC,ENSG00000164434,0.1272545000,0.0321311800
BD,Akula,2021,sgACC,ENSG00000221968,0.0923534700,0.0409401500
BD,Akula,2021,sgACC,ENSG00000183688,0.3297094700,0.0000010369
BD,Akula,2021,sgACC,ENSG00000187866,-0.0786976000,0.0099977900
BD,Akula,2021,sgACC,ENSG00000185519,0.1629376900,0.0044407800
BD,Akula,2021,sgACC,ENSG00000082269,0.0992943800,0.0030459800
BD,Akula,2021,sgACC,ENSG00000158863,0.0769242200,0.0135451900
BD,Akula,2021,sgACC,ENSG00000104059,0.1200093400,0.0286582800
BD,Akula,2021,sgACC,ENSG00000135063,0.1479734500,0.0397016700
BD,Akula,2021,sgACC,ENSG00000144649,0.1477669700,0.0363506000
BD,Akula,2021,sgACC,ENSG00000237765,0.1177679800,0.0307161300
BD,Akula,2021,sgACC,ENSG00000177706,0.1444732200,0.0155930900
BD,Akula,2021,sgACC,ENSG00000186453,-0.1437150000,0.0327887500
BD,Akula,2021,sgACC,ENSG00000112773,-0.1851178000,0.0104237300
BD,Akula,2021,sgACC,ENSG00000166797,-0.1058062000,0.0396504200
BD,Akula,2021,sgACC,ENSG00000140525,0.1301252700,0.0415461700
BD,Akula,2021,sgACC,ENSG00000083857,-0.1226023000,0.0207040100
BD,Akula,2021,sgACC,ENSG00000166147,-0.1036525000,0.0173814000
BD,Akula,2021,sgACC,ENSG00000112146,-0.0896780000,0.0467538700
BD,Akula,2021,sgACC,ENSG00000162747,0.1456477900,0.0399384000
BD,Akula,2021,sgACC,ENSG00000258872,-0.1356357000,0.0314709200
BD,Akula,2021,sgACC,ENSG00000230316,-0.1247850000,0.0325268100
BD,Akula,2021,sgACC,ENSG00000180263,-0.0930255000,0.0271076800
BD,Akula,2021,sgACC,ENSG00000161958,0.2444462100,0.0007904800
BD,Akula,2021,sgACC,ENSG00000172456,0.0923183400,0.0295194800
BD,Akula,2021,sgACC,ENSG00000127951,-0.2324922000,0.0013498500
BD,Akula,2021,sgACC,ENSG00000112214,-0.1980589000,0.0029111200
BD,Akula,2021,sgACC,ENSG00000106080,0.1221586700,0.0065221100
BD,Akula,2021,sgACC,ENSG00000173486,-0.0930581000,0.0332206800
BD,Akula,2021,sgACC,ENSG00000096060,0.1754491200,0.0121597400
BD,Akula,2021,sgACC,ENSG00000160688,-0.0732287000,0.0335636800
BD,Akula,2021,sgACC,ENSG00000151702,-0.1337992000,0.0468123700
BD,Akula,2021,sgACC,ENSG00000177731,-0.0680973000,0.0440730500
BD,Akula,2021,sgACC,ENSG00000204584,0.1686252600,0.0144931400
BD,Akula,2021,sgACC,ENSG00000059122,0.1001119100,0.0356227800
BD,Akula,2021,sgACC,ENSG00000162076,-0.0835101000,0.0362543500
BD,Akula,2021,sgACC,ENSG00000184922,-0.1124292000,0.0299921100
BD,Akula,2021,sgACC,ENSG00000122176,-0.1600081000,0.0165815400
BD,Akula,2021,sgACC,ENSG00000257800,-0.1518761000,0.0179241200
BD,Akula,2021,sgACC,ENSG00000172568,-0.1402180000,0.0380005900
BD,Akula,2021,sgACC,ENSG00000170345,-0.1227362000,0.0485610500
BD,Akula,2021,sgACC,ENSG00000054598,-0.1873102000,0.0093341000
BD,Akula,2021,sgACC,ENSG00000240445,0.0630981700,0.0424807600
BD,Akula,2021,sgACC,ENSG00000164379,-0.1816749000,0.0120117500
BD,Akula,2021,sgACC,ENSG00000179772,-0.1389066000,0.0493894000
BD,Akula,2021,sgACC,ENSG00000162998,-0.1773129000,0.0140625700
BD,Akula,2021,sgACC,ENSG00000106701,-0.1610501000,0.0250128200
BD,Akula,2021,sgACC,ENSG00000227376,-0.1357739000,0.0474503800
BD,Akula,2021,sgACC,ENSG00000129245,-0.0517052000,0.0328243300
BD,Akula,2021,sgACC,ENSG00000082074,-0.1449908000,0.0456758100
BD,Akula,2021,sgACC,ENSG00000123689,-0.1619950000,0.0196154000
BD,Akula,2021,sgACC,ENSG00000092140,0.0930432000,0.0330066300
BD,Akula,2021,sgACC,ENSG00000244879,0.2208298100,0.0007947900
BD,Akula,2021,sgACC,ENSG00000151834,0.1037556600,0.0458727100
BD,Akula,2021,sgACC,ENSG00000166206,0.1425939000,0.0359318500
BD,Akula,2021,sgACC,ENSG00000108479,0.1367760800,0.0115538600
BD,Akula,2021,sgACC,ENSG00000100626,0.1816105800,0.0010656400
BD,Akula,2021,sgACC,ENSG00000117226,-0.1631481000,0.0245502900
BD,Akula,2021,sgACC,ENSG00000162654,-0.2023666000,0.0054254700
BD,Akula,2021,sgACC,ENSG00000154451,-0.2361249000,0.0003924700
BD,Akula,2021,sgACC,ENSG00000249206,-0.2072718000,0.0043346500
BD,Akula,2021,sgACC,ENSG00000130283,-0.1580547000,0.0230433400
BD,Akula,2021,sgACC,ENSG00000266524,0.1773774900,0.0055583000
BD,Akula,2021,sgACC,ENSG00000168621,0.1896389700,0.0047704200
BD,Akula,2021,sgACC,ENSG00000164949,-0.2062151000,0.0043288300
BD,Akula,2021,sgACC,ENSG00000152904,-0.0905634000,0.0266694300
BD,Akula,2021,sgACC,ENSG00000133561,-0.1654599000,0.0163859200
BD,Akula,2021,sgACC,ENSG00000171115,-0.1755363000,0.0148482600
BD,Akula,2021,sgACC,ENSG00000112164,-0.1452645000,0.0407867900
BD,Akula,2021,sgACC,ENSG00000145888,-0.1447717000,0.0164294700
BD,Akula,2021,sgACC,ENSG00000173221,0.1732063600,0.0152400500
BD,Akula,2021,sgACC,ENSG00000112312,0.1862425900,0.0028156200
BD,Akula,2021,sgACC,ENSG00000156049,0.2097072900,0.0032689300
BD,Akula,2021,sgACC,ENSG00000261794,0.1383353800,0.0392447000
BD,Akula,2021,sgACC,ENSG00000178115,0.1295910900,0.0381947700
BD,Akula,2021,sgACC,ENSG00000113384,-0.0571610000,0.0164718200
BD,Akula,2021,sgACC,ENSG00000159592,-0.0579224000,0.0289305500
BD,Akula,2021,sgACC,ENSG00000167588,-0.1498581000,0.0304990700
BD,Akula,2021,sgACC,ENSG00000136235,0.1856723900,0.0107992800
BD,Akula,2021,sgACC,ENSG00000178015,0.1889790500,0.0087093500
BD,Akula,2021,sgACC,ENSG00000163328,0.0958367900,0.0235568000
BD,Akula,2021,sgACC,ENSG00000143147,0.1421535200,0.0377453200
BD,Akula,2021,sgACC,ENSG00000169508,-0.1879284000,0.0028547500
BD,Akula,2021,sgACC,ENSG00000170837,0.0956460200,0.0366585300
BD,Akula,2021,sgACC,ENSG00000185477,0.1475679800,0.0119120700
BD,Akula,2021,sgACC,ENSG00000178075,0.1507440800,0.0091873400
BD,Akula,2021,sgACC,ENSG00000115290,0.1610711900,0.0182351700
BD,Akula,2021,sgACC,ENSG00000109519,0.1488467700,0.0050073300
BD,Akula,2021,sgACC,ENSG00000132463,0.1079145200,0.0101751600
BD,Akula,2021,sgACC,ENSG00000133433,-0.1467154000,0.0330525600
BD,Akula,2021,sgACC,ENSG00000165417,0.0616175300,0.0292782300
BD,Akula,2021,sgACC,ENSG00000115207,0.0852042500,0.0125900300
BD,Akula,2021,sgACC,ENSG00000179240,0.1133979300,0.0353575500
BD,Akula,2021,sgACC,ENSG00000172986,0.1347415700,0.0046436600
BD,Akula,2021,sgACC,ENSG00000104812,0.1206429200,0.0051123900
BD,Akula,2021,sgACC,ENSG00000105968,0.0627826400,0.0147140900
BD,Akula,2021,sgACC,ENSG00000234289,0.1950994900,0.0069056700
BD,Akula,2021,sgACC,ENSG00000049239,0.1242334100,0.0477081700
BD,Akula,2021,sgACC,ENSG00000105697,0.1774530900,0.0007183400
BD,Akula,2021,sgACC,ENSG00000187664,-0.1050009000,0.0158442900
BD,Akula,2021,sgACC,ENSG00000188536,-0.1228119000,0.0449891500
BD,Akula,2021,sgACC,ENSG00000113070,-0.1634334000,0.0178275000
BD,Akula,2021,sgACC,ENSG00000196565,0.1280742900,0.0476722800
BD,Akula,2021,sgACC,ENSG00000228223,0.1043854100,0.0280227200
BD,Akula,2021,sgACC,ENSG00000100429,0.1113676000,0.0420967900
BD,Akula,2021,sgACC,ENSG00000140287,-0.1956654000,0.0037418100
BD,Akula,2021,sgACC,ENSG00000184508,0.0992241300,0.0353677900
BD,Akula,2021,sgACC,ENSG00000173706,-0.2022670000,0.0009585600
BD,Akula,2021,sgACC,ENSG00000130589,0.1511253100,0.0363429100
BD,Akula,2021,sgACC,ENSG00000188290,-0.1714244000,0.0121214900
BD,Akula,2021,sgACC,ENSG00000213614,0.0614104200,0.0402552600
BD,Akula,2021,sgACC,ENSG00000186834,-0.1028188000,0.0164843100
BD,Akula,2021,sgACC,ENSG00000135547,-0.1872937000,0.0078111600
BD,Akula,2021,sgACC,ENSG00000019991,0.1433701000,0.0412487600
BD,Akula,2021,sgACC,ENSG00000010282,-0.1878526000,0.0096290100
BD,Akula,2021,sgACC,ENSG00000258667,0.0929275100,0.0190906300
BD,Akula,2021,sgACC,ENSG00000146066,-0.1463521000,0.0000228760
BD,Akula,2021,sgACC,ENSG00000135245,0.2818299200,0.0000363950
BD,Akula,2021,sgACC,ENSG00000163349,-0.1196363000,0.0226471600
BD,Akula,2021,sgACC,ENSG00000270882,0.1503879600,0.0385860000
BD,Akula,2021,sgACC,ENSG00000156510,-0.1497514000,0.0376299200
BD,Akula,2021,sgACC,ENSG00000234745,-0.1599057000,0.0281131800
BD,Akula,2021,sgACC,ENSG00000204252,-0.2023472000,0.0042984800
BD,Akula,2021,sgACC,ENSG00000231389,-0.2003686000,0.0043120200
BD,Akula,2021,sgACC,ENSG00000223865,-0.2627387000,0.0003072000
BD,Akula,2021,sgACC,ENSG00000196735,-0.2491589000,0.0001029400
BD,Akula,2021,sgACC,ENSG00000179344,-0.1573513000,0.0135932000
BD,Akula,2021,sgACC,ENSG00000204287,-0.1985932000,0.0027511200
BD,Akula,2021,sgACC,ENSG00000108924,0.1280172600,0.0398828000
BD,Akula,2021,sgACC,ENSG00000253463,0.1328634200,0.0442837300
BD,Akula,2021,sgACC,ENSG00000250197,0.1695784700,0.0163484800
BD,Akula,2021,sgACC,ENSG00000168172,0.0548497100,0.0403577800
BD,Akula,2021,sgACC,ENSG00000172987,-0.3095570000,0.0000175840
BD,Akula,2021,sgACC,ENSG00000168453,-0.1523571000,0.0194288600
BD,Akula,2021,sgACC,ENSG00000101180,0.1613200800,0.0129756400
BD,Akula,2021,sgACC,ENSG00000118960,-0.0845285000,0.0128493300
BD,Akula,2021,sgACC,ENSG00000125430,0.1484767400,0.0379606800
BD,Akula,2021,sgACC,ENSG00000117594,-0.2363398000,0.0010058400
BD,Akula,2021,sgACC,ENSG00000099377,0.1486672500,0.0337216300
BD,Akula,2021,sgACC,ENSG00000025156,0.0704862100,0.0449100500
BD,Akula,2021,sgACC,ENSG00000102878,0.1321304100,0.0157768100
BD,Akula,2021,sgACC,ENSG00000225217,-0.1617849000,0.0004016700
BD,Akula,2021,sgACC,ENSG00000081870,0.0746768200,0.0327383100
BD,Akula,2021,sgACC,ENSG00000170276,-0.1663443000,0.0076362600
BD,Akula,2021,sgACC,ENSG00000004776,-0.1428376000,0.0489159000
BD,Akula,2021,sgACC,ENSG00000251348,0.1378940300,0.0408162700
BD,Akula,2021,sgACC,ENSG00000187762,-0.1354592000,0.0445461200
BD,Akula,2021,sgACC,ENSG00000109854,-0.1248325000,0.0230585600
BD,Akula,2021,sgACC,ENSG00000105376,0.1180365600,0.0374762100
BD,Akula,2021,sgACC,ENSG00000116237,-0.1025547000,0.0283826500
BD,Akula,2021,sgACC,ENSG00000125968,-0.1451061000,0.0453125200
BD,Akula,2021,sgACC,ENSG00000117318,-0.1740611000,0.0168491700
BD,Akula,2021,sgACC,ENSG00000137331,-0.1980074000,0.0065280700
BD,Akula,2021,sgACC,ENSG00000185201,0.1580845700,0.0283123700
BD,Akula,2021,sgACC,ENSG00000142089,0.1825571800,0.0112428700
BD,Akula,2021,sgACC,ENSG00000006652,-0.1431739000,0.0117373300
BD,Akula,2021,sgACC,ENSG00000167244,-0.1352399000,0.0149352200
BD,Akula,2021,sgACC,ENSG00000126246,0.1607476600,0.0265820900
BD,Akula,2021,sgACC,ENSG00000211896,-0.0469826000,0.0087501000
BD,Akula,2021,sgACC,ENSG00000211592,-0.1060961000,0.0004286100
BD,Akula,2021,sgACC,ENSG00000104365,-0.1094465000,0.0143195700
BD,Akula,2021,sgACC,ENSG00000168811,0.2499945300,0.0005529200
BD,Akula,2021,sgACC,ENSG00000163702,0.0991449100,0.0456350700
BD,Akula,2021,sgACC,ENSG00000115008,-0.1824462000,0.0023121300
BD,Akula,2021,sgACC,ENSG00000104998,0.1310553700,0.0254317400
BD,Akula,2021,sgACC,ENSG00000185291,-0.2200457000,0.0025007600
BD,Akula,2021,sgACC,ENSG00000077238,0.2001260900,0.0042644700
BD,Akula,2021,sgACC,ENSG00000228013,0.2659280100,0.0000777230
BD,Akula,2021,sgACC,ENSG00000153487,0.1367954700,0.0352960300
BD,Akula,2021,sgACC,ENSG00000123999,0.1571514800,0.0234368200
BD,Akula,2021,sgACC,ENSG00000241644,-0.1321767000,0.0219885700
BD,Akula,2021,sgACC,ENSG00000115274,-0.1467006000,0.0432142200
BD,Akula,2021,sgACC,ENSG00000168918,-0.1821575000,0.0106741400
BD,Akula,2021,sgACC,ENSG00000148384,0.0675055500,0.0349621300
BD,Akula,2021,sgACC,ENSG00000231795,0.1822585400,0.0104894500
BD,Akula,2021,sgACC,ENSG00000167930,0.1212176200,0.0444365400
BD,Akula,2021,sgACC,ENSG00000005844,-0.1590538000,0.0253498800
BD,Akula,2021,sgACC,ENSG00000140678,-0.2008990000,0.0056423400
BD,Akula,2021,sgACC,ENSG00000123243,-0.1555096000,0.0287411000
BD,Akula,2021,sgACC,ENSG00000125877,-0.1216866000,0.0252297500
BD,Akula,2021,sgACC,ENSG00000086544,0.1766411000,0.0110570100
BD,Akula,2021,sgACC,ENSG00000154721,-0.1080719000,0.0455152600
BD,Akula,2021,sgACC,ENSG00000260231,0.1247872300,0.0493504600
BD,Akula,2021,sgACC,ENSG00000171223,-0.1424973000,0.0462894900
BD,Akula,2021,sgACC,ENSG00000197256,-0.1515617000,0.0319516000
BD,Akula,2021,sgACC,ENSG00000132854,-0.1641328000,0.0229847900
BD,Akula,2021,sgACC,ENSG00000134152,0.0843558800,0.0197472400
BD,Akula,2021,sgACC,ENSG00000120696,0.0651898300,0.0428709500
BD,Akula,2021,sgACC,ENSG00000232558,0.1564508500,0.0155551200
BD,Akula,2021,sgACC,ENSG00000145936,-0.1832525000,0.0063676500
BD,Akula,2021,sgACC,ENSG00000127663,0.0704246700,0.0349800500
BD,Akula,2021,sgACC,ENSG00000235750,0.1989607300,0.0050368900
BD,Akula,2021,sgACC,ENSG00000142687,0.0617784600,0.0253496800
BD,Akula,2021,sgACC,ENSG00000100890,0.1090014200,0.0464724500
BD,Akula,2021,sgACC,ENSG00000165757,-0.1095269000,0.0255085300
BD,Akula,2021,sgACC,ENSG00000183354,0.1463377500,0.0444732800
BD,Akula,2021,sgACC,ENSG00000137171,-0.0605166000,0.0158669700
BD,Akula,2021,sgACC,ENSG00000163884,0.1388630900,0.0438659000
BD,Akula,2021,sgACC,ENSG00000127528,-0.2763888000,0.0001466800
BD,Akula,2021,sgACC,ENSG00000136826,-0.3320781000,0.0000025815
BD,Akula,2021,sgACC,ENSG00000067082,-0.1307706000,0.0344818500
BD,Akula,2021,sgACC,ENSG00000124702,-0.1411789000,0.0328974100
BD,Akula,2021,sgACC,ENSG00000172578,-0.1715576000,0.0133513200
BD,Akula,2021,sgACC,ENSG00000128944,0.1815442100,0.0050502800
BD,Akula,2021,sgACC,ENSG00000184445,0.1279997400,0.0014225800
BD,Akula,2021,sgACC,ENSG00000133619,0.0706381600,0.0144493900
BD,Akula,2021,sgACC,ENSG00000171345,0.1494194300,0.0375091100
BD,Akula,2021,sgACC,ENSG00000250148,0.1911946400,0.0043656600
