DISORDER,STUDY,YEAR,TISSUE,GENEID,LOG2FC,PVAL,-LOGPVAL,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000111863,0.0697377000,0.0307934500,1.5115416514,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000183644,0.0490538400,0.0308236500,1.5111159353,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000165695,-0.0672409000,0.0308613500,1.5105850801,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000120705,-0.0748814000,0.0309294200,1.5096282240,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000099942,0.0445210900,0.0309305100,1.5096129190,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000169026,-0.0764354000,0.0309307800,1.5096091280,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000151491,-0.1189842000,0.0309977900,1.5086692683,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000053702,0.0708684600,0.0310293800,1.5082269020,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000180155,-0.0581161000,0.0310690100,1.5076725851,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000213983,-0.0452326000,0.0311198600,1.5069623655,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000122565,-0.0518926000,0.0311336500,1.5067699612,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000177728,-0.0459380000,0.0312525800,1.5051141244,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000109390,-0.0512790000,0.0312763400,1.5047840744,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000079819,-0.0800461000,0.0313237700,1.5041259736,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000207624,0.0581664700,0.0313283900,1.5040619234,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000149948,0.0587882700,0.0313556900,1.5036836379,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000110107,-0.0389589000,0.0314511100,1.5023640224,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000167566,-0.0783591000,0.0314694000,1.5021115373,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000169075,-0.0928189000,0.0314844200,1.5019043028,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000117133,-0.0540741000,0.0314859500,1.5018831985,,
ADHD,Sanchez-Mora,2019,PBMC,LOC100506571,0.1166458700,0.0314859800,1.5018827848,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000148400,-0.0612419000,0.0314909300,1.5018145135,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000157107,-0.0946756000,0.0315312700,1.5012585366,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000060718,0.0431933000,0.0315907200,1.5004404758,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000134186,-0.0392900000,0.0316351500,1.4998301020,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000172667,0.0580957000,0.0317481700,1.4982813029,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000137674,0.0536062700,0.0317924400,1.4976761397,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000015133,-0.0609584000,0.0318547100,1.4968263443,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000121621,-0.0729961000,0.0318709500,1.4966049910,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000064607,-0.0391226000,0.0318780700,1.4965079801,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000100583,-0.0714410000,0.0319161800,1.4959890943,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000182473,-0.0359552000,0.0319881500,1.4950108761,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000105397,-0.0496809000,0.0320432900,1.4942628997,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000099949,-0.0520601000,0.0320622100,1.4940065457,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000161682,0.0740967600,0.0320840000,1.4937114923,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000160796,-0.0694807000,0.0320952400,1.4935593724,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000225697,-0.0632403000,0.0321320500,1.4930615659,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000124596,0.0519860200,0.0321499000,1.4928203736,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000100413,0.0488746200,0.0321529400,1.4927793099,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000074964,-0.0799970000,0.0322037300,1.4920938232,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000142149,0.0575976100,0.0322648100,1.4912708880,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000111445,-0.0538646000,0.0322711000,1.4911862309,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000131808,0.0586038000,0.0322854600,1.4909930214,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000163945,-0.0636955000,0.0323207500,1.4905185700,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000206562,0.0708644200,0.0324092400,1.4893311531,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000162104,-0.0964218000,0.0324344500,1.4889934621,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000159189,-0.1109230000,0.0324709400,1.4885051388,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000113742,-0.0487382000,0.0325262600,1.4877658708,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000183747,0.0815283400,0.0325713900,1.4871637073,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000103429,0.0406629300,0.0326245900,1.4864549375,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000174840,-0.0694861000,0.0326410100,1.4862364115,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000048405,-0.0372244000,0.0326504100,1.4861113608,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000144843,0.0812384200,0.0326785400,1.4857373550,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000184378,-0.0616516000,0.0326790800,1.4857301785,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000272674,0.0748835200,0.0327163700,1.4852348889,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000131127,0.0706354700,0.0327169100,1.4852277207,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000169908,0.1035623400,0.0327427700,1.4848845826,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000120254,0.0662746300,0.0327857100,1.4843154069,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000137288,-0.0521586000,0.0328260500,1.4837813733,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000176834,-0.0563852000,0.0328290000,1.4837423461,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000119522,-0.0722545000,0.0328591100,1.4833442038,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000185359,-0.0441136000,0.0328641100,1.4832781244,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000198467,-0.1018914000,0.0328880300,1.4829621401,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000154814,0.0912803100,0.0329176200,1.4825715726,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000167114,-0.0629930000,0.0329199200,1.4825412289,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000196345,0.0890982400,0.0329223700,1.4825089085,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000163155,0.0682482600,0.0329591000,1.4820246559,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000181804,-0.0500281000,0.0329769400,1.4817896459,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000139287,-0.0537878000,0.0329806400,1.4817409210,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000127946,-0.0954056000,0.0330031600,1.4814444751,,
ADHD,Sanchez-Mora,2019,PBMC,OK/SW-CL.58,-0.0871228000,0.0330456700,1.4808854384,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000127914,-0.0418629000,0.0330726000,1.4805316617,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000078900,-0.0581730000,0.0330921200,1.4802754095,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000156983,-0.0458919000,0.0331622800,1.4793556181,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000183891,-0.0840980000,0.0332300500,1.4784690053,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000128596,-0.0687720000,0.0332846300,1.4777562664,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000205495,0.0820713400,0.0332917800,1.4776629840,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000132963,-0.0518508000,0.0333097800,1.4774282357,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000228716,0.0736405400,0.0333349200,1.4771005828,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000132824,0.0533319400,0.0333677400,1.4766732072,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000162695,0.0382164800,0.0334216400,1.4759722431,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000111328,0.1056362700,0.0334629100,1.4754362946,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000162595,-0.0486468000,0.0334799300,1.4752154587,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000171421,-0.0554236000,0.0334978200,1.4749834554,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000140873,-0.0518218000,0.0335078800,1.4748530485,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000113638,0.0682654600,0.0335262700,1.4746147618,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000171858,0.0725223100,0.0335857400,1.4738450784,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000179134,-0.0502110000,0.0336030300,1.4736215603,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000128607,-0.0558087000,0.0336054800,1.4735898970,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000172113,0.0789417700,0.0336654300,1.4728158340,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000204681,-0.0769007000,0.0337222700,1.4720831987,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000188895,-0.0494464000,0.0337527800,1.4716904513,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000166965,0.0635084200,0.0337867000,1.4712542244,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000173572,-0.0457849000,0.0338215700,1.4708062363,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000164889,-0.0550056000,0.0338676400,1.4702150653,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000181903,-0.0625054000,0.0338823900,1.4700259629,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000173517,-0.0816170000,0.0339203300,1.4695399313,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000104856,-0.0700831000,0.0340214100,1.4682476912,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000105053,-0.0402198000,0.0340560700,1.4678054702,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000172354,-0.0613037000,0.0340656600,1.4676831925,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000171649,0.0769239200,0.0340880900,1.4673973322,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000111058,0.0471277800,0.0341553600,1.4665411328,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000013375,0.0594257600,0.0342675800,1.4651165647,,
ADHD,Sanchez-Mora,2019,PBMC,LOC101927770,0.0865966300,0.0342683500,1.4651068061,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000186265,0.1305105900,0.0342954100,1.4647640008,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000172932,-0.0452874000,0.0343834200,1.4636509277,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000136147,-0.0533939000,0.0344014500,1.4634232518,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000163029,-0.0713578000,0.0345086400,1.4620721561,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000124783,0.0617724600,0.0345104700,1.4620491260,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000157005,0.0604229000,0.0345239200,1.4618798984,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000198876,0.1419394500,0.0345548700,1.4614907366,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000117155,0.0932054500,0.0345780800,1.4611991252,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000274211,-0.0532737000,0.0345836100,1.4611296750,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000127334,-0.0504486000,0.0346320500,1.4605218002,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000083535,-0.0559904000,0.0346977800,1.4596983109,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000106829,-0.0413823000,0.0347170800,1.4594568098,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000225032,0.0704032800,0.0347607800,1.4589104869,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000108175,-0.0785131000,0.0347765300,1.4587137540,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000110514,-0.0396301000,0.0347766700,1.4587120057,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000142449,-0.0405424000,0.0347990300,1.4584328616,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000135185,0.0574129600,0.0348664900,1.4575917707,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000170903,0.0688504300,0.0349341300,1.4567500680,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000275691,-0.0652143000,0.0349685300,1.4563226241,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000196832,-0.0716762000,0.0350428600,1.4554004564,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000116586,-0.0589294000,0.0351147600,1.4545102955,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000174996,-0.0577517000,0.0351364000,1.4542427374,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000186723,-0.0844607000,0.0351378300,1.4542250627,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000078699,-0.0467651000,0.0351447700,1.4541392945,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000115468,0.0680486400,0.0351467100,1.4541153220,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000125409,0.0660493600,0.0351556200,1.4540052385,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000133597,0.0635866700,0.0351991200,1.4534681940,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000223738,0.0580352700,0.0352568100,1.4527569848,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000074319,0.0473081100,0.0353033000,1.4521846967,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000176055,0.0694186400,0.0353136100,1.4520578836,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000196091,-0.0466580000,0.0353279900,1.4518810712,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000110002,0.0892995800,0.0353767100,1.4512825585,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000100461,-0.0451624000,0.0354236800,1.4507063240,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000163825,-0.0629566000,0.0354589800,1.4502737613,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000117713,-0.0389165000,0.0354976600,1.4498002746,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000197279,-0.0662809000,0.0355005600,1.4497647962,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000205930,0.0705360800,0.0356050900,1.4484879121,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000168795,0.0576061900,0.0356095000,1.4484341243,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000183287,0.0549934100,0.0356579900,1.4478431412,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000179403,-0.0599353000,0.0356589000,1.4478320580,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000188266,0.0929402500,0.0357018200,1.4473096439,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000105662,-0.0578733000,0.0357310900,1.4469537352,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000184863,-0.0415303000,0.0357412600,1.4468301412,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000106123,-0.0675189000,0.0357630100,1.4465659359,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000069275,0.0985439000,0.0357819300,1.4463362382,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000246705,0.0745217100,0.0358077400,1.4460230886,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000196352,0.0551703900,0.0358250000,1.4458138009,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000154027,0.1438623300,0.0358267100,1.4457930717,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000090061,-0.0472616000,0.0358437300,1.4455868027,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000176654,-0.0746327000,0.0358570200,1.4454258066,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000188177,0.0545793300,0.0358747200,1.4452114799,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000161547,0.0360089900,0.0358803900,1.4451428451,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000182885,-0.0840829000,0.0359211400,1.4446498889,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000065534,0.1103537100,0.0359399400,1.4444226523,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000168906,0.0454969200,0.0359665200,1.4441015810,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000157426,0.0611866800,0.0360900800,1.4426121552,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000185630,0.1262566400,0.0361396400,1.4420161779,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000182117,-0.0623637000,0.0362459800,1.4407401535,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000121057,0.0520062900,0.0363894500,1.4390245084,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000224411,-0.0810120000,0.0365007800,1.4376978548,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000176742,0.0753800100,0.0365681400,1.4368971290,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000060749,-0.0502048000,0.0365965000,1.4365604475,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000088854,-0.0557999000,0.0366400200,1.4360442979,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000255647,0.0959718200,0.0366993700,1.4353413910,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000130511,-0.0709584000,0.0367711800,1.4344924332,,
ADHD,Sanchez-Mora,2019,PBMC,LOC84843,0.0976365400,0.0367713900,1.4344899530,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000166173,-0.0454680000,0.0367844800,1.4343353789,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000151503,-0.0450144000,0.0368136800,1.4339907671,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000050344,0.1099927500,0.0368281900,1.4338196249,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000158941,-0.0387358000,0.0368571000,1.4334788390,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000166337,-0.0498080000,0.0368725900,1.4332963557,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000164086,-0.0643991000,0.0368894600,1.4330977021,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000171658,0.0717414600,0.0369095600,1.4328611320,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000070814,-0.0388872000,0.0369600500,1.4322674499,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000107566,0.0709664800,0.0369677700,1.4321767465,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000100558,0.0889890600,0.0370907100,1.4307348532,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000183111,-0.0502127000,0.0372399000,1.4289914939,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000188305,-0.0723478000,0.0372772300,1.4285563667,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000071537,0.0409337100,0.0372813800,1.4285080203,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000174611,0.0545434200,0.0372843600,1.4284733073,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000103479,0.0702390100,0.0374078300,1.4270374842,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000206053,0.0505936400,0.0374256400,1.4268307642,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000081052,-0.0571866000,0.0374265400,1.4268203206,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000263002,0.0738598800,0.0374314800,1.4267630010,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000175600,0.0721981100,0.0374345600,1.4267272671,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000164073,0.0544817200,0.0375924800,1.4248990227,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000184635,0.0705309600,0.0376699500,1.4240049562,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000255009,0.0765301000,0.0377200500,1.4234277403,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000146776,-0.0617546000,0.0377416600,1.4231790021,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000131779,0.0450301800,0.0377533400,1.4230446207,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000143515,0.0602862800,0.0377847600,1.4226833320,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000166523,0.1762030600,0.0378167300,1.4223160272,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000089639,-0.0559053000,0.0378178400,1.4223032799,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000179604,-0.0820106000,0.0378898700,1.4214768848,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000079101,0.0514451200,0.0379112900,1.4212314377,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000067533,-0.0492160000,0.0379664400,1.4206001235,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000124098,0.0762116600,0.0379686500,1.4205748442,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000172680,-0.0582274000,0.0380231400,1.4199520214,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000121390,-0.0369107000,0.0380802100,1.4193006653,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000141371,-0.0489090000,0.0380821400,1.4192786547,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000233901,-0.0759219000,0.0380881700,1.4192098931,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000146648,-0.0484505000,0.0380985500,1.4190915529,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000167526,-0.1087269000,0.0381210700,1.4188349179,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000157741,-0.0339744000,0.0381315100,1.4187159964,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000169635,-0.0529014000,0.0381746100,1.4182253911,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000008405,-0.0588601000,0.0382298200,1.4175977468,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000162129,-0.0595087000,0.0382358200,1.4175295916,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000068745,-0.0501781000,0.0383500400,1.4162341787,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000135940,-0.0615910000,0.0383861100,1.4158258965,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000111707,0.0581861900,0.0384491600,1.4151131438,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000125730,-0.1219785000,0.0385232400,1.4142771936,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000198356,-0.0556236000,0.0385271700,1.4142328908,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000132792,-0.0404932000,0.0385444900,1.4140376963,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000158113,-0.0619300000,0.0385589700,1.4138745756,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000166387,-0.0804818000,0.0386244500,1.4131376917,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000112293,0.0460828900,0.0386740500,1.4125803456,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000135930,-0.0493556000,0.0386984100,1.4123068785,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000119321,-0.0593691000,0.0388060700,1.4111003373,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000166569,0.0447345600,0.0388062100,1.4110987705,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000204482,-0.0992848000,0.0389027600,1.4100195861,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000179456,-0.0481166000,0.0389487200,1.4095068103,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000106261,0.0423545500,0.0389578700,1.4094047960,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000197183,-0.0506095000,0.0390156700,1.4087609307,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000162877,0.1177555600,0.0390542500,1.4083316980,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000167333,0.0642577500,0.0390767200,1.4080818970,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000134375,-0.0619459000,0.0390899600,1.4079347740,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000070444,-0.0567915000,0.0391680900,1.4070676060,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000111602,-0.0699009000,0.0391898800,1.4068260663,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000181023,0.1070418800,0.0392328500,1.4063501422,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000184060,-0.0975280000,0.0392966400,1.4056445817,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000081041,0.1861838300,0.0393203900,1.4053821833,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000206573,-0.0724461000,0.0393453300,1.4051068078,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000173110,-0.1182629000,0.0393962800,1.4045447846,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000133739,-0.0685578000,0.0394214100,1.4042678462,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000109046,0.0644652200,0.0394228600,1.4042518723,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000143119,0.0322772500,0.0394939000,1.4034699778,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000203326,0.0625346800,0.0395776000,1.4025505451,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000100591,-0.0440640000,0.0395910000,1.4024035286,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000143368,-0.0743932000,0.0396450800,1.4018107014,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000155324,0.0652394200,0.0396558800,1.4016924083,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000197599,0.0720411800,0.0396700900,1.4015368142,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000265241,-0.0750131000,0.0396987000,1.4012237147,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000159713,-0.1142301000,0.0397462600,1.4007037309,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000249222,-0.1092303000,0.0398113400,1.3999932044,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000187954,-0.0632071000,0.0399103100,1.3989148989,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000244694,0.0699524300,0.0399393700,1.3985987899,,
ADHD,Sanchez-Mora,2019,PBMC,ENSG00000150787,-0.0758831000,0.0399711800,1.3982530306,,
