DISORDER,STUDY,YEAR,TISSUE,GENEID,LOG2FC,PVAL,-LOGPVAL,,
MDD,Labonte,2017,NAc,ENSG00000231079,0.977115899,0.043763655,1.3588864143,,
MDD,Labonte,2017,NAc,ENSG00000150656,0.976323386,0.015296914,1.8153961749,,
MDD,Labonte,2017,NAc,ENSG00000231971,0.973939509,0.015450431,1.8110594011,,
MDD,Labonte,2017,NAc,ENSG00000224635,0.968788162,0.005416376,2.2662911949,,
MDD,Labonte,2017,NAc,ENSG00000169562,0.968283576,0.017242411,1.7634020070,,
MDD,Labonte,2017,NAc,ENSG00000227267,0.966980649,0.023923392,1.6211772435,,
MDD,Labonte,2017,NAc,ENSG00000236922,0.964642209,0.026375251,1.5788033987,,
MDD,Labonte,2017,NAc,ENSG00000251429,0.952422057,0.008728339,2.0590683945,,
MDD,Labonte,2017,NAc,ENSG00000167755,0.946574908,0.025661117,1.5907244432,,
MDD,Labonte,2017,NAc,ENSG00000263335,0.946291853,0.01511983,1.8204530918,,
MDD,Labonte,2017,NAc,ENSG00000166592,0.94585814,0.030900396,1.5100359549,,
MDD,Labonte,2017,NAc,ENSG00000197993,0.942149185,0.005752348,2.2401548483,,
MDD,Labonte,2017,NAc,ENSG00000244738,0.94102179,0.049070526,1.3091792867,,
MDD,Labonte,2017,NAc,ENSG00000232310,0.940027428,0.012374169,1.9074839569,,
MDD,Labonte,2017,NAc,ENSG00000224855,0.933800585,0.030823264,1.5111213740,,
MDD,Labonte,2017,NAc,ENSG00000268093,0.932579165,0.001041098,2.9825083878,,
MDD,Labonte,2017,NAc,ENSG00000165125,0.92826574,0.005819004,2.2351513443,,
MDD,Labonte,2017,NAc,ENSG00000244062,0.928250578,0.005927691,2.2271144434,,
MDD,Labonte,2017,NAc,ENSG00000237973,0.918562213,0.011611539,1.9351102148,,
MDD,Labonte,2017,NAc,ENSG00000141934,0.918282428,0.017844971,1.7484841535,,
MDD,Labonte,2017,NAc,ENSG00000227001,0.917533317,0.04144434,1.3825347721,,
MDD,Labonte,2017,NAc,ENSG00000234056,0.915376019,0.025948188,1.5858929642,,
MDD,Labonte,2017,NAc,ENSG00000203734,0.915248975,0.049914328,1.3017747714,,
MDD,Labonte,2017,NAc,ENSG00000248323,0.907742526,0.039928678,1.3987150686,,
MDD,Labonte,2017,NAc,ENSG00000237166,0.90690385,0.014019735,1.8532601953,,
MDD,Labonte,2017,NAc,ENSG00000260071,0.905938885,0.010968496,1.9598529188,,
MDD,Labonte,2017,NAc,ENSG00000225681,0.904418627,0.037898359,1.4213795946,,
MDD,Labonte,2017,NAc,ENSG00000207931,0.903964273,0.032207754,1.4920395595,,
MDD,Labonte,2017,NAc,ENSG00000207955,0.902063517,0.023444268,1.6299633227,,
MDD,Labonte,2017,NAc,ENSG00000204655,0.893927044,0.009318355,2.0306607483,,
MDD,Labonte,2017,NAc,ENSG00000261696,0.892916575,0.010166887,1.9928120034,,
MDD,Labonte,2017,NAc,ENSG00000230751,0.892041302,0.002762325,2.5587252260,,
MDD,Labonte,2017,NAc,ENSG00000158715,0.891140071,0.028126706,1.5508811263,,
MDD,Labonte,2017,NAc,ENSG00000105695,0.889920185,0.011380765,1.9438285443,,
MDD,Labonte,2017,NAc,ENSG00000213376,0.889524854,0.01313532,1.8815593426,,
MDD,Labonte,2017,NAc,ENSG00000270948,0.889172268,0.016478746,1.7830758403,,
MDD,Labonte,2017,NAc,ENSG00000127507,0.887993199,0.009930264,2.0030392055,,
MDD,Labonte,2017,NAc,ENSG00000218537,0.880504821,0.025306371,1.5967701293,,
MDD,Labonte,2017,NAc,ENSG00000235189,0.87717968,0.023257884,1.6334297999,,
MDD,Labonte,2017,NAc,ENSG00000248015,0.877117542,0.007189143,2.1433228777,,
MDD,Labonte,2017,NAc,ENSG00000164530,0.865197831,0.005665047,2.2467964827,,
MDD,Labonte,2017,NAc,ENSG00000233885,0.863137334,0.007340646,2.1342657191,,
MDD,Labonte,2017,NAc,ENSG00000251138,0.861897482,0.036507064,1.4376230928,,
MDD,Labonte,2017,NAc,ENSG00000262223,0.860776041,0.002651389,2.5765265498,,
MDD,Labonte,2017,NAc,ENSG00000228653,0.860774774,0.009203957,2.0360254190,,
MDD,Labonte,2017,NAc,ENSG00000110777,0.860729713,0.010236448,1.9898507154,,
MDD,Labonte,2017,NAc,ENSG00000233621,0.859568933,0.006982097,2.1560141220,,
MDD,Labonte,2017,NAc,ENSG00000158859,0.856404963,0.019784139,1.7036828454,,
MDD,Labonte,2017,NAc,ENSG00000172508,0.856350937,0.010547019,1.9768702716,,
MDD,Labonte,2017,NAc,ENSG00000233524,0.856127022,0.030753997,1.5120984323,,
MDD,Labonte,2017,NAc,ENSG00000228061,0.855786121,0.024325325,1.6139413486,,
MDD,Labonte,2017,NAc,ENSG00000176912,0.85346583,0.032927586,1.4824401073,,
MDD,Labonte,2017,NAc,ENSG00000259363,0.850328335,0.021865854,1.6602335560,,
MDD,Labonte,2017,NAc,ENSG00000273302,0.846711325,0.015424409,1.8117914674,,
MDD,Labonte,2017,NAc,ENSG00000261329,0.845245446,0.030586985,1.5144633299,,
MDD,Labonte,2017,NAc,ENSG00000149922,0.843809735,0.03449704,1.4622181677,,
MDD,Labonte,2017,NAc,ENSG00000203721,0.843064732,0.010076317,1.9966981781,,
MDD,Labonte,2017,NAc,ENSG00000251073,0.840823171,0.017287677,1.7622633603,,
MDD,Labonte,2017,NAc,ENSG00000205217,0.840796908,0.032602248,1.4867524533,,
MDD,Labonte,2017,NAc,ENSG00000156509,0.839742424,0.018337453,1.7366609863,,
MDD,Labonte,2017,NAc,ENSG00000145063,0.839622328,0.023504169,1.6288550989,,
MDD,Labonte,2017,NAc,ENSG00000124920,0.837860907,0.010906561,1.9623121673,,
MDD,Labonte,2017,NAc,ENSG00000159713,0.835221659,0.012355667,1.9081338050,,
MDD,Labonte,2017,NAc,ENSG00000249363,0.835092736,0.013663667,1.8644327308,,
MDD,Labonte,2017,NAc,ENSG00000241416,0.834437065,0.037723389,1.4233892980,,
MDD,Labonte,2017,NAc,ENSG00000225726,0.833215935,0.018647881,1.7293705109,,
MDD,Labonte,2017,NAc,ENSG00000234323,0.83247814,0.001486097,2.8279528425,,
MDD,Labonte,2017,NAc,ENSG00000237082,0.831991425,0.036238767,1.4408265873,,
MDD,Labonte,2017,NAc,ENSG00000119121,0.831296062,0.014996979,1.8239962167,,
MDD,Labonte,2017,NAc,ENSG00000251513,0.830375948,0.007057032,2.1513779133,,
MDD,Labonte,2017,NAc,ENSG00000178826,0.829144965,0.029059815,1.5367071548,,
MDD,Labonte,2017,NAc,ENSG00000204278,0.823880248,0.021109865,1.6755145440,,
MDD,Labonte,2017,NAc,ENSG00000207643,0.820469828,0.003910324,2.4077872565,,
MDD,Labonte,2017,NAc,ENSG00000108786,0.819885269,0.000559702,3.2520431412,,
MDD,Labonte,2017,NAc,ENSG00000261617,0.819542754,0.012204923,1.9134649562,,
MDD,Labonte,2017,NAc,ENSG00000251964,0.818012036,0.043735535,1.3591655565,,
MDD,Labonte,2017,NAc,ENSG00000241532,0.816749026,0.017004737,1.7694300806,,
MDD,Labonte,2017,NAc,ENSG00000238900,0.814328292,0.007499566,2.1249638685,,
MDD,Labonte,2017,NAc,ENSG00000267457,0.811362749,0.003848571,2.4147004970,,
MDD,Labonte,2017,NAc,ENSG00000201622,0.807398515,0.003499514,2.4559922647,,
MDD,Labonte,2017,NAc,ENSG00000261033,0.807130721,0.009517683,2.0214687641,,
MDD,Labonte,2017,NAc,ENSG00000117266,0.803733082,0.011424119,1.9421772817,,
MDD,Labonte,2017,NAc,ENSG00000226410,0.801806194,0.011148041,1.9528014427,,
MDD,Labonte,2017,NAc,ENSG00000225930,0.800835219,0.043027409,1.3662548052,,
MDD,Labonte,2017,NAc,ENSG00000250061,0.800050844,0.014694316,1.8328506249,,
MDD,Labonte,2017,NAc,ENSG00000224903,0.798331044,0.012696824,1.8963049004,,
MDD,Labonte,2017,NAc,ENSG00000167123,0.796823686,0.017415909,1.7590538532,,
MDD,Labonte,2017,NAc,ENSG00000146859,0.792159657,0.001415761,2.8490100554,,
MDD,Labonte,2017,NAc,ENSG00000267283,0.791482667,0.016304055,1.7877043683,,
MDD,Labonte,2017,NAc,ENSG00000259124,0.791302377,0.017237905,1.7635155171,,
MDD,Labonte,2017,NAc,ENSG00000176824,0.791029045,0.006022467,2.2202255710,,
MDD,Labonte,2017,NAc,ENSG00000130948,0.786651047,0.029303297,1.5330835131,,
MDD,Labonte,2017,NAc,ENSG00000012124,0.786230909,0.024980221,1.6024037237,,
MDD,Labonte,2017,NAc,ENSG00000169247,0.782832338,0.029596889,1.5287539363,,
MDD,Labonte,2017,NAc,ENSG00000092529,0.777021721,0.012722892,1.8954141594,,
MDD,Labonte,2017,NAc,ENSG00000207863,0.777015212,0.013885954,1.8574242778,,
MDD,Labonte,2017,NAc,ENSG00000265520,0.776651954,0.004972889,2.3033912346,,
MDD,Labonte,2017,NAc,ENSG00000239519,0.775391167,0.037544506,1.4254536056,,
MDD,Labonte,2017,NAc,ENSG00000207177,0.774618693,0.013809369,1.8598261655,,
MDD,Labonte,2017,NAc,ENSG00000270876,0.774385887,0.011480559,1.9400369652,,
MDD,Labonte,2017,NAc,ENSG00000100146,0.774339362,0.000813432,3.0896787467,,
MDD,Labonte,2017,NAc,ENSG00000258783,0.771715581,0.021722941,1.6630813774,,
MDD,Labonte,2017,NAc,ENSG00000202279,0.771711221,0.023777444,1.6238348325,,
MDD,Labonte,2017,NAc,ENSG00000174607,0.770642972,0.036340543,1.4396085878,,
MDD,Labonte,2017,NAc,ENSG00000148826,0.769257015,0.016038068,1.7948479495,,
MDD,Labonte,2017,NAc,ENSG00000171049,0.76787178,0.027303776,1.5637772877,,
MDD,Labonte,2017,NAc,ENSG00000251381,0.765950571,0.002487505,2.6042360376,,
MDD,Labonte,2017,NAc,ENSG00000164124,0.764259018,0.021784796,1.6618465026,,
MDD,Labonte,2017,NAc,ENSG00000162949,0.764052552,0.03953739,1.4029920034,,
MDD,Labonte,2017,NAc,ENSG00000219150,0.763483791,0.023527702,1.6284204892,,
MDD,Labonte,2017,NAc,ENSG00000101049,0.762995195,0.023514949,1.6286559588,,
MDD,Labonte,2017,NAc,ENSG00000226801,0.762545312,0.000530351,3.2754366079,,
MDD,Labonte,2017,NAc,ENSG00000181798,0.761995348,0.000319741,3.4952016711,,
MDD,Labonte,2017,NAc,ENSG00000149798,0.761819419,0.02394501,1.6207849772,,
MDD,Labonte,2017,NAc,ENSG00000264635,0.761577105,0.00367412,2.4348466634,,
MDD,Labonte,2017,NAc,ENSG00000166960,0.760106449,0.016534125,1.7816187834,,
MDD,Labonte,2017,NAc,ENSG00000184144,0.759094334,0.012202956,1.9135349547,,
MDD,Labonte,2017,NAc,ENSG00000176381,0.758727059,0.010380135,1.9837969982,,
MDD,Labonte,2017,NAc,ENSG00000121101,0.758048143,0.002949822,2.5302041897,,
MDD,Labonte,2017,NAc,ENSG00000086205,0.756713062,0.04313144,1.3652060421,,
MDD,Labonte,2017,NAc,ENSG00000248429,0.752043728,0.015280671,1.8158575747,,
MDD,Labonte,2017,NAc,ENSG00000200183,0.750321799,0.020590399,1.6863352376,,
MDD,Labonte,2017,NAc,ENSG00000233334,0.748664066,0.039092737,1.4079039222,,
MDD,Labonte,2017,NAc,ENSG00000215910,0.745517807,0.044277298,1.3538188896,,
MDD,Labonte,2017,NAc,ENSG00000188153,0.742456102,0.011830453,1.9269986255,,
MDD,Labonte,2017,NAc,ENSG00000199204,0.742128929,0.013688947,1.8636299580,,
MDD,Labonte,2017,NAc,ENSG00000122367,0.741867362,0.004711598,2.3268317712,,
MDD,Labonte,2017,NAc,ENSG00000177374,0.741867,0.020831992,1.6812691999,,
MDD,Labonte,2017,NAc,ENSG00000254614,0.740641904,0.014730756,1.8317749641,,
MDD,Labonte,2017,NAc,ENSG00000013297,0.739141328,0.047170177,1.3263324941,,
MDD,Labonte,2017,NAc,ENSG00000240583,0.736567752,0.012965398,1.8872141471,,
MDD,Labonte,2017,NAc,ENSG00000271737,0.735178078,0.038738542,1.4118567288,,
MDD,Labonte,2017,NAc,ENSG00000226026,0.734569512,0.00086969,3.0606355236,,
MDD,Labonte,2017,NAc,ENSG00000222068,0.733839873,0.033051608,1.4808074067,,
MDD,Labonte,2017,NAc,ENSG00000178175,0.733690471,0.013427473,1.8720057122,,
MDD,Labonte,2017,NAc,ENSG00000235180,0.733144013,0.009935168,2.0028247847,,
MDD,Labonte,2017,NAc,ENSG00000012211,0.732262227,0.004404793,2.3560744961,,
MDD,Labonte,2017,NAc,ENSG00000239627,0.728538354,0.00033156,3.4794378690,,
MDD,Labonte,2017,NAc,ENSG00000227534,0.728170511,0.032630853,1.4863715732,,
MDD,Labonte,2017,NAc,ENSG00000255176,0.72763772,0.005018173,2.2994543706,,
MDD,Labonte,2017,NAc,ENSG00000143107,0.725618619,0.044971671,1.3470609752,,
MDD,Labonte,2017,NAc,ENSG00000259357,0.725581583,0.036921038,1.4327260977,,
MDD,Labonte,2017,NAc,ENSG00000258162,0.724684667,0.019543783,1.7089913681,,
MDD,Labonte,2017,NAc,ENSG00000236360,0.724497159,0.020473436,1.6888092648,,
MDD,Labonte,2017,NAc,ENSG00000039068,0.724244623,0.021229982,1.6730503741,,
MDD,Labonte,2017,NAc,ENSG00000261212,0.722785488,0.03263121,1.4863668218,,
MDD,Labonte,2017,NAc,ENSG00000228043,0.721514271,0.018860267,1.7244521634,,
MDD,Labonte,2017,NAc,ENSG00000183960,0.721384908,0.014084735,1.8512513197,,
MDD,Labonte,2017,NAc,ENSG00000232411,0.721003653,0.024914015,1.6035562784,,
MDD,Labonte,2017,NAc,ENSG00000163815,0.720474196,0.010422109,1.9820443891,,
MDD,Labonte,2017,NAc,ENSG00000252283,0.718884074,0.015160771,1.8192787121,,
MDD,Labonte,2017,NAc,ENSG00000204282,0.718297043,0.009050685,2.0433185500,,
MDD,Labonte,2017,NAc,ENSG00000251405,0.718213897,0.048926838,1.3104528505,,
MDD,Labonte,2017,NAc,ENSG00000236977,0.717727688,0.000294935,3.5302736866,,
MDD,Labonte,2017,NAc,ENSG00000258033,0.71716862,0.005172191,2.2863254458,,
MDD,Labonte,2017,NAc,ENSG00000146592,0.716859234,0.012813092,1.8923460555,,
MDD,Labonte,2017,NAc,ENSG00000224464,0.716037508,0.008655362,2.0627147636,,
MDD,Labonte,2017,NAc,ENSG00000239040,0.71591117,0.019787879,1.7036007539,,
MDD,Labonte,2017,NAc,ENSG00000233554,0.715820588,0.026080312,1.5836872174,,
MDD,Labonte,2017,NAc,ENSG00000100181,0.713391869,0.006720685,2.1725864596,,
MDD,Labonte,2017,NAc,ENSG00000264546,0.712976022,0.003158001,2.5005877368,,
MDD,Labonte,2017,NAc,ENSG00000196187,0.712954459,0.024316323,1.6141020964,,
MDD,Labonte,2017,NAc,ENSG00000229368,0.710690457,0.040758948,1.3897770338,,
MDD,Labonte,2017,NAc,ENSG00000237548,0.708408403,0.02218025,1.6540335631,,
MDD,Labonte,2017,NAc,ENSG00000213443,0.707507515,0.006361797,2.1964201930,,
MDD,Labonte,2017,NAc,ENSG00000128283,0.70653017,0.01109157,1.9550069756,,
MDD,Labonte,2017,NAc,ENSG00000231997,0.70613065,0.043999956,1.3565477578,,
MDD,Labonte,2017,NAc,ENSG00000165959,0.705352852,0.012458535,1.9045330234,,
MDD,Labonte,2017,NAc,ENSG00000230539,0.704281342,0.03019797,1.5200222507,,
MDD,Labonte,2017,NAc,ENSG00000251989,0.704175537,0.034064346,1.4676999446,,
MDD,Labonte,2017,NAc,ENSG00000237373,0.702965416,0.049343622,1.3067689749,,
MDD,Labonte,2017,NAc,ENSG00000249604,0.697623589,0.017419964,1.7589527468,,
MDD,Labonte,2017,NAc,ENSG00000186417,0.696845112,0.025944928,1.5859475302,,
MDD,Labonte,2017,NAc,ENSG00000253965,0.696772723,0.031242245,1.5052577662,,
MDD,Labonte,2017,NAc,ENSG00000229492,0.695494404,0.010843271,1.9648396880,,
MDD,Labonte,2017,NAc,ENSG00000237950,0.693477335,0.001904034,2.7203253008,,
MDD,Labonte,2017,NAc,ENSG00000071991,0.693040321,0.041763422,1.3792039234,,
MDD,Labonte,2017,NAc,ENSG00000138152,0.69264301,0.03906358,1.4082279581,,
MDD,Labonte,2017,NAc,ENSG00000273004,0.692144406,0.013086516,1.8831759595,,
MDD,Labonte,2017,NAc,ENSG00000202382,0.6890915,0.038249779,1.4173710698,,
MDD,Labonte,2017,NAc,ENSG00000245532,0.687914294,0.018994175,1.7213795650,,
MDD,Labonte,2017,NAc,ENSG00000248734,0.687788789,0.007478249,2.1262000784,,
MDD,Labonte,2017,NAc,ENSG00000091513,0.687592665,0.043324809,1.3632633432,,
MDD,Labonte,2017,NAc,ENSG00000065361,0.686306783,0.019996383,1.6990485536,,
MDD,Labonte,2017,NAc,ENSG00000240731,0.683069265,0.01255134,1.9013099058,,
MDD,Labonte,2017,NAc,ENSG00000227157,0.679550115,0.020104827,1.6966996596,,
MDD,Labonte,2017,NAc,ENSG00000119139,0.679188993,0.014939076,1.8256762633,,
MDD,Labonte,2017,NAc,ENSG00000188828,0.678833178,0.005947092,2.2256953430,,
MDD,Labonte,2017,NAc,ENSG00000168453,0.676759105,0.021715077,1.6632386263,,
MDD,Labonte,2017,NAc,ENSG00000270020,0.676539803,0.020614626,1.6858245400,,
MDD,Labonte,2017,NAc,ENSG00000234758,0.676328332,0.015375694,1.8131652727,,
MDD,Labonte,2017,NAc,ENSG00000250948,0.673810876,0.035883029,1.4451109039,,
MDD,Labonte,2017,NAc,ENSG00000231212,0.672849066,0.046485853,1.3326791955,,
MDD,Labonte,2017,NAc,ENSG00000012171,0.672787287,0.024353331,1.6134416285,,
MDD,Labonte,2017,NAc,ENSG00000253347,0.669724424,0.046923868,1.3286061956,,
MDD,Labonte,2017,NAc,ENSG00000010282,0.667315552,0.007261865,2.1389518290,,
MDD,Labonte,2017,NAc,ENSG00000234432,0.666870545,0.016864928,1.7730155086,,
MDD,Labonte,2017,NAc,ENSG00000158315,0.666443077,0.036685668,1.4355035686,,
MDD,Labonte,2017,NAc,ENSG00000054690,0.666405571,0.016020502,1.7953238795,,
MDD,Labonte,2017,NAc,ENSG00000140479,0.666206345,0.036703481,1.4352927448,,
MDD,Labonte,2017,NAc,ENSG00000184343,0.663628778,0.024376992,1.6130198852,,
MDD,Labonte,2017,NAc,ENSG00000199933,0.66209799,0.036399641,1.4389028997,,
MDD,Labonte,2017,NAc,ENSG00000222937,0.660052963,0.037079349,1.4308678993,,
MDD,Labonte,2017,NAc,ENSG00000243005,0.659711123,0.008599346,2.0655345766,,
MDD,Labonte,2017,NAc,ENSG00000180929,0.659056072,0.026121852,1.5829960355,,
MDD,Labonte,2017,NAc,ENSG00000255669,0.657740121,0.048794154,1.3116322075,,
MDD,Labonte,2017,NAc,ENSG00000199497,0.657449031,0.028702247,1.5420841025,,
MDD,Labonte,2017,NAc,ENSG00000250306,0.657234146,0.005313816,2.2745934879,,
MDD,Labonte,2017,NAc,ENSG00000234248,0.656392976,0.017887696,1.7474455945,,
MDD,Labonte,2017,NAc,ENSG00000223305,0.655022475,0.008457922,2.0727363243,,
MDD,Labonte,2017,NAc,ENSG00000160223,0.654323627,0.026487569,1.5769578989,,
MDD,Labonte,2017,NAc,ENSG00000188818,0.654246793,0.024473989,1.6112952395,,
MDD,Labonte,2017,NAc,ENSG00000273118,0.654227313,0.008357511,2.0779230431,,
MDD,Labonte,2017,NAc,ENSG00000257585,0.654154725,0.045437025,1.3425901119,,
MDD,Labonte,2017,NAc,ENSG00000165388,0.654043127,0.023330471,1.6320764935,,
MDD,Labonte,2017,NAc,ENSG00000167483,0.65218127,0.048536768,1.3139291461,,
MDD,Labonte,2017,NAc,ENSG00000124602,0.651513905,0.011083071,1.9553398846,,
MDD,Labonte,2017,NAc,ENSG00000248851,0.651097194,0.011309514,1.9465560575,,
MDD,Labonte,2017,NAc,ENSG00000118298,0.649391381,0.031435068,1.5025855959,,
MDD,Labonte,2017,NAc,ENSG00000250037,0.645429593,0.018786503,1.7261540538,,
MDD,Labonte,2017,NAc,ENSG00000092758,0.643429641,0.006599744,2.1804729101,,
MDD,Labonte,2017,NAc,ENSG00000262402,0.643065016,0.018260129,1.7384961587,,
MDD,Labonte,2017,NAc,ENSG00000062582,0.642979857,0.027138092,1.5664206896,,
MDD,Labonte,2017,NAc,ENSG00000204176,0.64245713,0.020798505,1.6819678811,,
MDD,Labonte,2017,NAc,ENSG00000263989,0.642422429,0.045538287,1.3416233101,,
MDD,Labonte,2017,NAc,ENSG00000203652,0.642268754,0.028855031,1.5397784548,,
MDD,Labonte,2017,NAc,ENSG00000107731,0.641496488,0.014129621,1.8498694871,,
MDD,Labonte,2017,NAc,ENSG00000141527,0.640576114,0.044568353,1.3509734147,,
MDD,Labonte,2017,NAc,ENSG00000227836,0.639520561,0.035870852,1.4452583079,,
MDD,Labonte,2017,NAc,ENSG00000066056,0.637927969,0.035353828,1.4515635553,,
MDD,Labonte,2017,NAc,ENSG00000135362,0.63696272,0.025492364,1.5935898890,,
MDD,Labonte,2017,NAc,ENSG00000182404,0.63517682,0.020999575,1.6777894946,,
MDD,Labonte,2017,NAc,ENSG00000126822,0.63381098,0.010369349,1.9842485083,,
MDD,Labonte,2017,NAc,ENSG00000005981,0.632541564,0.002089515,2.6799545068,,
MDD,Labonte,2017,NAc,ENSG00000095383,0.632377717,0.006289923,2.2013546711,,
MDD,Labonte,2017,NAc,ENSG00000164161,0.632367212,0.043826091,1.3582672638,,
MDD,Labonte,2017,NAc,ENSG00000241772,0.632065651,0.003186016,2.4967520475,,
MDD,Labonte,2017,NAc,ENSG00000143507,0.632037432,0.015016295,1.8234372084,,
MDD,Labonte,2017,NAc,ENSG00000254629,0.631749793,0.002260561,2.6457837693,,
MDD,Labonte,2017,NAc,ENSG00000225140,0.631233496,0.021186465,1.6739415001,,
MDD,Labonte,2017,NAc,ENSG00000269483,0.630394069,0.023049112,1.6373458018,,
MDD,Labonte,2017,NAc,ENSG00000186340,0.630037917,0.014780808,1.8303018244,,
MDD,Labonte,2017,NAc,ENSG00000187634,0.629991135,0.008188436,2.0867990410,,
MDD,Labonte,2017,NAc,ENSG00000141540,0.629429618,0.010424559,1.9819423083,,
MDD,Labonte,2017,NAc,ENSG00000271911,0.628645569,0.029263335,1.5336761810,,
MDD,Labonte,2017,NAc,ENSG00000204839,0.626710118,0.025046541,1.6012522430,,
MDD,Labonte,2017,NAc,ENSG00000136867,0.626454796,0.046276789,1.3346367830,,
MDD,Labonte,2017,NAc,ENSG00000218891,0.625616379,0.013722219,1.8625756538,,
MDD,Labonte,2017,NAc,ENSG00000222078,0.623469533,0.0197727,1.7039340229,,
MDD,Labonte,2017,NAc,ENSG00000261777,0.619138565,0.002388549,2.6218658449,,
MDD,Labonte,2017,NAc,ENSG00000136859,0.619117232,0.010512301,1.9783022124,,
MDD,Labonte,2017,NAc,ENSG00000136960,0.617180837,0.041533566,1.3816007795,,
MDD,Labonte,2017,NAc,ENSG00000273151,0.616628129,0.022972726,1.6387874673,,
MDD,Labonte,2017,NAc,ENSG00000232504,0.614130553,0.01094287,1.9608687601,,
MDD,Labonte,2017,NAc,ENSG00000226556,0.614043071,0.030902686,1.5100037709,,
MDD,Labonte,2017,NAc,ENSG00000006042,0.61400391,0.013906512,1.8567817851,,
MDD,Labonte,2017,NAc,ENSG00000163545,0.612740599,0.042689873,1.3696751372,,
MDD,Labonte,2017,NAc,ENSG00000245534,0.612491414,0.016097064,1.7932533292,,
MDD,Labonte,2017,NAc,ENSG00000231234,0.610982486,0.012702427,1.8961132923,,
MDD,Labonte,2017,NAc,ENSG00000233799,0.610578467,0.033612341,1.4735012392,,
MDD,Labonte,2017,NAc,ENSG00000147459,0.609931673,0.030453463,1.5163633146,,
MDD,Labonte,2017,NAc,ENSG00000147488,0.608562731,0.028097748,1.5513284869,,
MDD,Labonte,2017,NAc,ENSG00000262265,0.607179893,0.011941494,1.9229413352,,
MDD,Labonte,2017,NAc,ENSG00000260625,0.606500503,0.016023475,1.7952432929,,
MDD,Labonte,2017,NAc,ENSG00000223476,0.605611175,0.005122915,2.2904828499,,
MDD,Labonte,2017,NAc,ENSG00000268388,0.602965467,0.03396626,1.4689522703,,
MDD,Labonte,2017,NAc,ENSG00000201907,0.602528123,0.017236983,1.7635387467,,
MDD,Labonte,2017,NAc,ENSG00000100625,0.602167091,0.001364429,2.8650490585,,
MDD,Labonte,2017,NAc,ENSG00000233061,0.602013098,0.004900216,2.3097847760,,
MDD,Labonte,2017,NAc,ENSG00000198468,0.600247685,0.032584637,1.4869871128,,
MDD,Labonte,2017,NAc,ENSG00000256427,0.600009681,0.02656809,1.5756396662,,
MDD,Labonte,2017,NAc,ENSG00000214279,0.598267701,0.015603297,1.8067836249,,
MDD,Labonte,2017,NAc,ENSG00000223548,0.597235704,0.044248214,1.3541042541,,
MDD,Labonte,2017,NAc,ENSG00000118322,0.597210783,0.013748803,1.8617351108,,
MDD,Labonte,2017,NAc,ENSG00000232407,0.596362099,0.009509827,2.0218273835,,
MDD,Labonte,2017,NAc,ENSG00000273389,0.595361793,0.041178679,1.3853275895,,
MDD,Labonte,2017,NAc,ENSG00000158352,0.594181288,0.024592839,1.6091913334,,
MDD,Labonte,2017,NAc,ENSG00000272808,0.594085362,0.001559356,2.8070547243,,
MDD,Labonte,2017,NAc,ENSG00000170537,0.593938512,0.00788504,2.1031960992,,
MDD,Labonte,2017,NAc,ENSG00000243175,0.593463424,0.036746375,1.4347854973,,
MDD,Labonte,2017,NAc,ENSG00000266258,0.593155655,0.039818118,1.3999192707,,
MDD,Labonte,2017,NAc,ENSG00000243083,0.592468407,0.013462823,1.8708638640,,
MDD,Labonte,2017,NAc,ENSG00000228484,0.59211333,0.02068024,1.6844444254,,
MDD,Labonte,2017,NAc,ENSG00000237949,0.591998084,0.023351517,1.6316849008,,
MDD,Labonte,2017,NAc,ENSG00000230534,0.591778856,0.038889045,1.4101727217,,
MDD,Labonte,2017,NAc,ENSG00000224895,0.591363852,0.046609977,1.3315211114,,
MDD,Labonte,2017,NAc,ENSG00000226055,0.589156921,0.04935423,1.3066756193,,
MDD,Labonte,2017,NAc,ENSG00000247982,0.588477847,0.035573679,1.4488712181,,
MDD,Labonte,2017,NAc,ENSG00000204802,0.587455615,0.001979684,2.7034041269,,
MDD,Labonte,2017,NAc,ENSG00000154493,0.586771486,0.011790683,1.9284610368,,
MDD,Labonte,2017,NAc,ENSG00000204525,0.586537182,0.021685371,1.6638331434,,
MDD,Labonte,2017,NAc,ENSG00000236804,0.585694858,0.032264969,1.4912687478,,
MDD,Labonte,2017,NAc,ENSG00000273265,0.584633634,0.037935857,1.4209501004,,
MDD,Labonte,2017,NAc,ENSG00000132561,0.582679497,0.008570969,2.0669700757,,
MDD,Labonte,2017,NAc,ENSG00000215174,0.580543668,0.01433312,1.8436592631,,
MDD,Labonte,2017,NAc,ENSG00000139263,0.578514583,0.012663456,1.8974477543,,
MDD,Labonte,2017,NAc,ENSG00000166387,0.578479149,0.007679696,2.1146559711,,
MDD,Labonte,2017,NAc,ENSG00000141458,0.578312641,0.004026225,2.3951019588,,
MDD,Labonte,2017,NAc,ENSG00000130164,0.57753144,0.029057163,1.5367467904,,
MDD,Labonte,2017,NAc,ENSG00000224795,0.57733379,0.042867428,1.3678725729,,
MDD,Labonte,2017,NAc,ENSG00000065675,0.576629019,0.03229494,1.4908655180,,
MDD,Labonte,2017,NAc,ENSG00000224764,0.575141627,0.029115282,1.5358789991,,
MDD,Labonte,2017,NAc,ENSG00000159399,0.573682372,0.011551281,1.9373698512,,
