disorder_a,disorder_b,intersection,union,jaccard
AD,ADHD,0,1,0.0
AD,ASD,0,3,0.0
AD,BD,0,3,0.0
AD,MDD,0,2,0.0
AD,OCD,0,4,0.0
AD,SZ,0,2,0.0
ADHD,ASD,0,2,0.0
ADHD,BD,0,2,0.0
ADHD,MDD,0,1,0.0
ADHD,OCD,0,3,0.0
ADHD,SZ,0,1,0.0
ASD,BD,0,4,0.0
ASD,MDD,0,3,0.0
ASD,OCD,0,5,0.0
ASD,SZ,0,3,0.0
BD,MDD,0,3,0.0
BD,OCD,0,5,0.0
BD,SZ,0,3,0.0
MDD,OCD,0,4,0.0
MDD,SZ,0,2,0.0
OCD,SZ,0,4,0.0
